"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00518384","1995","19.98333","-155.6","987.6","PUUKAPU 204.3, HI US","","","","","         1"," ","","","","","",""
"USC00518384","1996","19.98333","-155.6","987.6","PUUKAPU 204.3, HI US","        0","","         0","0","","","     0"," ,0,1231,+","     0"," ,0,1231,+","        0"," ,0"
