"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"KSM00047184","1975","33.517","126.533","23.0","JEJU, KS","         0","S","       137","S","         6","S","   33.0","S,0915,+","     18.86","S"
"KSM00047184","1978","33.517","126.533","23.0","JEJU, KS","         0","S","       143","S","         7","S","   35.0","S,0703, ","     19.12","S"
"KSM00047184","1979","33.517","126.533","23.0","JEJU, KS","         0","S","       168","S","         7","S","   35.0","S,0805, ","     19.16","S"
"KSM00047184","1980","33.517","126.533","23.0","JEJU, KS","         0","S","       138","S","         1","S","   33.0","S,0722, ","     17.93","S"
"KSM00047184","1981","33.517","126.533","23.0","JEJU, KS","         1","S","       137","S","         7","S","   34.0","S,0809,+","     18.13","S"
"KSM00047184","1983","33.517","126.533","23.0","JEJU, KS","         0","S","       152","S","        11","S","   34.2","S,0731, ","     18.90","S"
"KSM00047184","1987","33.517","126.533","23.0","JEJU, KS","         0","S","       153","S","         6","S","   35.4","S,0804, ","     18.91","S"
"KSM00047184","1988","33.517","126.533","23.0","JEJU, KS","         0","S","       148","S","         9","S","   34.6","S,0713, ","     18.55","S"
"KSM00047184","1989","33.517","126.533","23.0","JEJU, KS","         0","S","       144","S","         3","S","   33.3","S,0711, ","     18.85","S"
"KSM00047184","1990","33.517","126.533","23.0","JEJU, KS","         1","S","       156","S","        24","S","   42.7","S,0708, ","     19.61","S"
"KSM00047184","1991","33.517","126.533","23.0","JEJU, KS","         0","S","       147","S","         7","S","   34.3","S,0724, ","     18.51","S"
"KSM00047184","1992","33.517","126.533","23.0","JEJU, KS","         0","S","       136","S","         9","S","   43.0","S,0814, ","     19.17","S"
"KSM00047184","1993","33.517","126.533","23.0","JEJU, KS","         0","S","       143","S","         3","S","   34.5","S,0712, ","     18.34","S"
"KSM00047184","1996","33.517","126.533","23.0","JEJU, KS","         0","S","       158","S","        15","S","   35.5","S,0802, ","     18.91","S"
"KSM00047184","2008","33.517","126.533","23.0","JEJU, KS","         0","S","       154","S","         8","S","   34.8","S,0719, ","     19.07","S"
"KSM00047184","2011","33.517","126.533","23.0","JEJU, KS","         0","S","       151","S","        12","S","   34.7","S,0804, ","     18.58","S"
"KSM00047184","2012","33.517","126.533","23.0","JEJU, KS","         1","S","       171","S","         9","S","   34.9","S,0731, ","     18.64","S"
"KSM00047184","2013","33.517","126.533","23.0","JEJU, KS","         0","S","       176","S","        35","S","   36.3","S,0730, ","     19.78","S"
"KSM00047184","2015","33.517","126.533","23.0","JEJU, KS","         0","S","       181","S","         8","S","   36.7","S,0729, ","     19.92","S"
