"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NOE00104443","1964","68.1503","14.6506","11.0","SKROVA FYR, NO","      5.8","","       5.8","E","       86","","         0","E","        96","E","        21","E","         5","E","         0","E","   -8.5","E,0222, ","   450"," ,E,1229,+","   24.5","E,0808, ","-0.4","E,1025","-2.4","E,1104","-5.0","E,1201","","","","","0.0","E,0426","-3.0","E,0425","-5.2","E,0424","-8.5","E,0222","","","    4627.1","1","    4627.1","E","      5.38","E","      7.31","E","      3.44","E"
"NOE00104443","1965","68.1503","14.6506","11.0","SKROVA FYR, NO","      0.0","","       0.0","E","      145","","         0","E","       136","E","        61","E","         0","E","         0","E","   -7.2","E,1211,+","   650"," ,E,0311, ","   20.5","E,0729, ","-1.1","E,1010","-5.4","E,1119","-5.4","E,1119","-7.2","E,1211","","","-0.2","E,0411","-5.2","E,0408","-5.2","E,0408","-7.2","E,0227","","","    4884.7","7","    4884.7","E","      4.47","E","      6.41","E","      2.54","E"
"NOE00104443","1966","68.1503","14.6506","11.0","SKROVA FYR, NO","      8.1","","       8.1","E","      141","","         0","E","       145","E","        76","E","         7","E","         0","E","  -15.1","E,0203, ","   550"," ,E,0127,+","   25.5","E,0620, ","-1.4","E,0926","-2.5","E,1101","-6.2","E,1210","-7.0","E,1216","","","-0.5","E,0511","-3.4","E,0510","-4.5","E,0420","-7.8","E,0327","-9.0","E,0226","    5298.4","4","    5298.4","E","      3.92","E","      5.88","E","      1.96","E"
"NOE00104443","1967","68.1503","14.6506","11.0","SKROVA FYR, NO","      0.3","","       0.3","E","      126","","         0","E","       115","E","        44","E","         3","E","         0","E","  -10.4","E,0129, ","   650"," ,E,0210, ","   23.0","E,0803, ","-1.2","E,1018","-2.2","E,1206","-4.5","E,1208","-8.2","E,1216","","","0.0","E,0503","-2.4","E,0501","-5.2","E,0420","-9.4","E,0130","-9.4","E,0130","    4895.8","8","    4895.8","E","      5.24","E","      7.16","E","      3.32","E"
"NOE00104443","1968","68.1503","14.6506","11.0","SKROVA FYR, NO","      0.0","","       0.0","E","      135","","         0","E","       131","E","        59","E","         2","E","         0","E","   -9.0","E,0127, ","   750"," ,E,0316,+","   21.6","E,0905, ","-1.0","E,1005","-2.8","E,1024","-4.5","E,1027","-7.4","E,1104","","","-0.5","E,0505","-6.7","E,0407","-6.7","E,0407","-6.7","E,0407","-9.0","E,0127","    5037.5","5","    5037.5","E","      4.00","E","      5.77","E","      2.23","E"
"NOE00104443","1969","68.1503","14.6506","11.0","SKROVA FYR, NO","     15.3","","      15.3","E","      133","","         0","E","       127","E","        48","E","        15","E","         0","E","  -12.2","E,0215, ","   600"," ,E,0115,+","   25.6","E,0625, ","-0.6","E,1102","-2.6","E,1122","-4.6","E,1123","","","","","-0.4","E,0501","-3.4","E,0416","-4.6","E,0406","-11.0","E,0216","-11.0","E,0216","    5035.6","6","    5035.6","E","      5.28","E","      7.32","E","      3.26","E"
"NOE00104443","1970","68.1503","14.6506","11.0","SKROVA FYR, NO","      8.9","","       8.9","E","      117","","         0","E","       140","E","        49","E","        13","E","         0","E","  -13.4","E,0214, ","   400"," ,E,1113,+","   24.5","E,0625, ","0.0","E,1022","-2.5","E,1106","-4.5","E,1110","","","","","-0.8","E,0430","-4.2","E,0415","-5.0","E,0221","-7.4","E,0218","-13.4","E,0214","    4781.3","3","    4781.3","E","      5.13","E","      7.07","E","      3.18","E"
"NOE00104443","1971","68.1503","14.6506","11.0","SKROVA FYR, NO","      3.0","","       3.0","E","      151","","         0","E","       146","E","        57","E","         4","E","         0","E","  -12.2","E,0225, ","   600"," ,E,1124,+","   24.8","E,0628, ","-0.4","E,1008","-3.9","E,1105","-5.1","E,1109","","","","","0.0","E,0514","-3.0","E,0426","-4.4","E,0328","-7.2","E,0327","-12.2","E,0225","    4843.0","0","    4843.0","E","      4.49","E","      6.47","E","      2.50","E"
"NOE00104443","1972","68.1503","14.6506","11.0","SKROVA FYR, NO","     40.8","","      40.8","E","       33","","         0","E","        86","E","        10","E","        15","E","         0","E","   -5.0","E,0204,+","   280"," ,E,1125,+","   30.4","E,0630, ","-1.5","E,1111","-3.4","E,1112","","","","","","","-2.6","E,0501","-2.6","E,0501","-4.5","E,0314","","","","","    4691.8","8","    4691.8","E","      6.40","E","      8.47","E","      4.32","E"
"NOE00104443","1973","68.1503","14.6506","11.0","SKROVA FYR, NO","     11.6","","      11.6","E","      128","","         0","E","       136","E","        43","E","         6","E","         0","E","   -5.8","E,0321, ","   900"," ,E,1210,+","   27.0","E,0707, ","-0.5","E,1009","-2.8","E,1020","-5.0","E,1113","","","","","-2.0","E,0428","-2.8","E,0427","-5.0","E,0415","","","","","    4565.9","9","    4565.9","E","      4.76","E","      6.79","E","      2.73","E"
"NOE00104443","1974","68.1503","14.6506","11.0","SKROVA FYR, NO","     12.8","","      12.8","E","       73","","         0","E","        78","E","        17","E","         8","E","         0","E","   -8.5","E,0207, ","   250"," ,E,0102, ","   27.6","E,0619,+","-0.3","E,1112","-2.8","E,1113","-4.8","E,1228","","","","","0.0","E,0504","-2.6","E,0412","-5.0","E,0410","-7.5","E,0208","","","    4804.3","3","    4804.3","E","      6.26","E","      8.31","E","      4.21","E"
"NOE00104443","1975","68.1503","14.6506","11.0","SKROVA FYR, NO","      0.0","","       0.0","E","       95","","         0","E","       106","E","        24","E","         0","E","         0","E","   -7.0","E,0214, ","   400"," ,E,1219, ","   19.0","E,0725, ","-1.4","E,1018","-2.2","E,1028","-4.4","E,1208","","","","","-1.0","E,0529","-2.2","E,0416","-4.6","E,0406","-7.0","E,0214","","","    4591.8","8","    4591.8","E","      4.93","E","      6.98","E","      2.89","E"
"NOE00104443","1976","68.1503","14.6506","11.0","SKROVA FYR, NO","      1.8","","       1.8","E","      116","","         0","E","       130","E","        35","E","         4","E","         0","E","   -8.8","E,1229, ","   800"," ,E,0205,+","   23.5","E,0716, ","-1.0","E,1012","-2.5","E,1028","-5.4","E,1124","-7.5","E,1226","","","-1.5","E,0502","-2.8","E,0501","-4.4","E,0425","-7.2","E,0204","","","    4862.9","9","    4862.9","E","      4.89","E","      7.09","E","      2.68","E"
"NOE00104443","1977","68.1503","14.6506","11.0","SKROVA FYR, NO","      1.7","","       1.7","E","      108","","         0","E","       126","E","        52","E","         4","E","         0","E","  -10.5","E,0127, ","   600"," ,E,0308,+","   23.6","E,0707, ","0.0","E,1117","-2.3","E,1119","-4.4","E,1221","","","","","0.0","E,0509","-3.5","E,0425","-4.6","E,0424","-10.5","E,0127","-10.5","E,0127","    5233.8","8","    5233.8","E","      4.50","E","      6.54","E","      2.46","E"
"NOE00104443","1978","68.1503","14.6506","11.0","SKROVA FYR, NO","      6.1","","       6.1","E","      152","","         0","E","       152","E","        64","E","        15","E","         0","E","  -11.6","E,0214, ","   800"," ,E,0225,+","   24.5","E,0702, ","0.0","E,1008","-3.0","E,1028","-7.6","E,1213","-7.6","E,1213","-9.0","E,1215","-0.5","E,0506","-2.6","E,0504","-7.0","E,0324","-7.0","E,0324","-10.5","E,0315","    4886.1","1","    4886.1","E","      4.59","E","      6.89","E","      2.28","E"
"NOE00104443","1979","68.1503","14.6506","11.0","SKROVA FYR, NO","      8.7","","       8.7","E","      105","","         0","E","       123","E","        42","E","        12","E","         0","E","  -11.4","E,0126, ","   750"," ,E,0214,+","   25.0","E,0710,+","-0.5","E,1021","-3.8","E,1207","-5.0","E,1216","-7.6","E,1217","","","0.0","E,0516","-4.0","E,0416","-4.8","E,0415","-6.7","E,0414","-9.2","E,0319","    5050.4","4","    5050.4","E","      4.74","E","      6.68","E","      2.79","E"
"NOE00104443","1980","68.1503","14.6506","11.0","SKROVA FYR, NO","      6.4","","       6.4","E","      153","","         0","E","       137","E","        52","E","         9","E","         0","E","  -10.5","E,0201, ","   270"," ,E,0103, ","   22.8","E,0817,+","-2.4","E,1016","-2.4","E,1016","-5.2","E,1126","-7.5","E,1211","","","-1.0","E,0424","-2.6","E,0409","-4.5","E,0305","-7.0","E,0208","-10.0","E,0202","    4766.0","0","    4766.0","E","      5.36","E","      7.14","E","      3.58","E"
"NOE00104443","1981","68.1503","14.6506","11.0","SKROVA FYR, NO","      0.0","","       0.0","E","      143","","         0","E","       137","E","        83","E","         0","E","         0","E","   -8.4","E,0106, ","   600"," ,E,0116,+","   19.7","E,0726, ","-1.0","E,1031","-3.2","E,1101","-4.4","E,1205","-6.8","E,1216","","","-0.2","E,0505","-2.7","E,0425","-4.4","E,0328","-7.8","E,0314","","","    4979.8","8","    4979.8","E","      4.13","E","      5.76","E","      2.50","E"
"NOE00104443","1982","68.1503","14.6506","11.0","SKROVA FYR, NO","      0.0","","       0.0","E","       81","","         0","E","        92","E","        37","E","         2","E","         0","E","  -10.3","E,0103, ","   450"," ,E,0113, ","   22.0","E,0716,+","-3.0","E,1103","-3.0","E,1103","","","","","","","-0.2","E,0429","-2.2","E,0409","-5.0","E,0306","-7.4","E,0128","-10.3","E,0103","    5070.9","9","    5070.9","E","      4.94","E","      6.54","E","      3.35","E"
"NOE00104443","1983","68.1503","14.6506","11.0","SKROVA FYR, NO","      0.0","","       0.0","E","       77","","         0","E","       106","E","        49","E","         0","E","         0","E","   -6.6","E,1122,+","   300"," ,E,1214,+","   19.6","E,0727, ","-0.2","E,1025","-3.4","E,1118","-4.6","E,1121","","","","","-0.5","E,0413","-2.2","E,0316","-5.8","E,0309","","","","","    4620.9","9","    4620.9","E","      5.01","E","      6.63","E","      3.39","E"
"NOE00104443","1984","68.1503","14.6506","11.0","SKROVA FYR, NO","     10.9","","      10.9","E","       81","","         0","E","        87","E","        28","E","        10","E","         0","E","   -6.6","E,0302,+","   350"," ,E,0211,+","   24.2","E,0601, ","0.0","E,1018","-2.6","E,1121","","","","","","","0.0","E,0509","-3.5","E,0331","-4.4","E,0326","","","","","    4895.9","9","    4895.9","E","      5.63","E","      7.20","E","      4.06","E"
"NOE00104443","1985","68.1503","14.6506","11.0","SKROVA FYR, NO","      2.7","","       2.7","E","      120","","         0","E","       127","E","        62","E","         6","E","         0","E","  -10.2","E,0208,+","   430"," ,E,1221, ","   22.9","E,0707, ","-1.0","E,1016","-2.5","E,1125","-5.6","E,1126","-8.0","E,1128","","","-0.4","E,0430","-2.8","E,0427","-4.6","E,0317","-7.0","E,0216","-9.4","E,0209","    4924.4","4","    4924.4","E","      4.80","E","      6.59","E","      3.02","E"
"NOE00104443","1986","68.1503","14.6506","11.0","SKROVA FYR, NO","      1.3","","       1.3","E","       99","","         0","E","       108","E","        59","E","         4","E","         0","E","  -11.4","E,0123, ","   340"," ,E,0306,+","   23.8","E,0730, ","-0.2","E,0926","-3.0","E,1112","-5.3","E,1203","-6.8","E,1216","-9.2","E,1230","-0.2","E,0422","-2.2","E,0419","-5.1","E,0415","-8.0","E,0306","-11.4","E,0123","    4742.0","0","    4742.0","E","      4.98","E","      6.77","E","      3.19","E"
"NOE00104443","1987","68.1503","14.6506","11.0","SKROVA FYR, NO","      9.8","","       9.8","E","       97","","         0","E","       112","E","        60","E","         7","E","         0","E","  -13.0","E,0207, ","   250"," ,E,1217,+","   24.0","E,0805,+","-2.5","E,1106","-2.5","E,1106","-4.4","E,1206","-7.0","E,1226","","","-1.0","E,0422","-2.8","E,0421","-6.2","E,0326","-7.6","E,0222","-12.6","E,0208","    5031.7","7","    5031.7","E","      4.78","E","      6.55","E","      3.01","E"
"NOE00104443","1988","68.1503","14.6506","11.0","SKROVA FYR, NO","","","","","      121","","","","","","        60","E","         6","E","         0","E","","","   300"," ,E,1130,+","   25.9","E,0718, ","","","","","","","","","","","","","","","","","","","","","","","","","","","      7.08","E","",""
"NOE00104443","1989","68.1503","14.6506","11.0","SKROVA FYR, NO","      6.2","","       6.2","E","       53","","         0","E","        71","E","        23","E","         3","E","         0","E","   -8.8","E,1214, ","   150"," ,E,1212,+","   24.8","E,0804, ","-0.5","E,1119","-2.2","E,1122","-4.5","E,1204","-6.8","E,1212","","","-0.2","E,0402","-2.4","E,0328","-4.6","E,0225","","","","","    4438.2","2","    4438.2","E","      5.88","E","      7.51","E","      4.26","E"
"NOE00104443","1990","68.1503","14.6506","11.0","SKROVA FYR, NO","      5.1","","       5.1","E","       49","","         0","E","        76","E","        22","E","         7","E","         0","E","   -5.5","E,0112, ","   180"," ,E,0314,+","   23.6","E,0721,+","-1.8","E,1113","-2.2","E,1120","-4.5","E,1212","","","","","0.0","E,0409","-2.4","E,0406","-4.6","E,0312","","","","","    4561.3","3","    4561.3","E","      6.63","E","      8.34","E","      4.91","E"
"NOE00104443","1991","68.1503","14.6506","11.0","SKROVA FYR, NO","      0.0","","       0.0","E","       41","","         0","E","        78","E","        28","E","         0","E","         0","E","   -5.0","E,0112,+","   160"," ,E,1124, ","   20.3","E,0720, ","-1.0","E,1019","-3.0","E,1222","","","","","","","-0.1","E,0423","-3.6","E,0419","-4.8","E,0215","","","","","    4354.4","4","    4354.4","E","      5.84","E","      7.51","E","      4.17","E"
"NOE00104443","1992","68.1503","14.6506","11.0","SKROVA FYR, NO","      1.3","","       1.3","E","       56","","         0","E","        97","E","        19","E","         3","E","         0","E","   -4.8","E,0331,+","   200"," ,E,1214, ","   22.5","E,0612, ","-0.5","E,1015","-2.2","E,1029","","","","","","","-0.4","E,0507","-2.2","E,0417","-4.8","E,0331","","","","","    4507.7","7","    4507.7","E","      5.72","E","      7.40","E","      4.03","E"
"NOE00104443","1993","68.1503","14.6506","11.0","SKROVA FYR, NO","      5.5","","       5.5","E","       66","","         0","E","        92","E","        21","E","         6","E","         0","E","   -6.2","E,0219, ","   120"," ,E,0129,+","   22.4","E,0713, ","-1.0","E,1013","-2.4","E,1215","","","","","","","-0.2","E,0512","-2.2","E,0408","-4.8","E,0311","","","","","    4689.3","3","    4689.3","E","      5.74","E","      7.45","E","      4.03","E"
"NOE00104443","1994","68.1503","14.6506","11.0","SKROVA FYR, NO","      7.4","","       7.4","E","       77","","         0","E","        91","E","        28","E","         4","E","         0","E","   -6.6","E,0203, ","   450"," ,E,0323,+","   25.0","E,0802, ","-0.8","E,1015","-2.8","E,1228","","","","","","","-0.3","E,0502","-3.0","E,0326","-6.3","E,0225","","","","","    4701.0","0","    4701.0","E","      5.35","E","      6.99","E","      3.71","E"
"NOE00104443","1995","68.1503","14.6506","11.0","SKROVA FYR, NO","      0.0","","       0.0","E","       91","","         0","E","       110","E","        35","E","         0","E","         0","E","   -7.0","E,1226, ","   270"," ,E,0214,+","   20.6","E,0716, ","-1.5","E,1021","-2.7","E,1115","-5.0","E,1127","-6.8","E,1225","","","-0.7","E,0501","-3.2","E,0403","-4.5","E,0208","","","","","    4676.3","3","    4676.3","E","      4.89","E","      6.48","E","      3.30","E"
"NOE00104443","1996","68.1503","14.6506","11.0","SKROVA FYR, NO","      4.9","","       4.9","E","       83","","         0","E","        95","E","        30","E","         5","E","         0","E","   -8.5","E,0217, ","   200"," ,E,0302,+","   22.2","E,0809, ","-0.1","E,1101","-2.6","E,1125","-6.0","E,1212","","","","","-0.5","E,0502","-3.0","E,0403","-4.4","E,0326","-8.5","E,0217","","","    4973.7","7","    4973.7","E","      5.22","E","      6.84","E","      3.60","E"
"NOE00104443","1997","68.1503","14.6506","11.0","SKROVA FYR, NO","     15.4","","      15.4","E","      102","","         0","E","       122","E","        38","E","        15","E","         0","E","   -9.0","E,0110, ","   200"," ,E,0428,+","   24.1","E,0714, ","-0.2","E,1020","-2.6","E,1104","","","","","","","-0.2","E,0429","-3.8","E,0428","-4.7","E,0414","-7.5","E,0128","-9.0","E,0110","    4804.1","1","    4804.1","E","      5.62","E","      7.45","E","      3.79","E"
"NOE00104443","1998","68.1503","14.6506","11.0","SKROVA FYR, NO","     15.2","","      15.2","E","       86","","         0","E","       109","E","        46","E","        10","E","         0","E","   -8.1","E,0203, ","   250"," ,E,0310, ","   25.5","E,0713, ","-0.5","E,1101","-2.8","E,1203","-4.4","E,1225","","","","","-0.9","E,0415","-3.3","E,0413","-4.7","E,0410","-7.0","E,0306","","","    4615.8","8","    4615.8","E","      5.77","E","      7.48","E","      4.06","E"
"NOE00104443","1999","68.1503","14.6506","11.0","SKROVA FYR, NO","      3.1","","       3.1","E","       50","","         0","E","        91","E","        32","E","         5","E","         0","E","   -9.3","E,0126, ","   220"," ,E,1212,+","   24.3","E,0627, ","0.0","E,1129","-3.0","E,1204","","","","","","","0.0","E,0502","-2.3","E,0403","-4.5","E,0305","-8.5","E,0210","-9.3","E,0126","    4492.8","8","    4492.8","E","      5.69","E","      7.36","E","      4.02","E"
"NOE00104443","2000","68.1503","14.6506","11.0","SKROVA FYR, NO","      0.0","","       0.0","E","       55","","         0","E","        89","E","        35","E","         0","E","         0","E","   -6.9","E,1229, ","   230"," ,E,0123, ","   18.8","E,0727, ","-0.6","E,1030","-3.1","E,1211","-6.1","E,1227","-6.9","E,1229","","","-0.9","E,0512","-4.3","E,0405","-4.7","E,0402","","","","","    4710.0","0","    4710.0","E","      5.70","E","      7.26","E","      4.13","E"
"NOE00104443","2001","68.1503","14.6506","11.0","SKROVA FYR, NO","      0.9","","       0.9","E","       37","","         0","E","       104","E","        56","E","         3","E","         0","E","  -12.2","E,0206, ","   150"," ,E,0112, ","   23.1","E,0709, ","0.0","E,1022","-2.8","E,1108","-4.8","E,1219","-6.8","E,1228","","","-1.1","E,0418","-2.5","E,0414","-4.4","E,0413","-7.4","E,0304","-9.8","E,0207","    4654.8","8","    4654.8","E","      5.18","E","      6.78","E","      3.56","E"
"NOE00104443","2002","68.1503","14.6506","11.0","SKROVA FYR, NO","     10.5","","      10.5","E","       24","","         0","E","        95","E","        49","E","        10","E","         0","E","   -8.9","E,1229, ","   150"," ,E,0305, ","   24.8","E,0711, ","-1.1","E,1017","-2.6","E,1111","-5.0","E,1220","-7.1","E,1228","-8.9","E,1229","0.0","E,0413","-4.3","E,0313","-4.8","E,0308","-7.1","E,0220","","","    4449.4","4","    4449.4","E","      5.99","E","      7.61","E","      4.37","E"
"NOE00104443","2003","68.1503","14.6506","11.0","SKROVA FYR, NO","      6.9","","       6.9","E","","","         0","E","        95","E","        35","E","         9","E","         0","E","   -8.6","E,0101, ","","","   23.5","E,0711, ","-0.9","E,1021","-2.8","E,1205","-6.0","E,1221","","","","","-0.5","E,0425","-3.1","E,0406","-5.6","E,0320","-6.9","E,0131","","","    4668.3","3","    4668.3","E","      6.17","E","      7.93","E","      4.40","E"
"NOE00104443","2004","68.1503","14.6506","11.0","SKROVA FYR, NO","     15.1","","      15.1","E","","","         0","E","        82","E","        25","E","         9","E","         0","E","   -6.9","E,0121, ","","","   25.4","E,0805, ","-0.1","E,1114","-2.5","E,1117","","","","","","","0.0","E,0412","-2.2","E,0304","-5.1","E,0228","-6.9","E,0121","","","    4379.4","4","    4379.4","E","      6.30","E","      8.06","E","      4.55","E"
"NOE00104443","2005","68.1503","14.6506","11.0","SKROVA FYR, NO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4425.6","6","    4425.6","E","","","","","",""
"NOE00104443","2007","68.1503","14.6506","11.0","SKROVA FYR, NO","     17.6","","      17.6","E","","","         0","E","        79","E","        30","E","        13","E","         0","E","   -8.0","E,0127, ","","","   25.5","E,0706, ","0.0","E,1107","","","","","","","","","-1.0","E,0421","-2.7","E,0409","-4.7","E,0224","-6.9","E,0222","","","","","","","      6.17","E","      7.88","E","      4.46","E"
"NOE00104443","2008","68.1503","14.6506","11.0","SKROVA FYR, NO","      2.3","","       2.3","E","","","         0","E","        79","E","        15","E","         5","E","         0","E","   -5.3","E,0324, ","","","   23.4","E,0729, ","-1.9","E,1112","-2.5","E,1119","","","","","","","-1.0","E,0419","-3.2","E,0328","-4.6","E,0325","","","","","    4405.6","6","    4405.6","E","      6.23","E","      8.02","E","      4.44","E"
"NOE00104443","2009","68.1503","14.6506","11.0","SKROVA FYR, NO","     12.7","","      12.7","E","","","         0","E","        94","E","        30","E","         8","E","         0","E","   -8.7","E,1223,+","","","   24.3","E,0803, ","0.0","E,1113","-4.2","E,1215","-6.8","E,1222","-6.8","E,1222","","","-1.3","E,0420","-2.3","E,0418","-7.4","E,0210","-7.4","E,0210","","","    4404.0","0","    4404.0","E","      6.19","E","      7.99","E","      4.39","E"
"NOE00104443","2010","68.1503","14.6506","11.0","SKROVA FYR, NO","      0.0","","       0.0","E","","","         0","E","       119","E","        50","E","         1","E","         0","E","  -11.9","E,0223, ","","","   21.6","E,0731, ","-0.8","E,1019","-2.7","E,1122","-4.5","E,1123","","","","","-0.8","E,0428","-2.9","E,0330","-4.7","E,0304","-11.5","E,0224","-11.5","E,0224","    4617.5","5","    4617.5","E","      5.10","E","      6.85","E","      3.34","E"
