"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MLM00061265","2016","14.513","-4.08","276.1","AMBODEDJO, ML","","","","","         0","S","       342","S","       295","S","","","   45.1","S,0513, ","","","     36.37","S","",""
"MLM00061265","2017","14.513","-4.08","276.1","AMBODEDJO, ML","         0","S","         0","S","         0","S","       338","S","       302","S","    9.0","S,0114, ","   44.4","S,0515, ","     29.66","S","     36.72","S","     22.60","S"
