"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00294903","1924","35.83333","-106.5","2649.9","LEE RANCH, NM US","      0.0","","       0.0","6","        37","6","        36","6","         4","6","","","        34","6","       262","6","        56","6","        37","6","         0","6","","","  -30.0","6,1225, ","","","  86.4"," ,6,0709, ","   27.8","6,0825,+","0.0","6,0807","-2.2","6,0822","-4.4","6,0913","-8.9","6,0921","-8.9","6,0921","-1.1","6,0722","-7.8","6,0611","-7.8","6,0611","-7.8","6,0611","-8.9","6,0425","","","","","    502.4"," ,6","","","      2.08","6","      9.75","6","     -5.60","6"
"USC00294903","1925","35.83333","-106.5","2649.9","LEE RANCH, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5723.5","5","    5723.5","6","","","","","","","","","",""
"USC00294903","1927","35.83333","-106.5","2649.9","LEE RANCH, NM US","      0.8","","       0.8","6","        52","6","        49","6","         5","6","        25","6","        16","6","       232","6","        41","6","        53","6","         0","6","","","  -30.6","6,1219, ","   356"," ,6,0310, ","  53.3"," ,6,0611, ","   31.1","6,0716, ","-1.1","6,0901","-6.7","6,0928","-6.7","6,0928","-6.7","6,0928","-8.9","6,1012","0.0","6,0620","-3.3","6,0605","-5.6","6,0523","-9.4","6,0421","-9.4","6,0421","    4895.2","2","    4895.2","6","    586.4"," ,6","     3427"," ,6","      4.32","6","     11.24","6","     -2.61","6"
"USC00294903","1928","35.83333","-106.5","2649.9","LEE RANCH, NM US","      0.6","","       0.6","6","        36","6","        34","6","         0","6","        17","6","        28","6","       234","6","        29","6","        80","6","         0","6","","","  -24.4","6,1218,+","   559"," ,6,0209, ","  24.4"," ,6,0209, ","   28.9","6,0711,+","0.0","6,0806","-2.2","6,0904","-5.6","6,0912","-7.2","6,1015","-9.4","6,1016","0.0","6,0708","-2.8","6,0613","-6.7","6,0425","-6.7","6,0425","-12.2","6,0421","    5074.3","3","    5074.3","6","    356.0"," ,6","     1972"," ,6","      4.33","6","     12.02","6","     -3.37","6"
"USC00294903","1929","35.83333","-106.5","2649.9","LEE RANCH, NM US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5030.6","6","    5030.6"," ","","","","","","","","","",""
"USC00294903","1931","35.83333","-106.5","2649.9","LEE RANCH, NM US","      0.6","","       0.6","6","        67","6","        67","6","         6","6","","","        35","6","       215","6","        43","6","        73","6","         0","6","","","  -24.4","6,1124,+","","","  75.2"," ,6,0914, ","   30.0","6,0620, ","0.0","6,0814","-2.2","6,0921","-6.1","6,1013","-12.2","6,1030","-12.2","6,1030","0.0","6,0611","-2.2","6,0531","-5.6","6,0511","-10.0","6,0405","-10.0","6,0405","    5178.4","4","    5178.4","6","    808.7"," ,6","","","      4.66","6","     12.14","6","     -2.81","6"
"USC00294903","1932","35.83333","-106.5","2649.9","LEE RANCH, NM US","      0.0","","       0.0","6","        53","6","        50","6","         1","6","        24","6","        23","6","       235","6","        59","6","        78","6","         0","6","","","  -27.8","6,1231, ","   254"," ,6,1229, ","  38.6"," ,6,0510, ","   31.1","6,0621, ","0.0","6,0802","-2.2","6,0911","-7.8","6,1005","-7.8","6,1005","-10.0","6,1019","-0.6","6,0619","-2.2","6,0611","-5.6","6,0508","-6.7","6,0506","-10.0","6,0331","    4885.6","6","    4885.6","6","    555.2"," ,6","     2544"," ,6","      4.24","6","     11.66","6","     -3.19","6"
"USC00294903","1933","35.83333","-106.5","2649.9","LEE RANCH, NM US","      2.3","","       2.3","6","        56","6","        52","6","         5","6","        20","6","        22","6","       225","6","        36","6","        83","6","         0","6","","","  -27.8","6,0208, ","   279"," ,6,1105, ","  86.6"," ,6,0722, ","   30.0","6,0714,+","0.0","6,0927","-2.2","6,1015","-5.6","6,1017","-6.7","6,1022","-8.9","6,1103","-2.2","6,0608","-2.2","6,0608","-7.8","6,0515","-7.8","6,0515","-10.0","6,0421","    5043.5","5","    5043.5","6","    748.1"," ,6","     1729"," ,6","      4.74","6","     12.42","6","     -2.93","6"
"USC00294903","1934","35.83333","-106.5","2649.9","LEE RANCH, NM US","","","","","        47","6","        43","6","         3","6","        12","6","        13","6","       230","6","","","","","","","","","  -24.4","6,0108, ","   203"," ,6,1228, ","  50.3"," ,6,0526, ","","","0.0","6,0903","-4.4","6,0926","-4.4","6,0926","-10.0","6,1021","-10.0","6,1021","0.0","6,0706","-2.2","6,0604","-4.4","6,0428","-6.7","6,0408","-12.2","6,0407","","","","","    449.1"," ,6","     1019"," ,6","","","","","     -2.17","6"
"USC00294903","1935","35.83333","-106.5","2649.9","LEE RANCH, NM US","","","","","","","","","","","        30","6","","","","","","","","","","","         1"," ","","","   356"," ,6,0503,+","","","","","","","","","","","","","","","","","","","","","","","","","    4669.8","8","    4669.8"," ","","","     3330"," ,6","","","","","",""
