"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"KSW00043220","1951","38.01667","128.13333","181.1","KWANDAE RI TEAM 840, KS","        28"," ","",""
"KSW00043220","1952","38.01667","128.13333","181.1","KWANDAE RI TEAM 840, KS","        70"," ","         5"," "
"KSW00043220","1953","38.01667","128.13333","181.1","KWANDAE RI TEAM 840, KS","       145"," ","         9"," "
"KSW00043220","1954","38.01667","128.13333","181.1","KWANDAE RI TEAM 840, KS","        56"," ","         4"," "
