"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00518736","1958","21.33333","-157.83333","488.0","TANTALUS MAUKA, HI US","    634.1","","     634.1","0","       239","0","       169","0","        17","0","        0","","         0","0","         0","0","         0","0","         0","0","       274","0","         0","0","   11.7","0,1231, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  82.6"," ,0,0305, ","   27.8","0,1113,+","   2355.2"," ,0","        0"," ,0","     19.95","0","     22.47","0","     17.42","0"
"USC00518736","1959","21.33333","-157.83333","488.0","TANTALUS MAUKA, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1669.9"," ,0","        0"," ,0","","","","","",""
"USC00518736","1960","21.33333","-157.83333","488.0","TANTALUS MAUKA, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1763.8"," ,0","        0"," ,0","","","","","",""
"USC00518736","1961","21.33333","-157.83333","488.0","TANTALUS MAUKA, HI US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","   1669.8"," ,0","        0"," ,0","","","","","",""
