"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MGM00044256","2004","49.55","114.4","705.0","DASHBALBAR, MG","       119","S","        92","S","        20","S","   40.3","S,0721, ","      7.50","S"
"MGM00044256","2006","49.55","114.4","705.0","DASHBALBAR, MG","       124","S","        93","S","         3","S","   33.4","S,0804, ","      7.19","S"
"MGM00044256","2007","49.55","114.4","705.0","DASHBALBAR, MG","       113","S","       112","S","        23","S","   38.2","S,0729, ","     10.02","S"
"MGM00044256","2008","49.55","114.4","705.0","DASHBALBAR, MG","        96","S","        86","S","         7","S","   36.0","S,0807, ","      8.68","S"
"MGM00044256","2009","49.55","114.4","705.0","DASHBALBAR, MG","       138","S","        94","S","         2","S","   32.5","S,0808,+","      6.81","S"
"MGM00044256","2011","49.55","114.4","705.0","DASHBALBAR, MG","       126","S","        93","S","         7","S","   33.5","S,0618, ","      7.88","S"
"MGM00044256","2013","49.55","114.4","705.0","DASHBALBAR, MG","       119","S","        92","S","         1","S","   32.8","S,0505, ","      7.07","S"
"MGM00044256","2014","49.55","114.4","705.0","DASHBALBAR, MG","       115","S","        99","S","         2","S","   36.0","S,0531, ","      8.85","S"
"MGM00044256","2015","49.55","114.4","705.0","DASHBALBAR, MG","       124","S","       102","S","        11","S","   37.4","S,0713, ","      8.61","S"
"MGM00044256","2016","49.55","114.4","705.0","DASHBALBAR, MG","       132","S","       100","S","        17","S","   41.4","S,0803, ","      7.35","S"
"MGM00044256","2017","49.55","114.4","705.0","DASHBALBAR, MG","       120","S","        96","S","        12","S","   38.7","S,0627, ","      8.21","S"
"MGM00044256","2018","49.55","114.4","705.0","DASHBALBAR, MG","       126","S","       109","S","         4","S","   36.6","S,0601, ","      8.12","S"
"MGM00044256","2019","49.55","114.4","705.0","DASHBALBAR, MG","       104","S","        96","S","         3","S","   36.1","S,0622, ","      9.18","S"
"MGM00044256","2020","49.55","114.4","705.0","DASHBALBAR, MG","       114","S","        91","S","         3","S","   33.8","S,0722, ","      9.27","S"
"MGM00044256","2022","49.55","114.4","705.0","DASHBALBAR, MG","       120","S","        91","S","         7","S","   33.7","S,0701, ","      7.90","S"
"MGM00044256","2023","49.55","114.4","705.0","DASHBALBAR, MG","       123","S","        89","S","         8","S","   37.6","S,0731, ","      8.22","S"
