"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00295800","1919","33.38333","-108.78333","2073.9","MOGOLLON, NM US","","","","","        98","6","        78","6","         5","6","        18","6","","","","","","","","","","","","","","","   203"," ,6,1128, ","  27.2"," ,6,0131, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    648.1"," ,6","     1321"," ,6","","","","","",""
"USC00295800","1923","33.38333","-108.78333","2073.9","MOGOLLON, NM US","","","","","        65","6","        58","6","         4","6","","","","","","","","","","","","","","","","","","","  31.8"," ,6,0805, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    534.2"," ,6","","","","","","","",""
"USC00295800","1939","33.38333","-108.78333","2073.9","MOGOLLON, NM US","    212.7","","     212.7","6","        89","6","        48","6","         1","6","","","         2","6","       155","6","         4","6","       179","6","        11","6","","","  -19.4","6,0210, ","","","  54.6"," ,6,1007, ","   34.4","6,0712,+","0.0","6,1005","-3.3","6,1027","-4.4","6,1113","-7.8","6,1223","-13.9","6,1226","-1.1","6,0419","-2.2","6,0418","-6.1","6,0416","-6.7","6,0329","-11.1","6,0306","","","","","    483.5"," ,6","","","     10.81","6","     19.36","6","      2.26","6"
"USC00295800","1940","33.38333","-108.78333","2073.9","MOGOLLON, NM US","","","","","       101","6","        54","6","         6","6","         6","6","","","","","         0","6","       163","6","        12","6","","","","","   102"," ,6,0202, ","  41.1"," ,6,1118, ","   33.9","6,0710,+","","","","","","","","","","","","","","","","","","","","","","","","","    752.8"," ,6","      393"," ,6","","","     19.08","6","",""
"USC00295800","1941","33.38333","-108.78333","2073.9","MOGOLLON, NM US","     93.6","","      93.6","6","       111","6","        74","6","         1","6","        10","6","         0","6","       153","6","         1","6","       145","6","         1","6","","","  -12.8","6,1225, ","   127"," ,6,0412, ","  55.1"," ,6,0928, ","   32.2","6,0730, ","-0.6","6,1005","-2.8","6,1030","-5.6","6,1119","-8.3","6,1120","-10.0","6,1123","-0.6","6,0520","-3.9","6,0423","-6.7","6,0419","-6.7","6,0419","-8.9","6,0118","    2927.3","3","    2927.3","6","    810.4"," ,6","      656"," ,6","     10.45","6","     17.88","6","      3.02","6"
"USC00295800","1942","33.38333","-108.78333","2073.9","MOGOLLON, NM US","    177.4","","     177.4","6","        79","6","        43","6","         1","6","","","         0","6","       157","6","         1","6","       171","6","        21","6","","","  -13.9","6,0218, ","","","  25.4"," ,6,0805, ","   35.0","6,0712,+","-0.6","6,1015","-3.3","6,1031","-7.2","6,1121","-7.2","6,1121","-9.4","6,1207","-1.1","6,0514","-3.3","6,0430","-5.0","6,0328","-6.7","6,0327","-10.0","6,0316","    2924.8","8","    2924.8","6","    368.3"," ,6","","","     11.10","6","     19.90","6","      2.30","6"
"USC00295800","1943","33.38333","-108.78333","2073.9","MOGOLLON, NM US","    190.7","","     190.7","6","        83","6","        48","6","         2","6","         5","6","         0","6","       155","6","         0","6","       186","6","         7","6","","","  -15.0","6,0210, ","   152"," ,6,0209, ","  34.5"," ,6,0807, ","   33.9","6,0710,+","-1.7","6,1019","-5.0","6,1020","-5.0","6,1020","-7.8","6,1107","-9.4","6,1108","-0.6","6,0519","-3.3","6,0412","-5.0","6,0321","-7.2","6,0213","-10.6","6,0211","    2486.7","7","    2486.7","6","    446.7"," ,6","      456"," ,6","     11.47","6","     20.34","6","      2.60","6"
"USC00295800","1944","33.38333","-108.78333","2073.9","MOGOLLON, NM US","    144.4","","     144.4","6","        95","6","        55","6","         2","6","        13","6","         0","6","       164","6","         0","6","       159","6","        13","6","","","  -13.9","6,0108, ","   127"," ,6,1116,+","  26.7"," ,6,0817,+","   34.4","6,0803, ","-0.6","6,1003","-2.8","6,1107","-4.4","6,1109","-6.7","6,1114","-12.2","6,1125","-1.1","6,0505","-2.8","6,0429","-5.6","6,0422","-9.4","6,0329","-9.4","6,0329","    3067.2","2","    3067.2","6","    511.9"," ,6","      925"," ,6","     10.19","6","     18.70","6","      1.69","6"
"USC00295800","1945","33.38333","-108.78333","2073.9","MOGOLLON, NM US","    177.3","","     177.3","6","        77","6","        42","6","         0","6","        11","6","         0","6","       167","6","         1","6","       180","6","        14","6","","","  -15.6","6,1214, ","   203"," ,6,0323, ","  24.6"," ,6,0808,+","   34.4","6,0904,+","-0.6","6,0930","-6.7","6,1024","-6.7","6,1024","-6.7","6,1024","-9.4","6,1203","-1.7","6,0521","-4.4","6,0416","-4.4","6,0416","-7.2","6,0415","-10.0","6,0325","    3046.9","9","    3046.9","6","    393.7"," ,6","      825"," ,6","     10.56","6","     19.56","6","      1.55","6"
"USC00295800","1946","33.38333","-108.78333","2073.9","MOGOLLON, NM US","    187.6","","     187.6","6","        97","6","        49","6","         0","6","        17","6","         0","6","       162","6","         3","6","       181","6","        14","6","","","  -16.1","6,0110, ","   178"," ,6,0109, ","  23.1"," ,6,1226, ","   33.3","6,0615,+","-1.1","6,1005","-2.8","6,1007","-4.4","6,1101","-6.7","6,1102","-10.6","6,1106","0.0","6,0528","-2.8","6,0410","-6.7","6,0403","-6.7","6,0403","-12.2","6,0306","    2860.8","8","    2860.8","6","    446.1"," ,6","     1059"," ,6","     10.90","6","     19.71","6","      2.09","6"
"USC00295800","1947","33.38333","-108.78333","2073.9","MOGOLLON, NM US","    192.0","","     192.0","6","","","","","","","","","         1","6","       172","6","         4","6","       182","6","        17","6","        25"," ","  -17.8","6,0104, ","","","","","   35.0","6,0712, ","0.0","6,1015","-3.3","6,1023","-5.6","6,1104","-7.8","6,1106","-11.7","6,1107","0.0","6,0512","-2.8","6,0425","-4.4","6,0405","-7.8","6,0313","-10.0","6,0202","    2912.2","2","    2912.2","6","","","","","     10.65","6","     19.71","6","      1.58","6"
"USC00295800","1949","33.38333","-108.78333","2073.9","MOGOLLON, NM US","","","","","        67","0","        47","0","         2","0","","","","","","","","","","","","","","","","","","","  35.6"," ,0,1210, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    470.8"," ,0","","","","","","","",""
"USC00295800","1950","33.38333","-108.78333","2073.9","MOGOLLON, NM US","","","","","        54","0","        34","0","         0","0","","","","","","","","","","","","","","","","","","","  23.9"," ,0,0709, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    249.9"," ,0","","","","","","","",""
