"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MUM00041262","2014","22.35","56.483","170.0","FAHUD AUT, MU","   3775.5","","    3775.5","S","         0","S","         0","S","         0","S","       354","S","       246","S","    7.0","S,0214, ","   49.9","S,0612, ","     29.18","S","     36.91","S","     21.45","S"
"MUM00041262","2015","22.35","56.483","170.0","FAHUD AUT, MU","","","","","","","","","         0","S","       344","S","       249","S","","","   49.1","S,0717, ","","","     37.68","S","",""
