"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"USC00426558","1978","38.16667","-112.03333","1946.1","OTTER CREEK DAM, UT US","         1"," "
"USC00426558","1980","38.16667","-112.03333","1946.1","OTTER CREEK DAM, UT US","         9"," "
