"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097748","2007","-3.8","130.833","3.0","GESER, ID","         0","S","         0","S","","","","","","","   20.0","S,1223,+","","","","","     23.92","S"
"IDM00097748","2022","-3.8","130.833","3.0","GESER, ID","","","","","         0","S","       353","S","        92","S","","","   34.7","S,0303, ","     31.19","S","",""
"IDM00097748","2023","-3.8","130.833","3.0","GESER, ID","","","","","         0","S","       342","S","        93","S","","","   34.8","S,1119, ","     31.24","S","",""
