"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00069031","1937","-35.3667","150.4833","9.1","ULLADULLA, AS","        86","a","        71","a","        10","a","","","","","","","","","","","","","  78.7"," ,a,0316, ","","","","","","","   1101.9"," ,a","","","","","",""
"ASN00069031","1938","-35.3667","150.4833","9.1","ULLADULLA, AS","        77","a","        63","a","        11","a","","","","","","","","","","","","","  48.3"," ,a,0825, ","","","","","","","    853.4"," ,a","","","","","",""
"ASN00069031","1939","-35.3667","150.4833","9.1","ULLADULLA, AS","        77","a","        64","a","         8","a","","","","","","","","","","","","","  58.9"," ,a,0307, ","","","","","","","   1028.3"," ,a","","","","","",""
"ASN00069031","1940","-35.3667","150.4833","9.1","ULLADULLA, AS","        59","a","        47","a","         9","a","","","","","","","","","","","","","  72.4"," ,a,0930, ","","","","","","","    713.6"," ,a","","","","","",""
"ASN00069031","1941","-35.3667","150.4833","9.1","ULLADULLA, AS","        76","a","        61","a","         6","a","","","","","","","","","","","","","  87.6"," ,a,0203, ","","","","","","","    828.0"," ,a","","","","","",""
"ASN00069031","1943","-35.3667","150.4833","9.1","ULLADULLA, AS","       114","a","        93","a","        12","a","","","","","","","","","","","",""," 145.3"," ,a,0516, ","","","","","","","   1443.3"," ,a","","","","","",""
"ASN00069031","1944","-35.3667","150.4833","9.1","ULLADULLA, AS","        61","a","        50","a","         7","a","","","","","","","","","","","","","  64.0"," ,a,0518, ","","","","","","","    722.0"," ,a","","","","","",""
"ASN00069031","1945","-35.3667","150.4833","9.1","ULLADULLA, AS","        86","a","        75","a","        12","a","","","","","","","","","","","",""," 185.7"," ,a,0409, ","","","","","","","   1256.3"," ,a","","","","","",""
"ASN00069031","1946","-35.3667","150.4833","9.1","ULLADULLA, AS","        81","a","        73","a","         6","a","","","","","","","","","","","","","  52.8"," ,a,0606, ","","","","","","","    830.9"," ,a","","","","","",""
"ASN00069031","1947","-35.3667","150.4833","9.1","ULLADULLA, AS","        95","a","        86","a","        13","a","","","","","","","","","","","","","  70.6"," ,a,1221, ","","","","","","","   1251.9"," ,a","","","","","",""
"ASN00069031","1948","-35.3667","150.4833","9.1","ULLADULLA, AS","        82","a","        73","a","        11","a","","","","","","","","","","","",""," 132.3"," ,a,0503, ","","","","","","","   1295.8"," ,a","","","","","",""
"ASN00069031","1949","-35.3667","150.4833","9.1","ULLADULLA, AS","       108","a","        96","a","        19","a","","","","","","","","","","","","","  76.5"," ,a,0224, ","","","","","","","   1728.1"," ,a","","","","","",""
