"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"IDM00096171","2003","-0.353","102.335","18.9","JAPURA, ID","         0","S","       337","S","       168","S","   36.6","S,0114, ","     31.86","S"
"IDM00096171","2006","-0.353","102.335","18.9","JAPURA, ID","         0","S","       342","S","       196","S","   35.2","S,1006, ","     31.97","S"
"IDM00096171","2007","-0.353","102.335","18.9","JAPURA, ID","         0","S","       340","S","       198","S","   35.2","S,0416, ","     32.12","S"
"IDM00096171","2008","-0.353","102.335","18.9","JAPURA, ID","         0","S","       354","S","       194","S","   35.4","S,0504, ","     31.99","S"
"IDM00096171","2009","-0.353","102.335","18.9","JAPURA, ID","         0","S","       343","S","       202","S","   35.4","S,0829,+","     32.30","S"
"IDM00096171","2010","-0.353","102.335","18.9","JAPURA, ID","         0","S","       351","S","       195","S","   35.0","S,1105,+","     32.01","S"
"IDM00096171","2011","-0.353","102.335","18.9","JAPURA, ID","         0","S","       352","S","       167","S","   35.0","S,0508,+","     31.67","S"
"IDM00096171","2015","-0.353","102.335","18.9","JAPURA, ID","         0","S","       334","S","       229","S","   36.4","S,0709, ","     32.52","S"
"IDM00096171","2019","-0.353","102.335","18.9","JAPURA, ID","         0","S","       333","S","       239","S","   35.8","S,0918,+","     32.78","S"
"IDM00096171","2022","-0.353","102.335","18.9","JAPURA, ID","         0","S","       355","S","       226","S","   35.8","S,0329, ","     32.49","S"
