"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"SWE00139338","1965","60.35","15.75","180.0","SATER D, SW","       156","E","        74","E","         4","E","","","","","  54.2"," ,E,0929, ","    814.8"," ,E"
"SWE00139338","1966","60.35","15.75","180.0","SATER D, SW","       127","E","        87","E","         3","E","","","","","  37.5"," ,E,0405, ","    847.8"," ,E"
"SWE00139338","1967","60.35","15.75","180.0","SATER D, SW","       121","E","        78","E","         1","E","","","","","  28.4"," ,E,0131, ","    685.7"," ,E"
"SWE00139338","1968","60.35","15.75","180.0","SATER D, SW","       123","E","        77","E","         1","E","","","","","  26.4"," ,E,1102, ","    719.4"," ,E"
"SWE00139338","1969","60.35","15.75","180.0","SATER D, SW","       108","E","        58","E","         1","E","","","","","  28.8"," ,E,0827, ","    533.9"," ,E"
"SWE00139338","1970","60.35","15.75","180.0","SATER D, SW","       135","E","        76","E","         3","E","","","","","  35.4"," ,E,1007, ","    679.1"," ,E"
"SWE00139338","1971","60.35","15.75","180.0","SATER D, SW","       123","E","        64","E","         4","E","","","","","  31.2"," ,E,0828, ","    534.4"," ,E"
"SWE00139338","1972","60.35","15.75","180.0","SATER D, SW","       122","E","        63","E","         1","E","","","","","  27.3"," ,E,0710, ","    534.8"," ,E"
"SWE00139338","1973","60.35","15.75","180.0","SATER D, SW","       115","E","        67","E","         2","E","","","","","  33.8"," ,E,0720, ","    596.5"," ,E"
"SWE00139338","1974","60.35","15.75","180.0","SATER D, SW","       139","E","        80","E","         0","E","","","","","  21.5"," ,E,1002, ","    665.6"," ,E"
"SWE00139338","1975","60.35","15.75","180.0","SATER D, SW","       107","E","        60","E","         4","E","","","","","  52.6"," ,E,0814, ","    556.7"," ,E"
"SWE00139338","1976","60.35","15.75","180.0","SATER D, SW","       116","E","        60","E","         5","E","","","","","  36.7"," ,E,0830, ","    584.3"," ,E"
"SWE00139338","1979","60.35","15.75","180.0","SATER D, SW","       177","E","        72","E","         2","E","","","","","  77.5"," ,E,0826, ","    713.6"," ,E"
"SWE00139338","1980","60.35","15.75","180.0","SATER D, SW","       168","E","        86","E","         2","E","","","","","  48.5"," ,E,0623, ","    771.4"," ,E"
"SWE00139338","1981","60.35","15.75","180.0","SATER D, SW","       172","E","        73","E","         3","E","","","","","  40.5"," ,E,0816, ","    759.1"," ,E"
"SWE00139338","1982","60.35","15.75","180.0","SATER D, SW","       156","E","        69","E","         0","E","","","","","  22.8"," ,E,1124, ","    613.7"," ,E"
"SWE00139338","1983","60.35","15.75","180.0","SATER D, SW","       151","E","        72","E","         3","E","","","","","  57.4"," ,E,0917, ","    791.0"," ,E"
