"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN012190100","1901","18.533","73.85","559.0","POONA, IN","        89","I","        54","I","         6","I","","","","","","","","","","","","","  60.5"," ,I,0608, ","","","    727.3"," ,I","","","","","",""
"IN012190100","1902","18.533","73.85","559.0","POONA, IN","        82","I","        44","I","         5","I","","","","","","","","","","","","","  48.3"," ,I,0714, ","","","    606.8"," ,I","","","","","",""
"IN012190100","1903","18.533","73.85","559.0","POONA, IN","        71","I","        44","I","         4","I","","","","","","","","","","","","","  34.8"," ,I,1002, ","","","    543.3"," ,I","","","","","",""
"IN012190100","1905","18.533","73.85","559.0","POONA, IN","        67","I","        35","I","         7","I","","","","","","","","","","","",""," 114.3"," ,I,0706, ","","","    638.0"," ,I","","","","","",""
"IN012190100","1906","18.533","73.85","559.0","POONA, IN","        89","I","        34","I","         4","I","","","","","","","","","","","","","  97.0"," ,I,0607, ","","","    575.5"," ,I","","","","","",""
"IN012190100","1907","18.533","73.85","559.0","POONA, IN","        86","I","        57","I","        17","I","","","","","","","","","","","",""," 106.7"," ,I,0704, ","","","   1076.4"," ,I","","","","","",""
"IN012190100","1908","18.533","73.85","559.0","POONA, IN","        85","I","        44","I","         5","I","","","","","","","","","","","","","  47.2"," ,I,0919, ","","","    538.0"," ,I","","","","","",""
"IN012190100","1909","18.533","73.85","559.0","POONA, IN","        89","I","        48","I","         6","I","","","","","","","","","","","","","  88.9"," ,I,0930, ","","","    633.7"," ,I","","","","","",""
"IN012190100","1910","18.533","73.85","559.0","POONA, IN","       117","I","        55","I","        12","I","","","","","","","","","","","","","  56.9"," ,I,0809, ","","","    867.2"," ,I","","","","","",""
"IN012190100","1911","18.533","73.85","559.0","POONA, IN","        77","I","        38","I","         5","I","","","","","","","","","","","","","  46.0"," ,I,1130, ","","","    401.8"," ,I","","","","","",""
"IN012190100","1912","18.533","73.85","559.0","POONA, IN","        66","I","        39","I","         7","I","","","","","","","","","","","","","  80.0"," ,I,0722, ","","","    611.5"," ,I","","","","","",""
"IN012190100","1913","18.533","73.85","559.0","POONA, IN","        88","I","        49","I","         6","I","","","","","","","","","","","","","  68.3"," ,I,0627, ","","","    706.1"," ,I","","","","","",""
"IN012190100","1914","18.533","73.85","559.0","POONA, IN","        99","I","        50","I","         9","I","","","","","","","","","","","","","  54.1"," ,I,0718, ","","","    783.7"," ,I","","","","","",""
"IN012190100","1915","18.533","73.85","559.0","POONA, IN","        75","I","        52","I","        15","I","","","","","","","","","","","","","  77.5"," ,I,0624, ","","","    967.6"," ,I","","","","","",""
"IN012190100","1916","18.533","73.85","559.0","POONA, IN","        98","I","        64","I","        11","I","","","","","","","","","","","","","  80.0"," ,I,1026, ","","","    860.0"," ,I","","","","","",""
"IN012190100","1917","18.533","73.85","559.0","POONA, IN","        96","I","        65","I","         8","I","","","","","","","","","","","","","  58.4"," ,I,1013, ","","","    756.7"," ,I","","","","","",""
