"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00009058","1909","-31.9822","116.0594","210.0","KALAMUNDA, AS","        91","a","        79","a","        10","a","","","","","","","","","","","","","  49.5"," ,a,0816, ","","","","","","","   1070.9"," ,a","","","","","",""
"ASN00009058","1910","-31.9822","116.0594","210.0","KALAMUNDA, AS","       112","a","        94","a","        10","a","","","","","","","","","","","","","  67.6"," ,a,1015, ","","","","","","","   1179.5"," ,a","","","","","",""
"ASN00009058","1911","-31.9822","116.0594","210.0","KALAMUNDA, AS","        94","a","        73","a","         7","a","","","","","","","","","","","","","  63.5"," ,a,0731, ","","","","","","","    795.6"," ,a","","","","","",""
"ASN00009058","1912","-31.9822","116.0594","210.0","KALAMUNDA, AS","        98","a","        72","a","         6","a","","","","","","","","","","","","","  59.9"," ,a,0704, ","","","","","","","    865.3"," ,a","","","","","",""
"ASN00009058","1913","-31.9822","116.0594","210.0","KALAMUNDA, AS","        99","a","        87","a","        13","a","","","","","","","","","","","","","  48.3"," ,a,0621, ","","","","","","","   1082.3"," ,a","","","","","",""
"ASN00009058","1914","-31.9822","116.0594","210.0","KALAMUNDA, AS","        83","a","        64","a","         3","a","","","","","","","","","","","","","  40.1"," ,a,0521, ","","","","","","","    569.1"," ,a","","","","","",""
"ASN00009058","1915","-31.9822","116.0594","210.0","KALAMUNDA, AS","       147","a","       108","a","        11","a","","","","","","","","","","","","","  73.9"," ,a,0226, ","","","","","","","   1437.3"," ,a","","","","","",""
"ASN00009058","1916","-31.9822","116.0594","210.0","KALAMUNDA, AS","       112","a","        85","a","        12","a","","","","","","","","","","","","","  53.3"," ,a,0821, ","","","","","","","   1055.8"," ,a","","","","","",""
"ASN00009058","1917","-31.9822","116.0594","210.0","KALAMUNDA, AS","       129","a","       105","a","        16","a","","","","","","","","","","","","","  58.2"," ,a,0724, ","","","","","","","   1478.3"," ,a","","","","","",""
"ASN00009058","1918","-31.9822","116.0594","210.0","KALAMUNDA, AS","       125","a","        90","a","        13","a","","","","","","","","","","","","","  80.8"," ,a,0608, ","","","","","","","   1158.0"," ,a","","","","","",""
