"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASN00009058","1919","-31.9822","116.0594","210.0","KALAMUNDA, AS","       108","a","        80","a","         7","a","","","","","","","","","","","","","  52.1"," ,a,0606, ","","","","","","","    912.6"," ,a","","","","","",""
"ASN00009058","1920","-31.9822","116.0594","210.0","KALAMUNDA, AS","       119","a","        90","a","        10","a","","","","","","","","","","","","","  90.7"," ,a,0610, ","","","","","","","   1177.5"," ,a","","","","","",""
"ASN00009058","1921","-31.9822","116.0594","210.0","KALAMUNDA, AS","       141","a","        91","a","         9","a","","","","","","","","","","","","","  54.9"," ,a,0510, ","","","","","","","   1136.3"," ,a","","","","","",""
"ASN00009058","1922","-31.9822","116.0594","210.0","KALAMUNDA, AS","       124","a","        75","a","         9","a","","","","","","","","","","","","","  48.3"," ,a,0528, ","","","","","","","    903.8"," ,a","","","","","",""
"ASN00009058","1923","-31.9822","116.0594","210.0","KALAMUNDA, AS","       136","a","        96","a","        15","a","","","","","","","","","","","","","  59.2"," ,a,0504, ","","","","","","","   1384.6"," ,a","","","","","",""
"ASN00009058","1924","-31.9822","116.0594","210.0","KALAMUNDA, AS","       112","a","        76","a","        11","a","","","","","","","","","","","","","  39.1"," ,a,0808,+","","","","","","","    999.0"," ,a","","","","","",""
"ASN00009058","1926","-31.9822","116.0594","210.0","KALAMUNDA, AS","       153","a","       114","a","        16","a","","","","","","","","","","","","","  90.4"," ,a,0416, ","","","","","","","   1620.2"," ,a","","","","","",""
"ASN00009058","1927","-31.9822","116.0594","210.0","KALAMUNDA, AS","       108","a","        82","a","         7","a","","","","","","","","","","","","","  51.6"," ,a,0617, ","","","","","","","   1020.5"," ,a","","","","","",""
"ASN00009058","1928","-31.9822","116.0594","210.0","KALAMUNDA, AS","       132","a","        92","a","         8","a","","","","","","","","","","","","","  67.3"," ,a,0717, ","","","","","","","   1195.7"," ,a","","","","","",""
"ASN00009058","1929","-31.9822","116.0594","210.0","KALAMUNDA, AS","       121","a","        84","a","        12","a","","","","","","","","","","","","","  63.5"," ,a,0615, ","","","","","","","   1058.2"," ,a","","","","","",""
"ASN00009058","1930","-31.9822","116.0594","210.0","KALAMUNDA, AS","       122","a","        87","a","        14","a","","","","","","","","","","","","","  86.9"," ,a,0704, ","","","","","","","   1263.1"," ,a","","","","","",""
"ASN00009058","1931","-31.9822","116.0594","210.0","KALAMUNDA, AS","       118","a","        83","a","        12","a","","","","","","","","","","","","","  60.2"," ,a,0509, ","","","","","","","   1228.2"," ,a","","","","","",""
"ASN00009058","1932","-31.9822","116.0594","210.0","KALAMUNDA, AS","       113","a","        85","a","        15","a","","","","","","","","","","","","","  64.8"," ,a,0716, ","","","","","","","   1233.4"," ,a","","","","","",""
"ASN00009058","1933","-31.9822","116.0594","210.0","KALAMUNDA, AS","       109","a","        77","a","         9","a","","","","","","","","","","","","","  45.7"," ,a,0613, ","","","","","","","    970.2"," ,a","","","","","",""
"ASN00009058","1934","-31.9822","116.0594","210.0","KALAMUNDA, AS","       117","a","        70","a","        13","a","","","","","","","","","","","",""," 110.7"," ,a,0309, ","","","","","","","   1255.8"," ,a","","","","","",""
"ASN00009058","1935","-31.9822","116.0594","210.0","KALAMUNDA, AS","       119","a","        89","a","         6","a","","","","","","","","","","","","","  60.5"," ,a,0506, ","","","","","","","   1061.1"," ,a","","","","","",""
"ASN00009058","1936","-31.9822","116.0594","210.0","KALAMUNDA, AS","       119","a","        78","a","         9","a","","","","","","","","","","","",""," 111.8"," ,a,0602, ","","","","","","","   1109.1"," ,a","","","","","",""
"ASN00009058","1937","-31.9822","116.0594","210.0","KALAMUNDA, AS","       112","a","        74","a","         9","a","","","","","","","","","","","","","  61.0"," ,a,0518, ","","","","","","","   1007.8"," ,a","","","","","",""
"ASN00009058","1938","-31.9822","116.0594","210.0","KALAMUNDA, AS","       113","a","        75","a","         9","a","","","","","","","","","","","","","  39.6"," ,a,1102, ","","","","","","","    917.4"," ,a","","","","","",""
"ASN00009058","1939","-31.9822","116.0594","210.0","KALAMUNDA, AS","       122","a","        78","a","        16","a","","","","","","","","","","","","","  66.0"," ,a,0725, ","","","","","","","   1241.9"," ,a","","","","","",""
"ASN00009058","1940","-31.9822","116.0594","210.0","KALAMUNDA, AS","       111","a","        62","a","         5","a","","","","","","","","","","","","","  48.5"," ,a,0613, ","","","","","","","    683.5"," ,a","","","","","",""
"ASN00009058","1941","-31.9822","116.0594","210.0","KALAMUNDA, AS","       138","a","        85","a","         6","a","","","","","","","","","","","","","  50.3"," ,a,0617, ","","","","","","","   1061.2"," ,a","","","","","",""
"ASN00009058","1942","-31.9822","116.0594","210.0","KALAMUNDA, AS","       141","a","        96","a","         8","a","","","","","","","","","","","","","  51.6"," ,a,0410, ","","","","","","","   1245.4"," ,a","","","","","",""
"ASN00009058","1943","-31.9822","116.0594","210.0","KALAMUNDA, AS","       109","a","        75","a","         9","a","","","","","","","","","","","","","  60.5"," ,a,0729, ","","","","","","","    945.1"," ,a","","","","","",""
"ASN00009058","1944","-31.9822","116.0594","210.0","KALAMUNDA, AS","        95","a","        55","a","         9","a","","","","","","","","","","","","","  54.9"," ,a,0811, ","","","","","","","    789.2"," ,a","","","","","",""
"ASN00009058","1945","-31.9822","116.0594","210.0","KALAMUNDA, AS","       127","a","        88","a","        15","a","","","","","","","","","","","","","  95.3"," ,a,0618, ","","","","","","","   1405.2"," ,a","","","","","",""
"ASN00009058","1946","-31.9822","116.0594","210.0","KALAMUNDA, AS","       111","a","        91","a","        18","a","","","","","","","","","","","","","  49.5"," ,a,0713, ","","","","","","","   1349.1"," ,a","","","","","",""
"ASN00009058","1947","-31.9822","116.0594","210.0","KALAMUNDA, AS","       131","a","        88","a","        10","a","","","","","","","","","","","","","  99.6"," ,a,0615, ","","","","","","","   1228.3"," ,a","","","","","",""
"ASN00009058","1948","-31.9822","116.0594","210.0","KALAMUNDA, AS","       120","a","        85","a","         8","a","","","","","","","","","","","","","  81.0"," ,a,0730, ","","","","","","","   1032.0"," ,a","","","","","",""
"ASN00009058","1949","-31.9822","116.0594","210.0","KALAMUNDA, AS","       101","a","        74","a","         3","a","","","","","","","","","","","","","  45.7"," ,a,0808, ","","","","","","","    855.8"," ,a","","","","","",""
"ASN00009058","1950","-31.9822","116.0594","210.0","KALAMUNDA, AS","       105","a","        72","a","         7","a","","","","","","","","","","","","","  37.3"," ,a,0630, ","","","","","","","    890.6"," ,a","","","","","",""
"ASN00009058","1951","-31.9822","116.0594","210.0","KALAMUNDA, AS","       122","a","        88","a","         9","a","","","","","","","","","","","","","  46.7"," ,a,0412, ","","","","","","","   1072.1"," ,a","","","","","",""
"ASN00009058","1952","-31.9822","116.0594","210.0","KALAMUNDA, AS","       116","a","        72","a","         9","a","","","","","","","","","","","","","  52.8"," ,a,0624, ","","","","","","","   1070.7"," ,a","","","","","",""
"ASN00009058","1953","-31.9822","116.0594","210.0","KALAMUNDA, AS","       109","a","        82","a","        10","a","","","","","","","","","","","","","  54.6"," ,a,0609, ","","","","","","","   1066.3"," ,a","","","","","",""
"ASN00009058","1954","-31.9822","116.0594","210.0","KALAMUNDA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    856.6"," ,a","","","","","",""
"ASN00009058","1956","-31.9822","116.0594","210.0","KALAMUNDA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1028.7"," ,a","","","","","",""
"ASN00009058","1957","-31.9822","116.0594","210.0","KALAMUNDA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1064.6"," ,a","","","","","",""
"ASN00009058","1958","-31.9822","116.0594","210.0","KALAMUNDA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    934.2"," ,a","","","","","",""
"ASN00009058","1959","-31.9822","116.0594","210.0","KALAMUNDA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    727.3"," ,a","","","","","",""
"ASN00009058","1960","-31.9822","116.0594","210.0","KALAMUNDA, AS","       100","a","        66","a","         7","a","","","","","","","","","","","","","  44.2"," ,a,0328, ","","","","","","","    871.6"," ,a","","","","","",""
"ASN00009058","1961","-31.9822","116.0594","210.0","KALAMUNDA, AS","        87","a","        57","a","        12","a","","","","","","","","","","","","","  48.8"," ,a,0627, ","","","","","","","    981.2"," ,a","","","","","",""
"ASN00009058","1962","-31.9822","116.0594","210.0","KALAMUNDA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    946.0"," ,a","","","","","",""
"ASN00009058","1963","-31.9822","116.0594","210.0","KALAMUNDA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1305.4"," ,a","","","","","",""
"ASN00009058","1964","-31.9822","116.0594","210.0","KALAMUNDA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1165.7"," ,a","","","","","",""
"ASN00009058","1965","-31.9822","116.0594","210.0","KALAMUNDA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","    981.8"," ,a","","","","","",""
"ASN00009058","1987","-31.9822","116.0594","210.0","KALAMUNDA, AS","","","","","","","","","","","","","","","","","","","","","","","","","","","   1040.7"," ,a","","","","","",""
"ASN00009058","1988","-31.9822","116.0594","210.0","KALAMUNDA, AS","       115","a","        82","a","         9","a","","","","","","","","","","","","","  78.6"," ,a,0724, ","","","","","","","   1167.0"," ,a","","","","","",""
"ASN00009058","1989","-31.9822","116.0594","210.0","KALAMUNDA, AS","       106","a","        77","a","         7","a","","","","","","","","","","","","","  50.0"," ,a,0818, ","","","","","","","    911.1"," ,a","","","","","",""
"ASN00009058","1990","-31.9822","116.0594","210.0","KALAMUNDA, AS","       111","a","        77","a","         8","a","","","","","","","","","","","","","  88.0"," ,a,0129, ","","","","","","","   1022.6"," ,a","","","","","",""
"ASN00009058","1991","-31.9822","116.0594","210.0","KALAMUNDA, AS","       112","a","        83","a","        10","a","","","","","","","","","","","","","  55.0"," ,a,0410, ","","","","","","","   1132.2"," ,a","","","","","",""
"ASN00009058","1992","-31.9822","116.0594","210.0","KALAMUNDA, AS","       137","a","        82","a","        11","a","","","","","","","","","","","",""," 100.0"," ,a,0209, ","","","","","","","   1189.8"," ,a","","","","","",""
"ASN00009058","1993","-31.9822","116.0594","210.0","KALAMUNDA, AS","       107","a","        61","a","         8","a","         0","a","         0","a","         0","a","       181","a","        32","a","    1.0","a,0717, ","  43.2"," ,a,0206, ","   39.2","a,1217, ","    1130.5","5","    1130.5","a","    869.0"," ,a","     16.62","a","     22.11","a","     11.11","a"
