"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES"
"USW00000157","2019","40.75","-106.267","2486.3","WALDEN JACKSON CO AIRPORT, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5685.5","5","    5685.5"," ","","","","","",""
"USW00000157","2020","40.75","-106.267","2486.3","WALDEN JACKSON CO AIRPORT, CO US","       3.9","W","        24","W","       231","W","  -31.0","W,1027, ","0.0","W,0831","-3.8","W,0908","-4.9","W,0909","-9.9","W,0928","-9.9","W,0928","-1.0","W,0701","-2.7","W,0526","-6.0","W,0510","-7.1","W,0508","-17.7","W,0417","","","","","     -4.57","W","       250","W","      17.0","W"
"USW00000157","2023","40.75","-106.267","2486.3","WALDEN JACKSON CO AIRPORT, CO US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    5872.6","6","    5872.6","W","","","","","",""
