"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CBLT","1992","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1511.1","1","    1511.1"," ","","","","","",""
"USR0000CBLT","1993","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    548.9","","     548.9","U","         0","U","        20","U","         1","U","       197","U","        70","U","   -5.0","U,1220, ","   41.1","U,0801, ","-1.1","U,1115","-2.8","U,1124","-5.0","U,1220","0.0","U,0128","-3.3","U,0104","-4.4","U,0103","","","","","     15.63","U","     22.88","U","      8.38","U"
"USR0000CBLT","1994","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    552.2","","     552.2","U","         0","U","        24","U","         0","U","       197","U","        79","U","   -3.9","U,1208, ","   40.0","U,0717, ","-0.6","U,1113","-2.2","U,1118","","","-1.1","U,0323","-2.2","U,0212","","","    1601.6","6","    1601.6","U","     14.88","U","     22.43","U","      7.33","U"
"USR0000CBLT","1995","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    555.1","","     555.1","U","         0","U","         4","U","         0","U","       201","U","        68","U","   -0.6","U,1217,+","   41.1","U,0716, ","-0.6","U,1217","","","","","-0.6","U,0215","","","","","    1841.3","3","    1841.3","U","     15.85","U","     23.18","U","      8.53","U"
"USR0000CBLT","1996","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1259.4","4","    1259.4","U","","","","","",""
"USR0000CBLT","1998","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1677.6","6","    1677.6","U","","","","","",""
"USR0000CBLT","1999","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    512.8","","     512.8","U","         0","U","        37","U","         0","U","       201","U","        70","U","   -4.4","U,0110,+","   41.7","U,0712, ","-0.6","U,1122","-2.2","U,1211","","","0.0","U,0410","-2.8","U,0211","-4.4","U,0110","","","","","     14.86","U","     22.68","U","      7.03","U"
"USR0000CBLT","2001","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    737.2","","     737.2","U","         0","U","        25","U","         0","U","       216","U","        96","U","   -3.3","U,1215,+","   42.8","U,0703, ","-0.6","U,1127","-2.8","U,1211","","","0.0","U,0409","-2.8","U,0130","","","    1685.1","1","    1685.1","U","     16.15","U","     24.27","U","      8.03","U"
"USR0000CBLT","2003","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    814.7","","     814.7","U","         0","U","        20","U","         0","U","       189","U","       101","U","   -2.8","U,1227, ","   42.2","U,0727,+","-0.6","U,1121","-2.2","U,1123","","","0.0","U,0415","","","","","    1561.9","9","    1561.9","U","     16.20","U","     24.11","U","      8.28","U"
"USR0000CBLT","2004","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    688.6","","     688.6","U","         0","U","        23","U","         0","U","       208","U","        97","U","   -3.3","U,1203, ","   41.1","U,0811, ","-1.1","U,1121","-2.2","U,1201","","","-0.6","U,0228","-2.2","U,0104","","","    1411.0","0","    1411.0","U","     16.05","U","     24.06","U","      8.04","U"
"USR0000CBLT","2005","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    685.6","","     685.6","U","         0","U","        14","U","         0","U","       211","U","        86","U","   -2.2","U,1204,+","   43.3","U,0716, ","-2.2","U,1127","-2.2","U,1127","","","0.0","U,0130","","","","","    1642.1","1","    1642.1","U","     16.19","U","     24.02","U","      8.37","U"
"USR0000CBLT","2007","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    613.8","","     613.8","U","         0","U","        33","U","         0","U","       210","U","        78","U","   -5.6","U,0113, ","   43.3","U,0705, ","-0.6","U,1130","-3.3","U,1225","","","0.0","U,0419","-2.2","U,0118","-4.4","U,0115","    1611.2","2","    1611.2","U","     15.47","U","     23.15","U","      7.80","U"
"USR0000CBLT","2008","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    776.8","","     776.8","U","         0","U","        19","U","         0","U","       204","U","       100","U","   -3.3","U,1218, ","   42.2","U,0709, ","-0.6","U,1207","-2.8","U,1217","","","0.0","U,0420","","","","","    1754.1","1","    1754.1","U","     15.84","U","     23.34","U","      8.34","U"
"USR0000CBLT","2009","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    773.8","","     773.8","U","         0","U","        19","U","         0","U","       199","U","        92","U","   -5.6","U,1208, ","   42.8","U,0718,+","-0.6","U,1205","-2.2","U,1206","-5.6","U,1208","0.0","U,0323","-2.2","U,0210","","","    1612.5","5","    1612.5","U","     15.85","U","     23.35","U","      8.35","U"
"USR0000CBLT","2010","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    656.3","","     656.3","U","         0","U","        11","U","         0","U","       184","U","        82","U","   -3.3","U,1124, ","   42.8","U,0825,+","-1.1","U,1123","-3.3","U,1124","","","0.0","U,0309","","","","","    1758.8","8","    1758.8","U","     15.44","U","     22.48","U","      8.41","U"
"USR0000CBLT","2011","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    664.1","","     664.1","U","         0","U","        33","U","         0","U","       179","U","        82","U","   -3.9","U,0110, ","   38.9","U,0706,+","0.0","U,1105","","","","","0.0","U,0409","-2.2","U,0227","","","    1813.0","0","    1813.0","U","     15.04","U","     22.30","U","      7.79","U"
"USR0000CBLT","2012","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    841.3","","     841.3","U","         0","U","        19","U","         0","U","       194","U","       103","U","   -4.4","U,0117, ","   42.2","U,0813,+","0.0","U,1111","-2.2","U,1219","","","-0.6","U,0406","-4.4","U,0117","-4.4","U,0117","    1645.6","6","    1645.6","U","     16.28","U","     23.81","U","      8.74","U"
"USR0000CBLT","2013","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    746.3","","     746.3","U","         0","U","        27","U","         0","U","       222","U","        86","U","   -5.0","U,1209,+","   42.8","U,0701,+","-5.0","U,1204","-5.0","U,1204","-5.0","U,1204","0.0","U,0323","-2.8","U,0115","-4.4","U,0114","    1467.1","1","    1467.1","U","     16.41","U","     24.41","U","      8.40","U"
"USR0000CBLT","2014","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    904.3","","     904.3","U","         0","U","         6","U","         0","U","       232","U","       104","U","   -1.7","U,1231, ","   42.8","U,0801,+","0.0","U,1227","","","","","-0.6","U,0205","","","","","    1228.8","8","    1228.8","U","     17.65","U","     25.26","U","     10.04","U"
"USR0000CBLT","2015","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    851.3","","     851.3","U","         0","U","        20","U","         0","U","       231","U","       100","U","   -3.3","U,0101, ","   42.2","U,0630, ","-1.1","U,1126","-2.2","U,1215","","","0.0","U,0124","-3.3","U,0101","","","    1162.8","8","    1162.8","U","     17.00","U","     24.75","U","      9.25","U"
"USR0000CBLT","2016","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    775.7","","     775.7","U","         0","U","         9","U","         0","U","       217","U","        93","U","   -2.2","U,1225,+","   42.2","U,0727, ","-1.1","U,1207","-2.2","U,1218","","","0.0","U,0203","","","","","    1385.3","3","    1385.3","U","     16.73","U","     24.13","U","      9.32","U"
"USR0000CBLT","2017","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    972.5","","     972.5","U","         0","U","        11","U","         0","U","       201","U","       101","U","   -2.2","U,0106, ","   44.4","U,0828, ","0.0","U,1204","","","","","0.0","U,0228","-2.2","U,0106","","","    1510.7","7","    1510.7","U","     17.00","U","     24.34","U","      9.66","U"
"USR0000CBLT","2018","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    774.1","","     774.1","U","         0","U","        15","U","         0","U","       226","U","        91","U","   -4.4","U,0220, ","   41.7","U,0725, ","0.0","U,1229","","","","","0.0","U,0318","-2.8","U,0224","-4.4","U,0220","    1403.2","2","    1403.2","U","     16.67","U","     24.47","U","      8.87","U"
"USR0000CBLT","2019","38.5908","-120.9336","275.8","BEN BOLT CALIFORNIA, CA US","    753.4","","     753.4","U","         0","U","        19","U","         0","U","       205","U","        81","U","   -2.8","U,0219, ","   41.7","U,0728, ","0.0","U,1216","","","","","-1.1","U,0223","-2.8","U,0219","","","    1432.4","4","    1432.4","U","     16.31","U","     23.52","U","      9.09","U"
