"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00403679","1957","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    764.6","","     764.6","0","       142","0","       107","0","        17","0","        0","","         0","0","         0","0","        77","0","         3","0","       199","0","        46","0","","","  -17.2","0,1212, ","     0","T,0,1130, ","     0","T,0,1211,+","  55.4"," ,0,0527, ","   35.0","0,0902,+","","","-2.2","0,1020","-2.2","0,1020","-4.4","0,1029","-7.8","0,1110","-9.4","0,1201","-3.9","0,0415","-3.9","0,0415","-5.6","0,0321","-6.7","0,0215","-12.2","0,0119","    1787.7","7","","","    1787.7","0","","","","","","","","","","","   1417.8"," ,0","        0","T,0","     15.07","0","     21.60","0","      8.54","0","",""
"USC00403679","1958","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    677.0","","     677.0","0","       125","0","        82","0","         6","0","","","         3","0","         3","0","        98","0","        12","0","       197","0","        19","0","","","  -23.9","0,0219, ","","","   203"," ,0,0215, ","  72.1"," ,0,0620, ","   33.9","0,0614,+","","","0.0","0,1012","-2.8","0,1029","-5.6","0,1129","-9.4","0,1207","-9.4","0,1207","-1.7","0,0413","-2.8","0,0408","-5.0","0,0224","-13.9","0,0221","-13.9","0,0221","    2392.1","1","","","    2392.1","0","","","","","","","","","","","    954.5"," ,0","      343"," ,0","     13.31","0","     19.91","0","      6.70","0","",""
"USC00403679","1959","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    795.1","","     795.1","0","       138","0","        84","0","        11","0","        1","","         3","0","         1","0","        87","0","         5","0","       203","0","        41","0","","","  -17.8","0,0118, ","    51"," ,0,0116, ","    51"," ,0,0116, ","  40.6"," ,0,0828, ","   35.6","0,0701, ","","","-1.7","0,1103","-5.6","0,1108","-5.6","0,1108","-7.8","0,1118","-10.6","0,1130","-1.1","0,0415","-3.3","0,0323","-5.6","0,0319","-8.9","0,0318","-8.9","0,0318","    2193.8","8","","","    2193.8","0","","","","","","","","","","","   1142.4"," ,0","      101"," ,0","     14.73","0","     21.49","0","      7.97","0","",""
"USC00403679","1960","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    703.2","","     703.2","0","       133","0","        91","0","         3","0","","","","","         1","0","       113","0","        11","0","       193","0","        26","0","","","  -20.0","0,0215, ","","","","","  80.0"," ,0,0710, ","   34.4","0,0802, ","","","0.0","0,1021","-2.2","0,1025","-6.1","0,1108","-8.3","0,1201","-11.1","0,1202","0.0","0,0419","-6.1","0,0411","-6.1","0,0411","-8.9","0,0323","-8.9","0,0323","    2336.5","5","","","    2336.5","0","","","","","","","","","","","    989.0"," ,0","","","     13.41","0","     20.06","0","      6.76","0","",""
"USC00403679","1961","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    541.4","","     541.4","0","       139","0","        99","0","         9","0","        1","","         3","0","         1","0","        90","0","         7","0","       203","0","        18","0","","","  -23.9","0,0122, ","    25"," ,0,0226, ","    89"," ,0,0121, ","  62.7"," ,0,1003, ","   33.9","0,0801, ","","","0.0","0,1015","-5.0","0,1027","-5.0","0,1027","-8.3","0,1129","-8.9","0,1226","-1.1","0,0429","-2.8","0,0411","-4.4","0,0317","-7.2","0,0210","-11.1","0,0130","    2316.5","5","","","    2316.5","0","","","","","","","","","","","   1148.0"," ,0","      211"," ,0","     13.78","0","     20.67","0","      6.90","0","",""
"USC00403679","1962","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    715.3","","     715.3","0","       129","0","        85","0","        11","0","        4","","         4","0","         3","0","        95","0","         7","0","       188","0","        37","0","","","  -26.7","0,1213,+","   152"," ,0,0110, ","   102"," ,0,1211, ","  60.5"," ,0,0612, ","   34.4","0,0903, ","","","-2.2","0,1024","-2.2","0,1024","-5.6","0,1026","-6.7","0,1027","-9.4","0,1211","-1.7","0,0421","-3.9","0,0417","-5.0","0,0318","-6.7","0,0211","-12.2","0,0207","    2097.2","2","","","    2097.2","0","","","","","","","","","","","   1109.3"," ,0","      249"," ,0","     14.05","0","     20.77","0","      7.32","0","",""
"USC00403679","1963","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    523.6","","     523.6","0","        99","0","        74","0","        12","0","        2","","         6","0","         2","0","       103","0","        12","0","       213","0","        12","0","","","  -21.7","0,0124, ","   152"," ,0,1223, ","   152"," ,0,1223, ","  89.7"," ,0,0312, ","   34.4","0,0804, ","","","-4.4","0,1030","-4.4","0,1030","-4.4","0,1030","-6.7","0,1204","-13.3","0,1215","-1.1","0,0502","-2.2","0,0415","-5.0","0,0323","-16.7","0,0227","-16.7","0,0227","    2369.1","1","","","    2369.1","0","","","","","","","","","","","    985.5"," ,0","      467"," ,0","     13.18","0","     20.51","0","      5.86","0","",""
"USC00403679","1964","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    633.5","","     633.5","0","       119","0","        76","0","         8","0","","","         3","0","         1","0","       101","0","         1","0","       205","0","        31","0","","","  -20.6","0,0115, ","","","   191"," ,0,0113, ","  84.8"," ,0,1016, ","   36.7","0,0622, ","","","0.0","0,1006","-10.6","0,1122","-10.6","0,1122","-10.6","0,1122","-10.6","0,1122","-2.8","0,0410","-2.8","0,0410","-5.6","0,0401","-9.4","0,0331","-9.4","0,0331","    2356.7","7","","","    2356.7","0","","","","","","","","","","","   1001.5"," ,0","      254"," ,0","     14.01","0","     21.24","0","      6.79","0","",""
"USC00403679","1965","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    657.0","","     657.0","0","       111","0","        75","0","        10","0","","","         9","0","         3","0","        99","0","         5","0","       201","0","        15","0","","","  -26.7","0,0203, ","","","   140"," ,0,0116, ","  55.1"," ,0,0326, ","   34.4","0,0816, ","","","-3.3","0,1025","-3.3","0,1025","-6.7","0,1118","-6.7","0,1118","-8.9","0,1130","-0.6","0,0403","-7.8","0,0322","-7.8","0,0322","-7.8","0,0322","-11.7","0,0321","    2142.3","3","","","    2142.3","0","","","","","","","","","","","    983.0"," ,0","      571"," ,0","     14.09","0","     21.08","0","      7.11","0","",""
"USC00403679","1966","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    581.3","","     581.3","0","       136","0","        90","0","         8","0","","","         7","0","         4","0","        98","0","         9","0","       201","0","        16","0","","","  -31.1","0,0131, ","","","   241"," ,0,0129, ","  55.9"," ,0,0730, ","   35.0","0,0627, ","","","0.0","0,1029","-7.2","0,1104","-7.2","0,1104","-7.2","0,1104","-8.9","0,1204","0.0","0,0510","-4.4","0,0410","-4.4","0,0410","-8.3","0,0329","-9.4","0,0308","    2335.8","8","","","    2335.8","0","","","","","","","","","","","   1130.7"," ,0","      643"," ,0","     13.44","0","     19.83","0","      7.05","0","",""
"USC00403679","1967","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    449.6","","     449.6","0","       116","0","        87","0","        10","0","        2","","         5","0","         0","0","        91","0","         1","0","       206","0","         4","0","         1"," ","  -16.7","0,0225, ","    51"," ,0,0207, ","    64"," ,0,0207, ","  46.7"," ,0,0520, ","   32.2","0,0621,+","","","-1.7","0,1020","-3.3","0,1028","-4.4","0,1105","-8.3","0,1107","","","0.0","0,0429","-2.2","0,0323","-6.7","0,0319","-6.7","0,0319","-9.4","0,0318","    2116.4","4","","","    2116.4","0","","","","","","","","","","","   1146.1"," ,0","      190"," ,0","     13.75","0","     20.53","0","      6.97","0","",""
"USC00403679","1968","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    633.0","","     633.0","0","       114","0","        77","0","         3","0","","","","","         0","0","       118","0","         5","0","       203","0","        27","0","","","  -15.0","0,0222,+","","","","","  37.6"," ,0,0703, ","   35.6","0,0823, ","","","-1.1","0,1005","-2.2","0,1027","-5.0","0,1114","-8.3","0,1121","-12.2","0,1209","-0.6","0,0416","-5.0","0,0325","-5.0","0,0325","-7.8","0,0314","-8.9","0,0305","    2330.6","6","","","    2330.6","0","","","","","","","","","","","    890.0"," ,0","","","     13.51","0","     20.36","0","      6.67","0","",""
"USC00403679","1969","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    683.8","","     683.8","0","       124","0","        78","0","         6","0","        8","","         6","0","         1","0","       107","0","         4","0","       192","0","        27","0","","","  -22.8","0,0105, ","   152"," ,0,0216, ","   178"," ,0,0216, ","  49.3"," ,0,0723, ","   34.4","0,0705,+","","","-2.2","0,1018","-2.2","0,1018","-4.4","0,1114","-12.2","0,1115","-12.2","0,1115","-1.1","0,0425","-2.8","0,0401","-5.6","0,0331","-6.7","0,0317","-10.6","0,0312","    2394.7","7","","","    2394.7","0","","","","","","","","","","","    940.9"," ,0","      426"," ,0","     13.39","0","     20.01","0","      6.76","0","",""
"USC00403679","1970","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    775.5","","     775.5","0","       124","0","        82","0","         3","0","        5","","         6","0","         6","0","        98","0","        10","0","       206","0","        33","0","","","  -23.3","0,0110, ","   102"," ,0,0123, ","    76"," ,0,0210,+","  60.7"," ,0,0428, ","   35.0","0,0702, ","","","-2.8","0,1017","-2.8","0,1017","-6.1","0,1117","-12.2","0,1124","-12.2","0,1124","0.0","0,0415","-2.2","0,0408","-6.1","0,0317","-10.0","0,0316","-10.0","0,0316","    2451.8","8","","","    2451.8","0","","","","","","","","","","","    857.0"," ,0","      314"," ,0","     14.28","0","     21.03","0","      7.52","0","",""
"USC00403679","1971","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    659.9","","     659.9","0","       127","0","        88","0","         7","0","","","","","         1","0","        89","0","         7","0","       212","0","         9","0","","","  -18.3","0,0202, ","","","","","  30.2"," ,0,0702, ","   33.3","0,0607, ","","","-0.6","0,1104","-2.8","0,1105","-6.1","0,1108","-8.3","0,1218","","","-2.2","0,0504","-2.2","0,0504","-4.4","0,0403","-6.7","0,0321","-11.7","0,0215","    2205.6","6","","","    2205.6","0","","","","","","","","","","","   1080.2"," ,0","","","     14.35","0","     20.93","0","      7.78","0","",""
"USC00403679","1972","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    548.1","","     548.1","0","       165","0","       103","0","        13","0","        1","","         2","0","         1","0","        75","0","         2","0","       196","0","        11","0","","","  -18.3","0,0116, ","    51"," ,0,0325, ","    76"," ,0,0325, ","  76.7"," ,0,1005, ","   33.9","0,0724,+","","","-3.3","0,1020","-3.3","0,1020","-6.7","0,1124","-6.7","0,1124","-11.7","0,1217","-0.6","0,0427","-5.0","0,0409","-5.0","0,0409","-6.7","0,0309","-9.4","0,0208","    1938.4","4","","","    1938.4","0","","","","","","","","","","","   1361.0"," ,0","      101"," ,0","     14.19","0","     20.58","0","      7.80","0","",""
"USC00403679","1973","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    646.3","","     646.3","0","       128","0","        92","0","         9","0","        2","","         3","0","         0","0","        94","0","         8","0","       208","0","        20","0","","","  -16.1","0,0113,+","   152"," ,0,0108, ","   152"," ,0,0108, ","  88.9"," ,0,0316, ","   34.4","0,0903,+","","","-1.1","0,1017","-3.3","0,1106","-7.8","0,1110","-7.8","0,1110","-9.4","0,1211","0.0","0,0518","-3.9","0,0414","-5.6","0,0412","-6.7","0,0224","-12.2","0,0218","    2051.1","1","","","    2051.1","0","","","","","","","","","","","   1143.7"," ,0","      254"," ,0","     14.23","0","     21.01","0","      7.45","0","",""
"USC00403679","1974","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    496.5","","     496.5","0","       144","0","        91","0","        14","0","        1","","         0","0","         0","0","        92","0","         1","0","       197","0","         4","0","","","  -10.6","0,1218,+","    25"," ,0,0325, ","    13"," ,0,0325,+","  61.2"," ,0,0203, ","   33.9","0,0715, ","","","-3.9","0,1003","-3.9","0,1003","-4.4","0,1021","-6.7","0,1115","-8.9","0,1205","0.0","0,0426","-2.2","0,0425","-4.4","0,0319","-7.8","0,0228","-10.6","0,0227","    1997.4","4","","","    1997.4","0","","","","","","","","","","","   1334.8"," ,0","       26"," ,0","     13.63","0","     20.54","0","      6.71","0","",""
"USC00403679","1975","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    669.8","","     669.8","0","       138","0","        90","0","         7","0","        0","","         1","0","         0","0","        95","0","         5","0","       197","0","        42","0","","","  -13.9","0,1219, ","     0"," ,0,1231,+","    69"," ,0,0302, ","  54.6"," ,0,0330, ","   37.2","0,0729,+","","","-2.2","0,1031","-2.2","0,1031","-5.6","0,1115","-6.7","0,1202","-13.9","0,1219","-0.6","0,0421","-2.2","0,0414","-4.4","0,0407","-8.3","0,0310","-10.6","0,0309","    2398.6","6","","","    2398.6","0","","","","","","","","","","","   1069.7"," ,0","       69"," ,0","     13.95","0","     20.89","0","      7.01","0","",""
"USC00403679","1976","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    450.2","","     450.2","0","       124","0","        83","0","         7","0","        0","","         1","0","         0","0","       137","0","        12","0","       193","0","        12","0","","","  -15.0","0,0109, ","     0"," ,0,1231,+","    25"," ,0,0203, ","  39.6"," ,0,0529, ","   33.3","0,0827,+","","","-2.2","0,1018","-2.2","0,1018","-5.6","0,1028","-7.2","0,1106","-11.7","0,1130","-1.1","0,0504","-2.8","0,0427","-4.4","0,0318","-7.8","0,0210","-9.4","0,0208","    2255.4","4","","","    2255.4","0","","","","","","","","","","","   1000.9"," ,0","       38"," ,0","     12.29","0","     19.56","0","      5.02","0","",""
"USC00403679","1977","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    698.5","","     698.5","0","       140","0","        82","0","        14","0","        2","","         2","0","         2","0","       113","0","        25","0","       196","0","        33","0","","","  -22.8","0,0118,+","    51"," ,0,0125, ","    51"," ,0,0125, ","  59.2"," ,0,0908, ","   35.0","0,0814,+","","","-1.1","0,1015","-6.7","0,1112","-6.7","0,1112","-6.7","0,1112","-8.9","0,1127","0.0","0,0510","-2.8","0,0409","-7.2","0,0323","-7.2","0,0323","-10.0","0,0218","    2913.7","7","","","    2913.7","0","","","","","","","","","","","   1186.1"," ,0","       97"," ,0","     13.06","0","     19.91","0","      6.22","0","",""
"USC00403679","1978","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    2752.9","9","","","    2752.9","0","","","","","","","","","","","","","","","","","","","","","",""
"USC00403679","1979","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    488.6","","     488.6","0","       152","0","       100","0","         9","0","","","        14","0","         1","0","       115","0","        15","0","       187","0","         4","0","","","  -18.9","0,0202, ","","","    89"," ,0,0207, ","  45.2"," ,0,0722, ","   32.8","0,0821,+","","","-1.7","0,1014","-2.8","0,1104","-5.0","0,1115","-8.3","0,1130","-8.9","0,1201","0.0","0,0429","-2.2","0,0407","-5.6","0,0317","-12.2","0,0221","-12.2","0,0221","","","","","","","","","","","","","","","","","   1191.4"," ,0","      697"," ,0","     12.73","0","     18.99","0","      6.47","0","",""
"USC00403679","1980","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    696.6","","     696.6","0","       138","0","        80","0","         6","0","","","         5","0","         4","0","       111","0","        13","0","       181","0","        39","0","","","  -21.1","0,0303, ","","","    76"," ,0,0302, ","  45.0"," ,0,0321, ","   36.1","0,0721,+","","","-1.1","0,1013","-3.3","0,1106","-5.6","0,1112","-6.7","0,1120","-11.1","0,1221","-2.2","0,0417","-2.2","0,0417","-5.6","0,0315","-19.4","0,0304","-19.4","0,0304","    2504.4","4","","","    2504.4","0","","","","","","","","","","","   1007.1"," ,0","      228"," ,0","     13.02","0","     19.80","0","      6.25","0","",""
"USC00403679","1981","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    546.8","","     546.8","0","       129","0","        91","0","         7","0","        3","","         4","0","         2","0","       125","0","        12","0","       179","0","        10","0","","","  -19.4","0,0212, ","   102"," ,0,0131, ","    51"," ,0,1225, ","  62.2"," ,0,0916, ","   33.3","0,0728,+","","","0.0","0,1003","-3.3","0,1020","-4.4","0,1114","-7.2","0,1123","-10.0","0,1212","-0.6","0,0425","-2.2","0,0326","-4.4","0,0325","-7.8","0,0317","-11.1","0,0214","    2679.9","9","","","    2679.9","0","","","","","","","","","","","   1019.8"," ,0","      160"," ,0","     12.35","0","     19.30","0","      5.39","0","",""
"USC00403679","1982","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","","","","","       116","0","        95","0","        10","0","","","","","","","","","         5","0","       199","0","         9","0","","","","","","","","","  71.9"," ,0,0731, ","   35.0","0,0723, ","","","","","","","","","","","","","","","","","","","","","","","","","      31.7","0,0,2","","","      37.8","0,0,2","      -2.8","0,0,2","       0.0","0,0,2","      13.1","0,0,2","      19.5","0,0,2","   1170.4"," ,0","","","","","     20.17","0","","","",""
"USC00403679","1984","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    480.7","","     480.7","0","       119","0","        81","0","        12","0","","","         1","0","         2","0","       101","0","         8","0","       192","0","        10","0","","","  -20.0","0,0207, ","","","    25"," ,0,0120, "," 127.8"," ,0,0507, ","   34.4","0,0610, ","","","-0.6","0,1004","-3.9","0,1107","-4.4","0,1109","-6.7","0,1114","-9.4","0,1122","-0.6","0,0419","-2.2","0,0403","-5.6","0,0323","-6.7","0,0310","-9.4","0,0302","    2568.3","3","","","    2568.3","0","","","","","","","","","","","   1243.9"," ,0","       64"," ,0","     12.94","0","     20.18","0","      5.69","0","",""
"USC00403679","1985","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    496.6","","     496.6","0","","","","","","","","","","","         5","0","        99","0","        13","0","       213","0","        22","0","","","  -33.9","0,0122,+","","","","","","","   34.4","0,0722, ","","","0.0","0,1107","-2.2","0,1108","-6.1","0,1203","-6.7","0,1204","-11.1","0,1215","-5.0","0,0411","-5.0","0,0411","-5.0","0,0411","-6.7","0,0320","-17.8","0,0216","    2220.8","8","      25.6","0,0,2","    2220.8","0","      35.0","0,0,2","      -2.8","0,0,2","      -1.1","0,0,2","      11.7","0,0,2","      19.2","0,0,2","","","","","     13.19","0","     20.13","0","      6.25","0","",""
"USC00403679","1986","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    681.7","","     681.7","0","       122","0","        82","0","         3","0","","","","","         2","0","       100","0","         6","0","       202","0","        40","0","","","  -21.1","0,0129,+","","","","","  51.3"," ,0,0818, ","   35.0","0,0730,+","","","0.0","0,1022","-8.3","0,1114","-8.3","0,1114","-8.3","0,1114","","","-3.3","0,0505","-3.3","0,0505","-5.6","0,0423","-7.2","0,0324","-9.4","0,0322","    2224.8","8","      25.6","0,0,2","    2224.8","0","      38.9","0,0,2","      -5.6","0,0,2","      -1.1","0,0,2","      11.8","0,0,2","      20.6","0,0,2","    834.7"," ,0","","","     13.94","0","     20.89","0","      6.98","0","",""
"USC00403679","1987","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    669.7","","     669.7","0","       115","0","        77","0","         7","0","","","         9","0","         2","0","       115","0","         3","0","       201","0","        32","0","","","  -17.8","0,0128,+","","","   229"," ,0,0404, ","  71.6"," ,0,0806, ","   35.6","0,0804, ","","","-1.7","0,1004","-2.2","0,1005","-5.6","0,1022","-7.8","0,1112","-9.4","0,1218","-2.8","0,0410","-2.8","0,0410","-5.6","0,0402","-7.2","0,0212","-10.6","0,0211","    2230.1","1","","","    2230.1","0","","","","","","","","","","","    952.0"," ,0","      758"," ,0","     13.46","0","     20.66","0","      6.26","0","",""
"USC00403679","1988","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    534.0","","     534.0","0","","","","","","","","","","","         0","0","       135","0","        11","0","       185","0","        43","0","","","  -17.2","0,0111, ","","","","","","","   37.8","0,0819,+","","","-1.1","0,1008","-4.4","0,1013","-4.4","0,1013","-6.7","0,1201","-9.4","0,1211","-1.1","0,0501","-2.8","0,0421","-4.4","0,0318","-9.4","0,0317","-9.4","0,0317","    2456.6","6","","","    2456.6","0","","","","","","","","","","","","","","","     12.58","0","     20.38","0","      4.78","0","",""
"USC00403679","1989","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    574.4","","     574.4","0","       161","0","       115","0","        12","0","       15","","         8","0","         5","0","       106","0","        12","0","       192","0","        15","0","","","  -20.6","0,1217,+","   127"," ,0,1213, ","   127"," ,0,1213, ","  40.9"," ,0,0613, ","   33.3","0,0729,+","","","-0.6","0,1009","-3.3","0,1104","-4.4","0,1117","-8.3","0,1124","-10.6","0,1204","-1.1","0,0509","-2.2","0,0414","-4.4","0,0412","-11.1","0,0226","-11.1","0,0226","    2414.0","0","","","    2414.0","0","","","","","","","","","","","   1375.7"," ,0","      471"," ,0","     12.94","0","     19.59","0","      6.29","0","",""
"USC00403679","1990","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    545.6","","     545.6","0","       138","0","        90","0","         8","0","        0","","         0","0","         0","0","        99","0","         1","0","       205","0","        28","0","","","  -11.1","0,1226,+","     0"," ,0,1231,+","     0","T,0,0126,+"," 100.6"," ,0,0317, ","   35.6","0,0710,+","","","-0.6","0,1020","-2.8","0,1027","-4.4","0,1113","-7.8","0,1130","-8.9","0,1206","-1.1","0,0419","-3.3","0,0414","-4.4","0,0409","-6.7","0,0227","","","    2278.9","9","      28.9","0,0,2","    2278.9","0","      32.8","0,0,2","       1.7","0,0,2","       2.2","0,0,2","      14.9","0,0,2","      18.3","0,0,2","   1165.9"," ,0","        0","T,0","     14.16","0","     21.70","0","      6.63","0","",""
"USC00403679","1991","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    628.5","","     628.5","0","       134","0","        91","0","        11","0","        2","","         0","0","         0","0","       102","0","         3","0","       209","0","        25","0","","","  -17.2","0,0217,+","    25"," ,0,0304,+","    13"," ,0,0304,+","  50.5"," ,0,1202, ","   34.4","0,0916, ","","","-2.2","0,1007","-2.2","0,1007","-4.4","0,1103","-10.0","0,1105","-10.0","0,1105","-1.7","0,0403","-2.2","0,0402","-4.4","0,0331","-6.7","0,0312","-17.2","0,0217","    2169.5","5","      28.9","0,0,2","    2169.5","0","      32.8","0,0,2","      -9.4","0,0,2","       2.8","0,0,2","      15.3","0,0,2","      18.1","0,0,2","   1232.1"," ,0","       52"," ,0","     13.96","0","     21.12","0","      6.79","0","",""
"USC00403679","1992","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    477.6","","     477.6","0","       146","0","        91","0","        11","0","        2","","         0","0","         0","0","       114","0","         1","0","       184","0","        10","0","","","  -13.3","0,0120, ","    25"," ,0,0304,+","    13"," ,0,0315,+","  53.8"," ,0,0226, ","   33.9","0,0714,+","","","-2.2","0,1019","-2.2","0,1019","-4.4","0,1109","-7.8","0,1116","-9.4","0,1206","-1.1","0,0430","-3.9","0,0406","-4.4","0,0405","-6.7","0,0404","-11.7","0,0210","    2372.2","2","      28.3","0,0,2","    2372.2","0","      31.7","0,0,2","       2.2","0,0,2","       2.2","0,0,2","      14.0","0,0,2","      16.7","0,0,2","   1146.5"," ,0","       34"," ,0","     12.84","0","     19.73","0","      5.96","0","",""
"USC00403679","1993","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    636.5","","     636.5","0","       132","0","        85","0","         7","0","        8","","         3","0","         2","0","       108","0","         2","0","       185","0","        52","0","","","  -22.8","0,0316,+","   533"," ,0,0314, ","   330"," ,0,0313, ","  58.9"," ,0,1205, ","   36.7","0,0709, ","","","0.0","0,1001","-2.2","0,1023","-5.0","0,1102","-7.8","0,1125","-9.4","0,1212","0.0","0,0427","-2.8","0,0424","-5.0","0,0320","-22.8","0,0316","-22.8","0,0316","    2495.5","5","","","    2495.5","0","      35.6","0,0,2","","","       2.2","0,0,2","","","      17.2","0,0,2","   1033.4"," ,0","      656"," ,0","     13.07","0","     20.45","0","      5.69","0","",""
"USC00403679","1994","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    454.7","","     454.7","0","       137","0","        96","0","        15","0","        7","","         4","0","         4","0","       118","0","         6","0","       210","0","        11","0","","","  -22.8","0,0119, ","    51"," ,0,0119,+","    51"," ,0,0118, ","  86.1"," ,0,0328, ","   32.8","0,0621, ","","","-3.3","0,1027","-3.3","0,1027","-6.1","0,1123","-10.0","0,1124","-10.0","0,1124","-2.8","0,0409","-2.8","0,0409","-6.7","0,0317","-6.7","0,0317","-10.6","0,0227","    2621.8","8","      27.2","0,0,2","    2621.8","0","      31.7","0,0,2","       0.0","0,0,2","       0.0","0,0,2","      14.1","0,0,2","      17.0","0,0,2","   1314.1"," ,0","      160"," ,0","     12.68","0","     20.45","0","      4.90","0","",""
"USC00403679","1995","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","    527.0","","     527.0","0","       121","0","        87","0","         8","0","","","","","         2","0","       141","0","         7","0","       202","0","        42","0","","","  -21.1","0,0210,+","","","","","  49.0"," ,0,0309, ","   35.6","0,0819,+","","","-1.1","0,1016","-2.2","0,1017","-5.0","0,1104","-7.8","0,1105","-10.0","0,1116","0.0","0,0429","-2.2","0,0426","-4.4","0,0406","-7.8","0,0311","-10.6","0,0213","    2395.5","5","      27.2","0,0,2","    2395.5","0","      37.2","0,0,2","      -7.8","0,0,2","       1.1","0,0,2","      11.8","0,0,2","      19.3","0,0,2","   1143.1"," ,0","","","     12.38","0","     20.39","0","      4.37","0","",""
