"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN004011500","1932","25.233","86.95","49.0","BHAGALPUR, IN","        78","I","        52","I","         8","I","","","","","",""," 106.9"," ,I,0813, ","    883.1"," ,I","",""
"IN004011500","1933","25.233","86.95","49.0","BHAGALPUR, IN","       102","I","        70","I","        13","I","","","","","","","  75.7"," ,I,0825, ","   1084.9"," ,I","",""
"IN004011500","1934","25.233","86.95","49.0","BHAGALPUR, IN","        72","I","        53","I","        12","I","","","","","",""," 145.0"," ,I,0710, ","   1047.2"," ,I","",""
"IN004011500","1935","25.233","86.95","49.0","BHAGALPUR, IN","        75","I","        56","I","        11","I","","","","","",""," 104.4"," ,I,0922, ","    992.0"," ,I","",""
"IN004011500","1936","25.233","86.95","49.0","BHAGALPUR, IN","       107","I","        78","I","        17","I","","","","","",""," 106.7"," ,I,1006, ","   1522.1"," ,I","",""
"IN004011500","1937","25.233","86.95","49.0","BHAGALPUR, IN","        93","I","        65","I","        16","I","","","","","","","  69.1"," ,I,1008, ","   1271.4"," ,I","",""
"IN004011500","1938","25.233","86.95","49.0","BHAGALPUR, IN","       106","I","        69","I","        10","I","","","","","",""," 114.8"," ,I,0628, ","   1125.5"," ,I","",""
"IN004011500","1939","25.233","86.95","49.0","BHAGALPUR, IN","        90","I","        64","I","        11","I","","","","","","","  96.3"," ,I,0926, ","   1154.2"," ,I","",""
"IN004011500","1940","25.233","86.95","49.0","BHAGALPUR, IN","        80","I","        59","I","        10","I","","","","","",""," 111.8"," ,I,0921, ","    871.3"," ,I","",""
"IN004011500","1941","25.233","86.95","49.0","BHAGALPUR, IN","        85","I","        57","I","        11","I","","","","","",""," 120.9"," ,I,0730, ","    982.5"," ,I","",""
"IN004011500","1943","25.233","86.95","49.0","BHAGALPUR, IN","        93","I","        61","I","        10","I","","","","","","","  84.1"," ,I,0616, ","    992.8"," ,I","",""
"IN004011500","1944","25.233","86.95","49.0","BHAGALPUR, IN","        86","I","        61","I","        14","I","","","","","","","  93.7"," ,I,0903, ","   1204.6"," ,I","",""
"IN004011500","1945","25.233","86.95","49.0","BHAGALPUR, IN","        98","I","        70","I","        16","I","","","","","","","  77.0"," ,I,0903, ","   1241.5"," ,I","",""
"IN004011500","1946","25.233","86.95","49.0","BHAGALPUR, IN","       106","I","        79","I","        19","I","","","","","","","  79.0"," ,I,0709, ","   1532.6"," ,I","",""
"IN004011500","1947","25.233","86.95","49.0","BHAGALPUR, IN","        80","I","        58","I","        18","I","","","","","","","  82.6"," ,I,0609, ","   1156.7"," ,I","",""
"IN004011500","1948","25.233","86.95","49.0","BHAGALPUR, IN","       102","I","        66","I","         9","I","","","","","","","  86.4"," ,I,0912, ","    941.6"," ,I","",""
