"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYTS","DYTS_ATTRIBUTES"
"USC00445838","1980","38.35","-79.08333","475.5","MOUNT SOLON, VA US","        21"," "
"USC00445838","1981","38.35","-79.08333","475.5","MOUNT SOLON, VA US","         5"," "
