"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000ASAG","2002","32.3167","-110.8133","944.9","SAGUARO ARIZONA, AZ US","   1802.6","","    1802.6","U","         0","U","        30","U","         0","U","       292","U","       155","U","   -4.4","U,0131,+","   42.8","U,0710,+","0.0","U,1213","-2.8","U,1220","","","-0.6","U,0319","-3.9","U,0303","-4.4","U,0131","","","","","","","","","     20.79","U","     29.17","U","     12.40","U"
"USR0000ASAG","2003","32.3167","-110.8133","944.9","SAGUARO ARIZONA, AZ US","   1842.9","","    1842.9","U","         0","U","        17","U","         0","U","       296","U","       156","U","   -5.6","U,1228, ","   43.9","U,0714, ","-2.2","U,1123","-2.2","U,1123","-5.6","U,1228","-0.6","U,0210","","","","","","","","","     793.7","7","     793.7","U","     21.18","U","     29.50","U","     12.85","U"
"USR0000ASAG","2005","32.3167","-110.8133","944.9","SAGUARO ARIZONA, AZ US","   1869.5","","    1869.5","U","         0","U","        12","U","         0","U","       301","U","       165","U","   -4.4","U,1206, ","   45.0","U,0621, ","-0.6","U,1127","-3.3","U,1128","-4.4","U,1206","0.0","U,0115","","","","","","","","","     858.0","0","     858.0","U","     21.51","U","     29.93","U","     13.08","U"
"USR0000ASAG","2006","32.3167","-110.8133","944.9","SAGUARO ARIZONA, AZ US","   1754.4","","    1754.4","U","         0","U","        27","U","         0","U","       314","U","       153","U","   -5.0","U,1130, ","   44.4","U,0721, ","-5.0","U,1130","-5.0","U,1130","-5.0","U,1130","-0.6","U,0313","-2.8","U,0122","","","","","","","     676.5","5","     676.5","U","     21.03","U","     29.54","U","     12.52","U"
"USR0000ASAG","2007","32.3167","-110.8133","944.9","SAGUARO ARIZONA, AZ US","   1844.5","","    1844.5","U","         0","U","        29","U","         0","U","       286","U","       167","U","   -8.3","U,0115, ","   43.3","U,0704, ","-2.2","U,1215","-2.2","U,1215","-4.4","U,1228","-1.7","U,0302","-2.2","U,0123","-8.3","U,0115","-8.3","U,0115","","","     860.8","8","     860.8","U","     21.00","U","     29.16","U","     12.84","U"
"USR0000ASAG","2008","32.3167","-110.8133","944.9","SAGUARO ARIZONA, AZ US","   1673.8","","    1673.8","U","         0","U","        16","U","         0","U","       291","U","       162","U","   -3.9","U,1228,+","   44.4","U,0621, ","-0.6","U,1219","-2.2","U,1221","","","-2.8","U,0206","-2.8","U,0206","","","","","","","     861.0","0","     861.0","U","     20.64","U","     29.08","U","     12.21","U"
"USR0000ASAG","2009","32.3167","-110.8133","944.9","SAGUARO ARIZONA, AZ US","   1881.7","","    1881.7","U","         0","U","        17","U","         0","U","       307","U","       167","U","   -2.8","U,1227,+","   43.3","U,0719, ","-0.6","U,1029","-2.2","U,1205","","","-0.6","U,0219","-2.2","U,0128","","","","","","","     707.5","5","     707.5","U","     21.34","U","     29.80","U","     12.88","U"
"USR0000ASAG","2010","32.3167","-110.8133","944.9","SAGUARO ARIZONA, AZ US","   1802.4","","    1802.4","U","         0","U","        11","U","         0","U","       296","U","       153","U","   -4.4","U,1130, ","   43.9","U,0715, ","0.0","U,1113","-3.3","U,1129","-4.4","U,1130","-0.6","U,0223","","","","","","","","","     927.6","6","     927.6","U","     20.82","U","     29.18","U","     12.47","U"
"USR0000ASAG","2011","32.3167","-110.8133","944.9","SAGUARO ARIZONA, AZ US","   1874.0","","    1874.0","U","         0","U","        30","U","         0","U","       302","U","       170","U","   -8.3","U,0204,+","   45.0","U,0627, ","0.0","U,1204","-3.9","U,1206","","","-2.8","U,0228","-2.8","U,0228","-8.3","U,0204","-8.3","U,0204","","","     808.7","7","     808.7","U","     20.96","U","     29.62","U","     12.30","U"
"USR0000ASAG","2012","32.3167","-110.8133","944.9","SAGUARO ARIZONA, AZ US","   1936.8","","    1936.8","U","         0","U","        15","U","         0","U","       311","U","       176","U","   -2.2","U,1229,+","   45.0","U,0812, ","0.0","U,1111","-2.2","U,1220","","","0.0","U,0320","","","","","","","","","     841.8","8","     841.8","U","     21.66","U","     30.43","U","     12.88","U"
"USR0000ASAG","2013","32.3167","-110.8133","944.9","SAGUARO ARIZONA, AZ US","   1867.0","","    1867.0","U","         0","U","        31","U","         0","U","       301","U","       159","U","   -8.9","U,0115, ","   43.3","U,0817,+","0.0","U,1205","-2.2","U,1207","","","0.0","U,0227","-2.8","U,0213","-6.1","U,0116","-8.9","U,0115","-8.9","U,0115","     809.7","7","     809.7","U","     21.07","U","     29.41","U","     12.73","U"
