"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CSNL","2003","37.1822","-120.7939","19.8","SAN LUIS NWR CALIFORNIA, CA US","    824.4","","     824.4","U","         0","U","        13","U","         0","U","       202","U","       101","U","   -2.8","U,1227,+","   40.6","U,0721,+","-2.8","U,1123","-2.8","U,1123","","","","","-1.1","U,0210","","","","","","","    1409.2","2","    1409.2","U","     16.71","U","     24.39","U","      9.03","U"
"USR0000CSNL","2005","37.1822","-120.7939","19.8","SAN LUIS NWR CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1479.1","1","    1479.1","U","","","","","",""
"USR0000CSNL","2007","37.1822","-120.7939","19.8","SAN LUIS NWR CALIFORNIA, CA US","    671.3","","     671.3","U","         0","U","        42","U","         0","U","       236","U","        92","U","   -7.2","U,0116,+","   42.2","U,0705, ","-1.7","U,1124","-2.8","U,1213","","","","","0.0","U,0204","-2.8","U,0125","-4.4","U,0119","-7.2","U,0116","","","","","     16.35","U","     24.88","U","      7.81","U"
"USR0000CSNL","2009","37.1822","-120.7939","19.8","SAN LUIS NWR CALIFORNIA, CA US","    789.6","","     789.6","U","         0","U","        35","U","         0","U","       216","U","       105","U","   -4.4","U,1209, ","   42.8","U,0719, ","0.0","U,1115","-3.9","U,1206","-4.4","U,1209","","","0.0","U,0311","-2.2","U,0112","","","","","    1377.5","5","    1377.5","U","     16.53","U","     24.82","U","      8.24","U"
"USR0000CSNL","2011","37.1822","-120.7939","19.8","SAN LUIS NWR CALIFORNIA, CA US","    668.1","","     668.1","U","         0","U","        33","U","         0","U","       209","U","        96","U","   -6.1","U,1224, ","   40.6","U,0705,+","-3.3","U,1204","-3.3","U,1204","-5.6","U,1223","","","-0.6","U,0228","-2.8","U,0110","","","","","    1502.3","3","    1502.3","U","     15.73","U","     23.68","U","      7.79","U"
"USR0000CSNL","2012","37.1822","-120.7939","19.8","SAN LUIS NWR CALIFORNIA, CA US","    776.6","","     776.6","U","         0","U","        31","U","         0","U","       220","U","       111","U","   -6.7","U,0117, ","   40.6","U,0812,+","-1.7","U,1111","-2.2","U,1220","","","","","-0.6","U,0308","-4.4","U,0119","-4.4","U,0119","-6.7","U,0117","    1445.6","6","    1445.6","U","     16.75","U","     25.24","U","      8.25","U"
"USR0000CSNL","2013","37.1822","-120.7939","19.8","SAN LUIS NWR CALIFORNIA, CA US","    748.3","","     748.3","U","         0","U","        51","U","         0","U","       244","U","        97","U","   -6.7","U,1210, ","   41.1","U,0704,+","-3.3","U,1204","-3.3","U,1204","-6.1","U,1205","-6.7","U,1210","0.0","U,0227","-2.8","U,0121","","","","","    1286.5","5","    1286.5","U","     16.55","U","     25.33","U","      7.76","U"
"USR0000CSNL","2014","37.1822","-120.7939","19.8","SAN LUIS NWR CALIFORNIA, CA US","    913.9","","     913.9","U","         0","U","        22","U","         0","U","       249","U","       127","U","   -2.8","U,0113, ","   41.1","U,0801,+","-0.6","U,1227","","","","","","","0.0","U,0205","-2.2","U,0119","","","","","    1249.1","1","    1249.1","U","     17.92","U","     26.44","U","      9.39","U"
"USR0000CSNL","2015","37.1822","-120.7939","19.8","SAN LUIS NWR CALIFORNIA, CA US","    830.8","","     830.8","U","         0","U","        27","U","         0","U","       250","U","       107","U","   -4.4","U,0101, ","   41.1","U,0817, ","-0.6","U,1126","-2.8","U,1128","","","","","-0.6","U,0225","-2.2","U,0104","-4.4","U,0101","","","    1089.8","8","    1089.8","U","     17.11","U","     25.54","U","      8.68","U"
"USR0000CSNL","2016","37.1822","-120.7939","19.8","SAN LUIS NWR CALIFORNIA, CA US","    776.7","","     776.7","U","         0","U","        15","U","         0","U","       253","U","       106","U","   -2.8","U,1220,+","   41.1","U,0730,+","-1.1","U,1203","-2.2","U,1218","","","","","-1.1","U,0203","-2.2","U,0101","","","","","    1254.1","1","    1254.1","U","     17.30","U","     25.46","U","      9.13","U"
"USR0000CSNL","2017","37.1822","-120.7939","19.8","SAN LUIS NWR CALIFORNIA, CA US","    907.4","","     907.4","U","         0","U","        28","U","         0","U","       231","U","       104","U","   -3.9","U,1222, ","   43.3","U,0902, ","-1.1","U,1205","-2.2","U,1210","","","","","0.0","U,0130","-2.2","U,0106","","","","","    1236.6","6","    1236.6","U","     17.41","U","     25.45","U","      9.37","U"
