"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00194875","1885","42.083333","-72.333333","128.0","MONSON, MA US","","","","","","","","","","","        21","6","       167","6","        51","6","       118","6","         6","6","         2"," ","  -24.4","6,0219, ","","","   35.6","6,0717, ","0.0","6,0911","-2.2","6,1008","-4.4","6,1024","-10.0","6,1101","-10.0","6,1101","-1.7","6,0512","-4.4","6,0504","-4.4","6,0504","-16.1","6,0330","-16.1","6,0330","","","","","","","      7.11","6","     13.62","6","      0.61","6"
"USC00194875","1886","42.083333","-72.333333","128.0","MONSON, MA US","    168.9","","     168.9","6","","","","","","","        16","6","       159","6","        38","6","       134","6","         5","6","","","  -28.9","6,0114,+","","","   33.9","6,0707, ","-0.6","6,0921","-2.8","6,1003","-7.8","6,1017","-7.8","6,1017","-10.0","6,1128","-1.1","6,0501","-3.3","6,0411","-4.4","6,0409","-8.9","6,0324","-8.9","6,0324","    3918.1","1","    3918.1","6","","","      7.72","6","     14.19","6","      1.25","6"
"USC00194875","1887","42.083333","-72.333333","128.0","MONSON, MA US","    280.6","","     280.6","6","","","","","","","        13","6","       173","6","        40","6","       132","6","         9","6","         7"," ","  -27.2","6,0119, ","","","   33.3","6,0703,+","-3.3","6,0924","-3.3","6,0924","-6.7","6,1016","-6.7","6,1016","-9.4","6,1031","0.0","6,0513","-2.2","6,0425","-7.8","6,0420","-7.8","6,0420","-10.0","6,0331","    4054.1","1","    4054.1","6","","","      7.83","6","     14.18","6","      1.49","6"
"USC00194875","1888","42.083333","-72.333333","128.0","MONSON, MA US","    185.5","","     185.5","6","","","","","","","        20","6","       174","6","        49","6","       117","6","         2","6","         7"," ","  -27.2","6,0123, ","","","   35.0","6,0623, ","-1.7","6,0907","-4.4","6,0930","-4.4","6,0930","-8.3","6,1113","-13.9","6,1121","0.0","6,0508","-3.9","6,0503","-6.7","6,0425","-6.7","6,0425","-10.0","6,0409","    4248.8","8","    4248.8","6","","","      6.92","6","     13.17","6","      0.68","6"
"USC00194875","1890","42.083333","-72.333333","128.0","MONSON, MA US","    170.1","","     170.1","6","","","","","","","        13","6","       161","6","        32","6","       119","6","         3","6","        13"," ","  -23.3","6,1230, ","","","   33.9","6,0730, ","-2.2","6,0925","-2.2","6,0925","-5.6","6,1022","-6.7","6,1105","-13.3","6,1124","0.0","6,0512","-5.0","6,0426","-5.0","6,0426","-7.2","6,0419","-13.9","6,0320","    3618.7","7","    3618.7","6","","","      7.93","6","     14.44","6","      1.43","6"
"USC00194875","1891","42.083333","-72.333333","128.0","MONSON, MA US","    209.0","","     209.0","6","","","","","","","         6","6","       155","6","        20","6","       138","6","         3","6","        10"," ","  -22.2","6,0302, ","","","   35.0","6,0616, ","-0.6","6,1012","-2.8","6,1024","-6.7","6,1029","-6.7","6,1029","-8.9","6,1103","-2.8","6,0519","-2.8","6,0519","-5.6","6,0507","-6.7","6,0409","-11.1","6,0407","    4013.0","0","    4013.0","6","","","      8.93","6","     15.41","6","      2.45","6"
"USC00194875","1893","42.083333","-72.333333","128.0","MONSON, MA US","    218.8","","     218.8","6","","","","","","","        21","6","       152","6","        41","6","       125","6","         8","6","","","  -27.2","6,0118, ","","","   33.9","6,0620, ","0.0","6,1001","-3.3","6,1017","-6.7","6,1031","-6.7","6,1031","-8.9","6,1126","-1.1","6,0508","-3.3","6,0425","-7.8","6,0407","-7.8","6,0407","-8.9","6,0329","    4039.4","4","    4039.4","6","","","      7.89","6","     14.11","6","      1.66","6"
"USC00194875","1894","42.083333","-72.333333","128.0","MONSON, MA US","    339.2","","     339.2","6","","","","","","","        12","6","       145","6","        25","6","       134","6","        12","6","","","  -27.8","6,0225, ","","","   35.6","6,0729,+","0.0","6,0926","-2.2","6,1106","-5.0","6,1107","-8.3","6,1112","-11.1","6,1113","-0.6","6,0515","-5.6","6,0410","-5.6","6,0410","-11.1","6,0403","-11.1","6,0403","    3608.6","6","    3608.6","6","","","      9.25","6","     15.43","6","      3.08","6"
"USC00194875","1895","42.083333","-72.333333","128.0","MONSON, MA US","    290.8","","     290.8","6","","","","","","","        18","6","       158","6","        37","6","       132","6","         6","6","","","  -26.1","6,0206, ","","","   33.9","6,0602, ","0.0","6,0915","-2.8","6,1010","-6.7","6,1022","-6.7","6,1022","-9.4","6,1112","-0.6","6,0517","-2.2","6,0502","-4.4","6,0412","-7.8","6,0331","-10.0","6,0315","    3869.8","8","    3869.8","6","","","      8.55","6","     14.96","6","      2.14","6"
"USC00194875","1896","42.083333","-72.333333","128.0","MONSON, MA US","    284.0","","     284.0","6","","","","","","","        12","6","       155","6","        41","6","       136","6","         8","6","","","  -27.2","6,0217,+","","","   33.3","6,0812,+","-1.1","6,1009","-3.3","6,1010","-4.4","6,1026","-8.9","6,1123","-8.9","6,1123","0.0","6,0508","-2.2","6,0425","-6.7","6,0410","-6.7","6,0410","-9.4","6,0325","    3733.4","4","    3733.4","6","","","      8.72","6","     14.63","6","      2.81","6"
