"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00194875","1897","42.083333","-72.333333","128.0","MONSON, MA US","    225.5","","     225.5","6","","","","","","","        10","6","       135","6","        30","6","       126","6","         1","6","","","  -22.8","6,0201, ","","","   33.3","6,0706, ","-2.2","6,1003","-2.2","6,1003","-5.6","6,1031","-6.7","6,1118","-15.6","6,1124","-1.1","6,0508","-6.7","6,0421","-6.7","6,0421","-6.7","6,0421","-14.4","6,0317","    3616.0","0","    3616.0","6","","","      9.03","6","     14.76","6","      3.30","6"
"USC00194875","1898","42.083333","-72.333333","128.0","MONSON, MA US","    352.8","","     352.8","6","","","","","","","        12","6","       132","6","        22","6","       126","6","         6","6","","","  -26.7","6,1214, ","","","   35.6","6,0703, ","0.0","6,1017","-2.2","6,1028","-5.6","6,1125","-8.3","6,1126","-13.3","6,1129","-0.6","6,0510","-2.2","6,0427","-4.4","6,0407","-7.2","6,0406","-9.4","6,0404","    3455.5","5","    3455.5","6","","","      9.37","6","     14.81","6","      3.93","6"
"USC00194875","1899","42.083333","-72.333333","128.0","MONSON, MA US","    236.6","","     236.6","6","","","","","","","        12","6","       159","6","        34","6","       140","6","         1","6","","","  -31.7","6,0102, ","","","   32.8","6,0606, ","0.0","6,1001","-3.3","6,1002","-5.6","6,1003","-6.7","6,1022","-9.4","6,1113","0.0","6,0504","-3.9","6,0422","-5.0","6,0411","-6.7","6,0406","-12.2","6,0327","    3776.9","9","    3776.9","6","","","      8.54","6","     14.47","6","      2.60","6"
"USC00194875","1900","42.083333","-72.333333","128.0","MONSON, MA US","    319.0","","     319.0","6","       135","6","        98","6","        16","6","         8","6","       144","6","        34","6","       139","6","         8","6","","","  -22.8","6,0227, ","  67.3"," ,6,0212, ","   33.9","6,0718, ","0.0","6,1017","-5.0","6,1020","-5.0","6,1020","-6.7","6,1116","-10.0","6,1117","0.0","6,0512","-4.4","6,0511","-4.4","6,0511","-8.3","6,0326","-15.6","6,0318","    3698.9","9","    3698.9","6","   1363.8"," ,6","      9.15","6","     14.91","6","      3.40","6"
"USC00194875","1901","42.083333","-72.333333","128.0","MONSON, MA US","    360.8","","     360.8","6","       137","6","        96","6","        16","6","        10","6","       150","6","        46","6","       128","6","        10","6","","","  -25.6","6,1207, ","  56.9"," ,6,0524, ","   35.6","6,0702, ","-0.6","6,0926","-2.8","6,1021","-4.4","6,1029","-6.7","6,1107","-10.6","6,1121","0.0","6,0506","-2.2","6,0428","-5.6","6,0329","-6.7","6,0317","-15.6","6,0307","    3520.0","0","    3520.0","6","   1369.0"," ,6","      8.62","6","     14.00","6","      3.24","6"
"USC00194875","1902","42.083333","-72.333333","128.0","MONSON, MA US","","","","","","","","","","","         8","6","       134","6","        40","6","       107","6","         0","6","","","  -24.4","6,1210, ","","","   31.1","6,0603, ","-1.7","6,1010","-5.6","6,1022","-5.6","6,1022","-8.9","6,1129","-8.9","6,1129","-0.6","6,0514","-3.9","6,0504","-5.0","6,0326","-11.7","6,0307","-11.7","6,0307","","","","","","","      8.17","6","     13.85","6","      2.50","6"
"USC00194875","1904","42.083333","-72.333333","128.0","MONSON, MA US","    166.6","","     166.6","6","       143","6","        96","6","         6","6","        19","6","       172","6","        69","6","       116","6","         1","6","","","  -33.3","6,0105, ","  83.8"," ,6,0915, ","   32.2","6,0626, ","-2.2","6,0922","-2.2","6,0922","-4.4","6,1016","-6.7","6,1028","-12.2","6,1118","0.0","6,0424","-5.0","6,0422","-5.0","6,0422","-7.8","6,0404","-10.6","6,0317","    4158.9","9","    4158.9","6","   1106.1"," ,6","      6.67","6","     12.33","6","      1.01","6"
"USC00194875","1905","42.083333","-72.333333","128.0","MONSON, MA US","    194.0","","     194.0","6","       124","6","        77","6","         9","6","        19","6","       156","6","        43","6","       109","6","         3","6","","","  -25.0","6,0205,+","  75.4"," ,6,0903, ","   32.8","6,0719,+","0.0","6,0926","-5.0","6,1026","-5.0","6,1026","-6.7","6,1027","-11.1","6,1114","0.0","6,0524","-2.2","6,0423","-5.0","6,0403","-7.2","6,0323","-12.2","6,0315","    4219.9","9","    4219.9","6","   1056.6"," ,6","      7.58","6","     13.34","6","      1.83","6"
"USC00194875","1906","42.083333","-72.333333","128.0","MONSON, MA US","    276.9","","     276.9","6","       122","6","        87","6","        14","6","        10","6","       147","6","        35","6","       123","6","         2","6","","","  -20.6","6,0217, ","  63.5"," ,6,1020, ","   33.9","6,0711, ","0.0","6,0925","-4.4","6,1013","-4.4","6,1013","-6.7","6,1104","-11.7","6,1202","-0.6","6,0521","-2.2","6,0426","-7.8","6,0403","-7.8","6,0403","-12.2","6,0326","    3760.9","9","    3760.9","6","   1149.2"," ,6","      8.58","6","     14.14","6","      3.02","6"
"USC00194875","1907","42.083333","-72.333333","128.0","MONSON, MA US","    154.8","","     154.8","6","","","","","","","        19","6","       164","6","        41","6","        97","6","         0","6","","","  -30.0","6,0124, ","","","   31.7","6,0618, ","0.0","6,1002","-2.2","6,1015","-4.4","6,1025","-7.2","6,1115","-10.0","6,1203","0.0","6,0522","-2.8","6,0512","-4.4","6,0421","-6.7","6,0420","-11.7","6,0312","    4102.9","9","    4102.9","6","","","      7.24","6","     12.88","6","      1.60","6"
"USC00194875","1908","42.083333","-72.333333","128.0","MONSON, MA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3770.0","0","    3770.0","6","","","","","","","",""
