"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00412768","1969","28.96667","-96.68333","20.7","EDNA HIGHWAY 59 BRIDGE, TX US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","",""
"USC00412768","1970","28.96667","-96.68333","20.7","EDNA HIGHWAY 59 BRIDGE, TX US","   1425.5","","    1425.5","0","       120","0","        67","0","        17","0","        0","","         0","0","         0","0","        26","0","         0","0","       283","0","        88","0","   -7.8","0,0107, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 165.1"," ,0,0902, ","   37.8","0,0824,+","0.0","0,1104","-5.0","0,1116","-5.0","0,1116","0.0","0,0217","-2.2","0,0109","-5.6","0,0108","-7.8","0,0107","     893.0","0","     893.0","0","   1381.6"," ,0","        0"," ,0","     19.74","0","     25.85","0","     13.63","0"
"USC00412768","1971","28.96667","-96.68333","20.7","EDNA HIGHWAY 59 BRIDGE, TX US","   1488.4","","    1488.4","0","       106","0","        49","0","        14","0","        0","","         0","0","         0","0","        27","0","         0","0","       321","0","       103","0","   -6.1","0,0209, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 108.7"," ,0,0911, ","   40.6","0,0908, ","","","","","","","0.0","0,0408","-4.4","0,0305","-4.4","0,0305","","","     771.2","2","     771.2","0","    991.1"," ,0","        0"," ,0","     20.39","0","     27.72","0","     13.06","0"
"USC00412768","1972","28.96667","-96.68333","20.7","EDNA HIGHWAY 59 BRIDGE, TX US","","","","","       130","0","        73","0","        10","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 186.4"," ,0,0507, ","","","","","","","","","","","","","","","","","","","","","   1145.5"," ,0","        0"," ,0","","","","","",""
"USC00412768","1976","28.96667","-96.68333","20.7","EDNA HIGHWAY 59 BRIDGE, TX US","","","","","","","","","","","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","        0"," ,0","","","","","",""
"USC00412768","1978","28.96667","-96.68333","20.7","EDNA HIGHWAY 59 BRIDGE, TX US","","","","","        68","0","        51","0","        12","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 130.8"," ,0,0914, ","","","","","","","","","","","","","","","","","","","","","   1037.4"," ,0","        0"," ,0","","","","","",""
"USC00412768","1981","28.96667","-96.68333","20.7","EDNA HIGHWAY 59 BRIDGE, TX US","","","","","        82","0","        67","0","        18","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 159.3"," ,0,1101, ","","","","","","","","","","","","","","","","","","","","","   1350.2"," ,0","        0"," ,0","","","","","",""
"USC00412768","1982","28.96667","-96.68333","20.7","EDNA HIGHWAY 59 BRIDGE, TX US","","","","","        64","0","        44","0","        12","0","","","","","","","","","","","","","","","","","","","",""," 177.3"," ,0,1119, ","","","","","","","","","","","","","","","","","","","","","   1182.9"," ,0","","","","","","","",""
"USC00412768","1983","28.96667","-96.68333","20.7","EDNA HIGHWAY 59 BRIDGE, TX US","","","","","        67","0","        54","0","        17","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  96.3"," ,0,1016, ","","","","","","","","","","","","","","","","","","","","","   1199.1"," ,0","        0"," ,0","","","","","",""
"USC00412768","1985","28.96667","-96.68333","20.7","EDNA HIGHWAY 59 BRIDGE, TX US","","","","","        56","0","        48","0","        15","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+"," 172.5"," ,0,0411, ","","","","","","","","","","","","","","","","","","","","","   1268.8"," ,0","        0"," ,0","","","","","",""
