"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"MXN00015195","1976","18.7667","-100.4167","944.0","BEJUCOS, MX","        93","m","        72","m","        11","m","  71.9"," ,m,0703, ","","","","","   1127.3"," ,m"
"MXN00015195","1977","18.7667","-100.4167","944.0","BEJUCOS, MX","        90","m","        72","m","        13","m","  62.0"," ,m,0711, ","","","","","   1057.2"," ,m"
"MXN00015195","1978","18.7667","-100.4167","944.0","BEJUCOS, MX","","","","","","","","","       0.0","0","       0.0","m","",""
"MXN00015195","2008","18.7667","-100.4167","944.0","BEJUCOS, MX","         0","m","         0","m","         0","m","     0"," ,m,1231,+","","","","","      0.0"," ,m"
