"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"MGM00044285","1979","46.9","102.767","1662.0","HUJIRT, MG","       106","S","        50","S","         0","S","   32.0","S,0805, ","      6.87","S"
"MGM00044285","1988","46.9","102.767","1662.0","HUJIRT, MG","       125","S","        59","S","         0","S","   30.6","S,0803,+","      6.06","S"
"MGM00044285","1990","46.9","102.767","1662.0","HUJIRT, MG","        98","S","        31","S","         0","S","   29.9","S,0705, ","      7.57","S"
"MGM00044285","2003","46.9","102.767","1662.0","HUJIRT, MG","       130","S","        52","S","         0","S","   29.0","S,0820,+","      6.40","S"
"MGM00044285","2004","46.9","102.767","1662.0","HUJIRT, MG","       108","S","        69","S","         1","S","   33.6","S,0720, ","      7.87","S"
"MGM00044285","2005","46.9","102.767","1662.0","HUJIRT, MG","       113","S","        66","S","         1","S","   33.3","S,0715, ","      6.77","S"
"MGM00044285","2006","46.9","102.767","1662.0","HUJIRT, MG","       103","S","        75","S","         0","S","   31.6","S,0802, ","      7.89","S"
"MGM00044285","2007","46.9","102.767","1662.0","HUJIRT, MG","       103","S","        84","S","         2","S","   32.8","S,0608, ","      9.06","S"
"MGM00044285","2008","46.9","102.767","1662.0","HUJIRT, MG","       105","S","        69","S","         2","S","   33.1","S,0722, ","      8.09","S"
"MGM00044285","2009","46.9","102.767","1662.0","HUJIRT, MG","       112","S","        75","S","         0","S","   31.8","S,0630, ","      7.56","S"
"MGM00044285","2010","46.9","102.767","1662.0","HUJIRT, MG","       130","S","        84","S","         4","S","   33.7","S,0721, ","      5.86","S"
"MGM00044285","2011","46.9","102.767","1662.0","HUJIRT, MG","       133","S","        67","S","         0","S","   30.3","S,0716, ","      5.56","S"
"MGM00044285","2012","46.9","102.767","1662.0","HUJIRT, MG","       133","S","        69","S","         0","S","   30.4","S,0702, ","      5.30","S"
"MGM00044285","2013","46.9","102.767","1662.0","HUJIRT, MG","       113","S","        57","S","         0","S","   28.0","S,0702, ","      6.93","S"
"MGM00044285","2014","46.9","102.767","1662.0","HUJIRT, MG","       111","S","        65","S","         0","S","   30.2","S,0531, ","      7.42","S"
"MGM00044285","2015","46.9","102.767","1662.0","HUJIRT, MG","       119","S","        76","S","         0","S","   31.2","S,0809, ","      8.23","S"
"MGM00044285","2016","46.9","102.767","1662.0","HUJIRT, MG","       115","S","        51","S","         0","S","   30.6","S,0731, ","      6.40","S"
"MGM00044285","2017","46.9","102.767","1662.0","HUJIRT, MG","       125","S","        76","S","         4","S","   34.1","S,0627, ","      7.91","S"
"MGM00044285","2018","46.9","102.767","1662.0","HUJIRT, MG","       113","S","        78","S","         0","S","   29.6","S,0725, ","      7.47","S"
"MGM00044285","2019","46.9","102.767","1662.0","HUJIRT, MG","       117","S","        81","S","         0","S","   29.9","S,0901, ","      8.01","S"
"MGM00044285","2020","46.9","102.767","1662.0","HUJIRT, MG","       115","S","        83","S","         0","S","   30.9","S,0619, ","      7.03","S"
"MGM00044285","2022","46.9","102.767","1662.0","HUJIRT, MG","       117","S","        73","S","         0","S","   31.7","S,0702,+","      6.99","S"
"MGM00044285","2023","46.9","102.767","1662.0","HUJIRT, MG","       122","S","        69","S","         0","S","   31.2","S,0729, ","      7.14","S"
