"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00325449","1977","47.96667","-101.81667","630.9","MAKOTI, ND US","        81","0","        47","0","         4","0","      115","","","","   229"," ,0,0118, ","  44.5"," ,0,0614, ","    522.7"," ,0"
"USC00325449","1978","47.96667","-101.81667","630.9","MAKOTI, ND US","","","","","","","","","        44"," ","","","","","",""
"USC00325449","1980","47.96667","-101.81667","630.9","MAKOTI, ND US","","","","","","","","","        12"," ","","","","","",""
