"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"GLW00017615","1960","77.16667","-61.13333","305.1","CAMP CENTURY, GL","","","","","","","","","","","","","","","","","","","","","","","       147"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLW00017615","1961","77.16667","-61.13333","305.1","CAMP CENTURY, GL","      0.0","","       0.0","X","       117","X","        45","X","         0","X","        45","X","       275","X","       364","X","       364","X","         0","X","         0","X","       237"," ","","","  -55.0","X,0313, ","   152"," ,X,0620, ","  15.2"," ,X,0620, ","   -0.6","X,0802,+","-12.2","X,0801","-12.2","X,0801","-12.2","X,0801","-12.2","X,0801","-12.2","X,0801","-13.3","X,0731","-13.3","X,0731","-13.3","X,0731","-13.3","X,0731","-13.3","X,0731","   15421.1","1","   15421.1","X","    358.5"," ,X","     3575"," ,X","    -25.60","X","    -21.49","X","    -29.71","X","","","",""
"GLW00017615","1962","77.16667","-61.13333","305.1","CAMP CENTURY, GL","      0.0","","       0.0","X","        95","X","        27","X","         0","X","        27","X","       262","X","       365","X","       365","X","         0","X","         0","X","       288"," ","","","  -51.7","X,0222, ","    74"," ,X,1119, ","   7.4"," ,X,1119, ","    0.0","X,0711,+","-10.6","X,0801","-10.6","X,0801","-10.6","X,0801","-10.6","X,0801","-10.6","X,0801","-10.0","X,0731","-10.0","X,0731","-10.0","X,0731","-10.0","X,0731","-10.0","X,0731","   15326.9","9","   15326.9","X","    173.3"," ,X","     1733"," ,X","    -23.37","X","    -19.39","X","    -27.35","X","       180","X","      32.4","X"
"GLW00017615","1963","77.16667","-61.13333","305.1","CAMP CENTURY, GL","","","","","","","","","","","","","","","","","","","","","","","       228"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   14859.8","8","   14859.8","X","","","","","","","","","","","","","",""
"GLW00017615","1964","77.16667","-61.13333","305.1","CAMP CENTURY, GL","","","","","","","","","","","","","","","","","","","","","","","       132"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLW00017615","1965","77.16667","-61.13333","305.1","CAMP CENTURY, GL","","","","","","","","","","","","","","","","","","","","","","","        88"," ","        39"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
