"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00459077","1900","47.36667","-120.36667","670.9","WENATCHEE 6 SW, WA US","","","","","        93","6","        44","6","         0","6","","","","","","","","","","","","","","","","","","","","","  20.3"," ,6,1001, ","","","","","","","","","","","","","","","","","","","","","","","    3357.0","0","    3357.0"," ","    354.6"," ,6","","","","","","","",""
"USC00459077","1901","47.36667","-120.36667","670.9","WENATCHEE 6 SW, WA US","    198.6","","     198.6","6","        89","6","        45","6","         3","6","","","         1","6","       148","6","        30","6","       129","6","        14","6","","","","","  -21.1","6,0109, ","","","  33.8"," ,6,0112, ","   36.1","6,0815,+","-2.2","6,1101","-2.2","6,1101","-4.4","6,1109","-6.7","6,1209","-11.7","6,1210","-0.6","6,0519","-3.3","6,0406","-4.4","6,0405","-7.8","6,0222","-10.0","6,0221","","","","","    409.9"," ,6","","","      8.63","6","     15.07","6","      2.18","6"
"USC00459077","1902","47.36667","-120.36667","670.9","WENATCHEE 6 SW, WA US","    159.8","","     159.8","6","        92","6","        40","6","         2","6","        26","6","         3","6","       139","6","        35","6","       124","6","        13","6","","","","","  -20.0","6,0126, ","   483"," ,6,1224, ","  48.3"," ,6,1224, ","   36.7","6,0720, ","-1.1","6,1031","-3.9","6,1105","-4.4","6,1108","-7.8","6,1129","-10.0","6,1206","-1.7","6,0413","-4.4","6,0330","-4.4","6,0330","-6.7","6,0222","-10.6","6,0205","    3538.9","9","    3538.9","6","    442.4"," ,6","     2766"," ,6","      8.57","6","     14.81","6","      2.32","6"
"USC00459077","1903","47.36667","-120.36667","670.9","WENATCHEE 6 SW, WA US","    185.0","","     185.0","6","        80","6","        39","6","         2","6","","","         0","6","       151","6","        55","6","       118","6","        14","6","        12"," ","","","  -15.6","6,0203, ","","","  31.0"," ,6,0912, ","   36.1","6,0721, ","-1.7","6,1030","-2.2","6,1108","-5.6","6,1110","-8.3","6,1112","-9.4","6,1113","-0.6","6,0507","-2.2","6,0412","-4.4","6,0411","-7.8","6,0313","-8.9","6,0312","    3670.8","8","    3670.8","6","    328.4"," ,6","","","      8.17","6","     14.24","6","      2.10","6"
"USC00459077","1904","47.36667","-120.36667","670.9","WENATCHEE 6 SW, WA US","    290.3","","     290.3","6","        73","6","        43","6","         1","6","","","         0","6","       138","6","        24","6","       142","6","        34","6","        11"," ","","","  -17.2","6,0209, ","","","  39.4"," ,6,0310, ","   37.2","6,0806,+","0.0","6,1025","-3.3","6,1119","-5.0","6,1203","-6.7","6,1224","-12.2","6,1226","-0.6","6,0505","-2.8","6,0407","-7.8","6,0327","-7.8","6,0327","-10.6","6,0326","    3797.6","6","    3797.6","6","    384.4"," ,6","","","      9.35","6","     15.97","6","      2.74","6"
"USC00459077","1905","47.36667","-120.36667","670.9","WENATCHEE 6 SW, WA US","    218.1","","     218.1","6","        86","6","        48","6","         2","6","","","         2","6","       154","6","        35","6","       124","6","        20","6","         7"," ","","","  -20.6","6,0212, ","","","  39.4"," ,6,0603, ","   38.3","6,0722, ","-0.6","6,1001","-5.0","6,1018","-5.0","6,1018","-6.7","6,1031","-8.9","6,1128","0.0","6,0521","-2.8","6,0329","-5.6","6,0312","-12.2","6,0217","-12.2","6,0217","    3417.2","2","    3417.2","6","    396.6"," ,6","","","      8.68","6","     15.06","6","      2.28","6"
"USC00459077","1906","47.36667","-120.36667","670.9","WENATCHEE 6 SW, WA US","    380.4","","     380.4","6","        81","6","        34","6","         1","6","","","         0","6","       120","6","        38","6","       117","6","        29","6","        20"," ","","","  -13.9","6,0314, ","","","  29.2"," ,6,1115, ","   37.8","6,0705,+","0.0","6,1020","-2.8","6,1118","-4.4","6,1120","-9.4","6,1123","-9.4","6,1123","-1.1","6,0412","-4.4","6,0320","-4.4","6,0320","-6.7","6,0319","-9.4","6,0316","    3758.7","7","    3758.7","6","    360.5"," ,6","","","      9.58","6","     14.88","6","      4.29","6"
"USC00459077","1907","47.36667","-120.36667","670.9","WENATCHEE 6 SW, WA US","    190.5","","     190.5","6","        83","6","        47","6","         1","6","","","         7","6","       133","6","        34","6","       123","6","         9","6","        15"," ","","","  -20.6","6,0116,+","","","  34.5"," ,6,0103, ","   36.1","6,0801,+","-1.1","6,1103","-2.8","6,1118","-4.4","6,1208","-7.8","6,1216","-9.4","6,1217","-2.2","6,0428","-2.2","6,0428","-4.4","6,0318","-7.8","6,0218","-10.6","6,0217","    3744.5","5","    3744.5","6","    378.7"," ,6","","","      8.89","6","     14.43","6","      3.35","6"
"USC00459077","1908","47.36667","-120.36667","670.9","WENATCHEE 6 SW, WA US","    316.2","","     316.2","6","        63","6","        26","6","         1","6","","","         0","6","       132","6","        22","6","       106","6","        19","6","         6"," ","","","  -16.1","6,0201, ","","","  31.2"," ,6,0515, ","   36.1","6,0731, ","-0.6","6,1021","-2.8","6,1111","-4.4","6,1127","-8.3","6,1201","-8.9","6,1206","-0.6","6,0425","-2.2","6,0404","-5.6","6,0305","-6.7","6,0214","-11.1","6,0204","    3417.2","2","    3417.2","6","    238.2"," ,6","","","      9.33","6","     14.59","6","      4.07","6"
"USC00459077","1909","47.36667","-120.36667","670.9","WENATCHEE 6 SW, WA US","    187.7","","     187.7","6","        80","6","        45","6","         0","6","","","        10","6","       133","6","        47","6","       112","6","         6","6","         7"," ","         1"," ","  -26.7","6,0109, ","","","  25.1"," ,6,1122, ","   35.0","6,0819, ","0.0","6,1101","-6.1","6,1113","-6.1","6,1113","-7.2","6,1114","-9.4","6,1115","0.0","6,0505","-2.2","6,0404","-5.6","6,0221","-7.8","6,0215","-10.6","6,0214","    3747.3","3","    3747.3","6","    331.5"," ,6","","","      8.07","6","     13.43","6","      2.71","6"
