"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BL000085141","2003","-14.47","-67.57",,"RURRENABAQUE, BL","         0","I","         0","I","","","","","","","    9.4","I,0830, ","","","","","","","     19.88","I"
"BL000085141","2007","-14.47","-67.57",,"RURRENABAQUE, BL","         0","S","         0","S","","","","","","","   10.0","S,0711, ","","","","","","","     19.82","S"
"BL000085141","2009","-14.47","-67.57",,"RURRENABAQUE, BL","         0","S","         0","S","         0","S","       340","S","       154","S","    8.0","S,0724, ","   38.4","S,1030, ","     25.76","S","     31.16","S","     20.35","S"
"BL000085141","2010","-14.47","-67.57",,"RURRENABAQUE, BL","         0","S","         0","S","         0","S","       335","S","       180","S","    6.2","S,0719, ","   39.4","S,0928, ","     25.67","S","     31.43","S","     19.91","S"
"BL000085141","2011","-14.47","-67.57",,"RURRENABAQUE, BL","         0","S","         0","S","","","","","","","    9.0","S,0802,+","","","","","","","     20.15","S"
"BL000085141","2012","-14.47","-67.57",,"RURRENABAQUE, BL","         0","S","         0","S","         0","S","       336","S","       166","S","    8.0","S,0719, ","   37.6","S,1031, ","     25.89","S","     31.64","S","     20.14","S"
