"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES"
"NOE00134815","1961","59.6031","8.7131","162.0","HJARTDAL, NO","      103","","   930"," ,E,0106, "
"NOE00134815","1962","59.6031","8.7131","162.0","HJARTDAL, NO","      155","","   780"," ,E,0331, "
"NOE00134815","1963","59.6031","8.7131","162.0","HJARTDAL, NO","      150","","   630"," ,E,0214, "
"NOE00134815","1964","59.6031","8.7131","162.0","HJARTDAL, NO","      124","","   370"," ,E,0228, "
"NOE00134815","1965","59.6031","8.7131","162.0","HJARTDAL, NO","      135","","   950"," ,E,1226, "
"NOE00134815","1966","59.6031","8.7131","162.0","HJARTDAL, NO","      172","","  1270"," ,E,0226, "
"NOE00134815","1967","59.6031","8.7131","162.0","HJARTDAL, NO","      119","","  1440"," ,E,0204, "
"NOE00134815","1968","59.6031","8.7131","162.0","HJARTDAL, NO","      166","","   880"," ,E,0208, "
"NOE00134815","1969","59.6031","8.7131","162.0","HJARTDAL, NO","      178","","  1300"," ,E,0208,+"
"NOE00134815","1970","59.6031","8.7131","162.0","HJARTDAL, NO","      187","","  1250"," ,E,0224, "
"NOE00134815","1971","59.6031","8.7131","162.0","HJARTDAL, NO","      153","","   650"," ,E,0320, "
"NOE00134815","1972","59.6031","8.7131","162.0","HJARTDAL, NO","      129","","  1130"," ,E,0311,+"
"NOE00134815","1973","59.6031","8.7131","162.0","HJARTDAL, NO","       78","","   340"," ,E,0122, "
"NOE00134815","1974","59.6031","8.7131","162.0","HJARTDAL, NO","      133","","   450"," ,E,0211, "
"NOE00134815","1975","59.6031","8.7131","162.0","HJARTDAL, NO","      128","","   530"," ,E,0131, "
"NOE00134815","1976","59.6031","8.7131","162.0","HJARTDAL, NO","      114","","   390"," ,E,1220,+"
"NOE00134815","1977","59.6031","8.7131","162.0","HJARTDAL, NO","      163","","  1280"," ,E,0221, "
"NOE00134815","1978","59.6031","8.7131","162.0","HJARTDAL, NO","      152","","  1200"," ,E,0207, "
"NOE00134815","1979","59.6031","8.7131","162.0","HJARTDAL, NO","      163","","   750"," ,E,0113, "
"NOE00134815","1980","59.6031","8.7131","162.0","HJARTDAL, NO","      110","","   780"," ,E,0331,+"
"NOE00134815","1981","59.6031","8.7131","162.0","HJARTDAL, NO","       93","","   640"," ,E,1225,+"
"NOE00134815","1982","59.6031","8.7131","162.0","HJARTDAL, NO","       98","","   800"," ,E,0322, "
"NOE00134815","1983","59.6031","8.7131","162.0","HJARTDAL, NO","       71","","   350"," ,E,0211, "
"NOE00134815","1984","59.6031","8.7131","162.0","HJARTDAL, NO","       94","","   870"," ,E,0330,+"
"NOE00134815","1985","59.6031","8.7131","162.0","HJARTDAL, NO","      118","","   950"," ,E,0306, "
"NOE00134815","1986","59.6031","8.7131","162.0","HJARTDAL, NO","       96","","   770"," ,E,0130, "
"NOE00134815","1987","59.6031","8.7131","162.0","HJARTDAL, NO","      112","","   880"," ,E,0319, "
"NOE00134815","1988","59.6031","8.7131","162.0","HJARTDAL, NO","      112","","  1480"," ,E,0202, "
"NOE00134815","1989","59.6031","8.7131","162.0","HJARTDAL, NO","       24","","   360"," ,E,0227, "
"NOE00134815","1990","59.6031","8.7131","162.0","HJARTDAL, NO","       48","","   360"," ,E,0130, "
"NOE00134815","1991","59.6031","8.7131","162.0","HJARTDAL, NO","       82","","   580"," ,E,0308,+"
"NOE00134815","1992","59.6031","8.7131","162.0","HJARTDAL, NO","       51","","   280"," ,E,1125,+"
"NOE00134815","2020","59.6031","8.7131","162.0","HJARTDAL, NO","       43","","   310"," ,E,0302, "
"NOE00134815","2021","59.6031","8.7131","162.0","HJARTDAL, NO","      120","","   610"," ,E,0219, "
"NOE00134815","2022","59.6031","8.7131","162.0","HJARTDAL, NO","       60","","   290"," ,E,1231, "
"NOE00134815","2023","59.6031","8.7131","162.0","HJARTDAL, NO","      173","","   960"," ,E,0118, "
"NOE00134815","2024","59.6031","8.7131","162.0","HJARTDAL, NO","      125","","   710"," ,E,0102, "
