"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00384449","2011","33.28861","-79.69139","12.2","JAMESTOWN, SC US","","","","","","","","","","","","","","","","","","","","","","","","","        10"," ","        27"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00384449","2012","33.28861","-79.69139","12.2","JAMESTOWN, SC US","","","","","","","","","","","","","","","","","","","","","","","","","        34"," ","        34"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00384449","2013","33.28861","-79.69139","12.2","JAMESTOWN, SC US","   1119.6","","    1119.6","7","       121","7","        89","7","        21","7","","","","","         0","7","        68","7","         0","7","       249","7","        70","7","        42"," ","        36"," ","   -5.6","7,0219,+","","","","","  59.7"," ,7,0815, ","   36.1","7,0813,+","0.0","7,1109","-4.4","7,1114","-4.4","7,1114","","","-1.7","7,0330","-2.8","7,0305","-5.6","7,0219","","","","","   1591.2"," ,7","","","     17.89","7","     24.74","7","     11.05","7"
"USC00384449","2014","33.28861","-79.69139","12.2","JAMESTOWN, SC US","","","","","","","","","","","","","","","","","","","","","","","","","        26"," ","        20"," ","","","","","","","","","","","","","","","","","","","","","","","","","    1362.8","8","    1362.8","7","","","","","","","","","",""
"USC00384449","2015","33.28861","-79.69139","12.2","JAMESTOWN, SC US","","","","","","","","","","","","","","","","","","","","","","","","","        32"," ","        26"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00384449","2016","33.28861","-79.69139","12.2","JAMESTOWN, SC US","   1342.5","","    1342.5","7","        94","7","        78","7","        20","7","","","","","         0","7","        52","7","         0","7","       265","7","        96","7","        24"," ","        38"," ","   -6.1","7,0121,+","","","",""," 152.4"," ,7,1009, ","   38.3","7,0709, ","-1.1","7,1120","-3.3","7,1210","","","","","0.0","7,0229","-2.2","7,0216","-4.4","7,0211","     930.9","9","     930.9","7","   1525.9"," ,7","","","     19.04","7","     25.98","7","     12.09","7"
"USC00384449","2017","33.28861","-79.69139","12.2","JAMESTOWN, SC US","","","","","","","","","","","","","","","         0","7","        35","7","","","","","","","        14"," ","        34"," ","   -6.1","7,0110,+","","","","","","","","","-1.1","7,1120","-2.8","7,1210","","","","","-0.6","7,0321","-3.9","7,0318","-5.6","7,0317","","","","","   1269.2"," ,7","","","","","","","     12.14","7"
"USC00384449","2018","33.28861","-79.69139","12.2","JAMESTOWN, SC US","","","","","","","","","","","","","","","","","","","","","","","","","        21"," ","        29"," ","","","","","","","","","","","","","","","","","","","","","","","","","    1284.2","2","    1284.2","7","","","","","","","","","",""
"USC00384449","2019","33.28861","-79.69139","12.2","JAMESTOWN, SC US","   1430.9","","    1430.9","7","        96","7","        85","7","        17","7","","","","","         0","7","        35","7","         0","7","       277","7","       110","7","        40"," ","        21"," ","   -3.3","7,1221,+","","","","","  88.9"," ,7,1016, ","   38.9","7,0531,+","0.0","7,1110","-2.2","7,1219","","","","","-2.2","7,0308","-2.2","7,0308","","","","","","","   1324.3"," ,7","","","     19.37","7","     26.39","7","     12.34","7"
"USC00384449","2020","33.28861","-79.69139","12.2","JAMESTOWN, SC US","   1363.0","","    1363.0","7","       115","7","       102","7","        22","7","","","","","         0","7","        32","7","         0","7","       274","7","        83","7","        29"," ","        30"," ","   -4.4","7,1228,+","","","",""," 109.2"," ,7,0929, ","   36.7","7,0903,+","-1.7","7,1202","-2.8","7,1203","-4.4","7,1227","","","-0.6","7,0309","-2.2","7,0302","","","     951.6","6","     951.6","7","   1620.7"," ,7","","","     19.57","7","     25.82","7","     13.32","7"
