"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00054769","1998","41.90851","-70.72785","42.2","PLYMOUTH MUNICIPAL AIRPORT, MA US","","","    252.0","","     252.0","W","","","","","","","         0","W","       120","W","        10","W","       130","W","         3","W","","","","","","","  -15.0","W,1226,+","","","   32.8","W,0722, ","-1.7","W,1006","-2.2","W,1007","-4.4","W,1103","-7.8","W,1212","-8.9","W,1214","-1.7","W,0429","-2.2","W,0414","-4.4","W,0411","-7.8","M,0317","-11.7","M,0313","","","","","","","     10.33","W","     15.69","W","      4.98","W","","","","","","","",""
"USW00054769","1999","41.90851","-70.72785","42.2","PLYMOUTH MUNICIPAL AIRPORT, MA US","       3.3","W","    374.5","","     374.5","W","       150","W","        77","W","        10","W","         2","W","       128","W","        18","W","       123","W","        11","W","","","","","","","  -18.9","W,0108, ","  64.0"," ,W,0910, ","   36.7","W,0706,+","-1.7","W,1007","-2.2","W,1008","-5.0","W,1108","-7.2","W,1219","-12.2","W,1225","-0.6","W,0514","-3.9","W,0414","-5.0","W,0411","-8.3","W,0309","-11.1","W,0308","    3305.7","7","    3305.7","W","   1030.5"," ,W","     10.35","W","     16.15","W","      4.56","W","       290","W","       360","W","      16.1","W","      65.7","W"
"USW00054769","2000","41.90851","-70.72785","42.2","PLYMOUTH MUNICIPAL AIRPORT, MA US","       3.5","W","    213.4","","     213.4","W","       176","W","        87","W","        15","W","         5","W","       115","W","        31","W","       108","W","         1","W","","","","","","","  -20.0","W,0115, ","  74.7"," ,W,0422, ","   32.2","W,0610, ","0.0","W,0930","-2.2","W,1118","-8.9","W,1123","-8.9","W,1123","-8.9","W,1123","-1.1","W,0503","-2.8","W,0501","-4.4","W,0413","-7.8","W,0319","-11.7","W,0218","    3241.4","4","    3241.4","W","   1272.0"," ,W","      9.31","W","     14.54","W","      4.09","W","       240","W","       220","W","      17.4","W","      23.2","W"
"USW00054769","2001","41.90851","-70.72785","42.2","PLYMOUTH MUNICIPAL AIRPORT, MA US","       3.3","W","    292.3","","     292.3","W","       164","W","        70","W","        14","W","         0","W","       141","W","        18","W","       135","W","         8","W","","","","","","","  -15.0","W,0123,+","  80.0"," ,W,0330, ","   35.6","W,0809, ","-2.2","W,1008","-2.2","W,1008","-4.4","W,1029","-8.3","W,1113","-9.4","W,1223","-3.3","W,0507","-3.3","W,0507","-4.4","W,0419","-7.2","W,0303","-12.2","W,0222","    3570.5","5","    3570.5","W","   1154.3"," ,W","     10.03","W","     15.54","W","      4.51","W","       230","W","       360","W","      16.1","W","      65.7","W"
"USW00054769","2002","41.90851","-70.72785","42.2","PLYMOUTH MUNICIPAL AIRPORT, MA US","       3.7","W","    329.3","","     329.3","W","       170","W","        82","W","        14","W","         0","W","       140","W","        11","W","       117","W","        17","W","","","","","","","  -15.0","W,1207, ","  49.0"," ,W,1225, ","   36.7","W,0704, ","-1.1","W,1015","-2.8","W,1024","-5.6","W,1102","-6.7","W,1127","-9.4","W,1128","0.0","W,0521","-2.8","W,0427","-5.6","W,0323","-7.2","W,0322","-9.4","W,0301","    3096.7","7","    3096.7","W","   1200.4"," ,W","     10.05","W","     15.62","W","      4.48","W","        30","W","       360","W","      16.1","W","      21.0","W"
"USW00054769","2003","41.90851","-70.72785","42.2","PLYMOUTH MUNICIPAL AIRPORT, MA US","       3.3","W","","","","","       186","W","        95","W","        18","W","","","","","","","","","","","","","","","","","","","  65.8"," ,W,0330, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1423.9"," ,W","","","","","","","        30","W","       360","W","      19.2","W","      65.7","W"
"USW00054769","2004","41.90851","-70.72785","42.2","PLYMOUTH MUNICIPAL AIRPORT, MA US","       3.6","W","    237.2","","     237.2","W","       170","W","        76","W","         7","W","         6","W","       135","W","        33","W","       114","W","         1","W","","","","","","","  -22.2","W,0116, ","  63.0"," ,W,0401, ","   32.2","W,0609, ","-0.6","W,1006","-2.2","W,1028","-5.0","W,1109","-7.2","W,1214","-10.6","W,1215","-1.1","W,0505","-2.8","W,0417","-11.7","W,0323","-11.7","W,0323","-11.7","W,0323","    3522.3","3","    3522.3","W","   1045.0"," ,W","      9.07","W","     14.21","W","      3.93","W","       260","W","        10","W","      16.5","W","      21.5","W"
"USW00054769","2005","41.90851","-70.72785","42.2","PLYMOUTH MUNICIPAL AIRPORT, MA US","       3.5","B","    382.3","","     382.3","B","       151","B","        78","B","        17","B","         6","B","       141","B","        30","B","       119","B","        12","B","","","","","","","  -23.9","B,0129, ","  80.5"," ,B,1015, ","   35.6","B,0813, ","0.0","B,1021","-4.4","B,1111","-4.4","B,1111","-6.7","B,1112","-8.9","B,1126","-0.6","W,0513","-4.4","W,0417","-4.4","W,0417","-6.7","W,0327","-14.4","W,0311","    3689.8","8","    3689.8","B","   1447.1"," ,B","      9.31","B","     14.61","B","      4.01","B","        10","B","        30","B","      21.0","B","      27.7","B"
"USW00054769","2006","41.90851","-70.72785","42.2","PLYMOUTH MUNICIPAL AIRPORT, MA US","       3.4","W","    313.6","","     313.6","W","       175","W","        85","W","        12","W","         0","W","       121","W","        14","W","       116","W","         7","W","       216"," ","        45"," ","        20"," ","  -15.5","W,0228, "," 137.4"," ,W,0607, ","   37.2","W,0802, ","0.0","W,1013","-3.2","W,1027","-5.5","W,1105","-7.7","W,1205","","","-1.6","W,0508","-2.7","W,0422","-6.0","W,0321","-7.1","W,0318","-15.5","W,0228","    3271.3","3","    3271.3","W","   1306.7"," ,W","     10.46","W","     15.64","W","      5.28","W","       280","W","       280","W","      17.9","W","      25.9","W"
"USW00054769","2007","41.90851","-70.72785","42.2","PLYMOUTH MUNICIPAL AIRPORT, MA US","       3.5","W","    335.7","","     335.7","W","       154","W","        77","W","        16","W","         0","W","       137","W","        30","W","       135","W","         7","W","       201"," ","        36"," ","        22"," ","  -16.6","W,0126, ","  57.4"," ,W,0911, ","   33.9","W,0627, ","0.0","W,1015","-2.7","W,1029","-4.9","W,1111","-7.1","W,1124","-9.3","W,1206","-1.6","W,0507","-2.7","W,0420","-4.9","W,0407","-7.1","W,0321","-15.5","W,0309","    3280.1","1","    3280.1","W","   1184.5"," ,W","      9.73","W","     15.09","W","      4.37","W","       120","W","       120","W","      19.7","W","      28.2","W"
