"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN019040100","1931","25.75","71.383","194.0","BARMER, IN","        35","I","        19","I","        10","I","","","","","","","","","","","",""," 134.6"," ,I,0830, ","","","    636.6"," ,I","","","",""
"IN019040100","1932","25.75","71.383","194.0","BARMER, IN","        31","I","        14","I","         3","I","","","","","","","","","","","","","  93.5"," ,I,0725, ","","","    340.8"," ,I","","","",""
"IN019040100","1933","25.75","71.383","194.0","BARMER, IN","        39","I","        27","I","         2","I","","","","","","","","","","","","","  55.1"," ,I,0626, ","","","    362.6"," ,I","","","",""
"IN019040100","1934","25.75","71.383","194.0","BARMER, IN","        20","I","        12","I","         3","I","","","","","","","","","","","","","  64.0"," ,I,0829, ","","","    248.8"," ,I","","","",""
"IN019040100","1935","25.75","71.383","194.0","BARMER, IN","        24","I","        18","I","         3","I","","","","","","","","","","","","","  54.9"," ,I,0711, ","","","    296.1"," ,I","","","",""
"IN019040100","1936","25.75","71.383","194.0","BARMER, IN","        24","I","        14","I","         2","I","","","","","","","","","","","","","  46.5"," ,I,0701, ","","","    188.2"," ,I","","","",""
"IN019040100","1937","25.75","71.383","194.0","BARMER, IN","        28","I","        20","I","         2","I","","","","","","","","","","","","","  96.5"," ,I,0722, ","","","    278.9"," ,I","","","",""
"IN019040100","1938","25.75","71.383","194.0","BARMER, IN","        19","I","         9","I","         1","I","","","","","","","","","","","","","  38.9"," ,I,0610, ","","","    128.8"," ,I","","","",""
"IN019040100","1939","25.75","71.383","194.0","BARMER, IN","        17","I","        11","I","         3","I","","","","","","","","","","","","","  30.2"," ,I,0823, ","","","    191.1"," ,I","","","",""
"IN019040100","1940","25.75","71.383","194.0","BARMER, IN","        27","I","        19","I","         5","I","","","","","","","","","","","","","  48.0"," ,I,0827, ","","","    324.0"," ,I","","","",""
