"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00411655","1949","31.06667","-98.56667","378.0","CHAPPEL, TX US","        50","0","        46","0","         6","0","         1"," ","  42.2"," ,0,0321, ","    641.8"," ,0"
"USC00411655","1950","31.06667","-98.56667","378.0","CHAPPEL, TX US","        36","0","        36","0","         6","0","","","  53.8"," ,0,0416, ","    527.0"," ,0"
"USC00411655","1951","31.06667","-98.56667","378.0","CHAPPEL, TX US","        31","0","        28","0","         5","0","",""," 106.4"," ,0,0506, ","    459.3"," ,0"
"USC00411655","1952","31.06667","-98.56667","378.0","CHAPPEL, TX US","        45","0","        43","0","        12","0","",""," 102.9"," ,0,0911, ","    798.0"," ,0"
"USC00411655","1953","31.06667","-98.56667","378.0","CHAPPEL, TX US","        40","0","        36","0","         5","0","","","  62.2"," ,0,0512, ","    532.2"," ,0"
"USC00411655","1954","31.06667","-98.56667","378.0","CHAPPEL, TX US","        25","0","        25","0","         3","0","","","  41.7"," ,0,0430, ","    309.9"," ,0"
"USC00411655","1955","31.06667","-98.56667","378.0","CHAPPEL, TX US","        34","0","        31","0","         4","0","","","  62.0"," ,0,0923, ","    498.2"," ,0"
"USC00411655","1956","31.06667","-98.56667","378.0","CHAPPEL, TX US","        21","0","        19","0","         6","0","","","  79.2"," ,0,0830, ","    375.4"," ,0"
"USC00411655","1957","31.06667","-98.56667","378.0","CHAPPEL, TX US","        60","0","        52","0","        15","0","",""," 106.7"," ,0,1014, ","    987.9"," ,0"
"USC00411655","1958","31.06667","-98.56667","378.0","CHAPPEL, TX US","        56","0","        50","0","         7","0","","","  81.5"," ,0,0222, ","    802.9"," ,0"
"USC00411655","1959","31.06667","-98.56667","378.0","CHAPPEL, TX US","        50","0","        43","0","         8","0","",""," 135.4"," ,0,0626, ","    948.0"," ,0"
