"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"AGE00147780","1935","37.08","6.47","195.0","SKIKDA CAP BOUGAROUNI, AG","         0","E","       158","E","        28","E","   38.0","E,0719, ","     20.98","E"
"AGE00147780","1938","37.08","6.47","195.0","SKIKDA CAP BOUGAROUNI, AG","         0","E","       150","E","        20","E","   40.0","E,0708, ","     20.22","E"
