"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXN00015301","1980","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","     14.0","","      14.0","m","       136","m","       102","m","        11","m","         0","m","         4","m","         0","m","       302","m","         0","m","    0.0","m,1229,+","  90.4"," ,m,0125, ","   28.9","m,0517,+","0.0","m,1220","","","","","0.0","m,0105","","","","","","","","","   1387.5"," ,m","     15.55","m","     22.91","m","      8.20","m"
"MXN00015301","1981","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1099.8","8","    1099.8","m","","","","","","","",""
"MXN00015301","1982","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","     28.1","","      28.1","m","       113","m","        79","m","         4","m","         0","m","         6","m","         0","m","       330","m","         0","m","    0.0","m,1225,+","  41.7"," ,m,0226, ","   30.0","m,0418,+","0.0","m,1220","","","","","","","","","","","","","","","    697.0"," ,m","     15.80","m","     23.71","m","      7.90","m"
"MXN00015301","1983","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","     49.5","","      49.5","m","       115","m","        81","m","         7","m","         0","m","         5","m","         0","m","       301","m","         0","m","    0.0","m,0226,+","  92.2"," ,m,0617, ","   31.7","m,0521, ","","","","","","","0.0","m,0226","","","","","    1149.5","5","    1149.5","m","    983.1"," ,m","     15.47","m","     23.23","m","      7.71","m"
"MXN00015301","1985","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","      7.7","","       7.7","m","       132","m","        98","m","         6","m","         0","m","         0","m","         0","m","       295","m","         0","m","    2.2","m,0204,+","  37.6"," ,m,1127, ","   29.4","m,0514, ","","","","","","","","","","","","","    1094.2","2","    1094.2","m","   1090.2"," ,m","     15.47","m","     22.81","m","      8.13","m"
"MXN00015301","1986","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","","","","","       122","m","        83","m","         4","m","","","","","","","","","","","","","  47.5"," ,m,0627, ","","","","","","","","","","","","","","","    1081.5","5","    1081.5","m","    836.5"," ,m","","","","","",""
"MXN00015301","1991","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","","","","","       116","m","        87","m","         2","m","","","","","","","","","","","","","  36.6"," ,m,0906, ","","","","","","","","","","","","","","","","","","","    841.4"," ,m","","","","","",""
"MXN00015301","1992","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","      0.0","","       0.0","m","       158","m","       106","m","        11","m","         0","m","        11","m","         0","m","       243","m","         0","m","   -2.8","m,0206, ","  59.9"," ,m,0128, ","   27.2","m,0320, ","-0.6","m,1121","","","","","-0.6","m,0226","-2.8","m,0206","","","    1733.6","6","    1733.6","m","   1283.0"," ,m","     13.59","m","     21.45","m","      5.72","m"
"MXN00015301","1993","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","      0.0","","       0.0","m","       107","m","        81","m","         6","m","         0","m","        17","m","         0","m","       278","m","         0","m","   -1.7","m,0209, ","  31.5"," ,m,0620, ","   27.8","m,0605,+","-0.6","m,1201","","","","","0.0","m,0316","","","","","    1665.7","7","    1665.7","m","    981.1"," ,m","     13.90","m","     22.38","m","      5.42","m"
"MXN00015301","1994","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","      0.3","","       0.3","m","       138","m","        90","m","         8","m","         0","m","        10","m","         0","m","       275","m","         0","m","   -0.6","m,0131,+","  45.5"," ,m,1003, ","   28.3","m,0501, ","0.0","m,1226","","","","","0.0","m,0201","","","","","    1521.3","3","    1521.3","m","   1059.6"," ,m","     14.15","m","     22.40","m","      5.90","m"
"MXN00015301","1995","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","      0.3","","       0.3","m","       164","m","       114","m","        12","m","         0","m","         7","m","         0","m","       261","m","         0","m","   -0.6","m,0114, ","  53.6"," ,m,0816, ","   27.8","m,0510, ","0.0","m,1127","","","","","0.0","m,0309","","","","","    1513.1","1","    1513.1","m","   1336.7"," ,m","     14.12","m","     22.24","m","      6.00","m"
"MXN00015301","1996","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","      0.0","","       0.0","m","       127","m","        87","m","        10","m","         0","m","        29","m","         0","m","       253","m","         0","m","   -2.2","m,0205, ","  40.4"," ,m,0707, ","   27.8","m,0504, ","0.0","m,1110","","","","","0.0","m,0318","-2.2","m,0205","","","    1687.4","4","    1687.4","m","   1038.7"," ,m","     13.50","m","     22.04","m","      4.95","m"
"MXN00015301","1997","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","      0.0","","       0.0","m","       144","m","       100","m","         8","m","         0","m","        19","m","         0","m","       267","m","         0","m","   -6.1","m,0112, ","  42.7"," ,m,0627, ","   27.8","m,0302, ","0.0","m,1114","","","","","0.0","m,0428","-5.0","m,0113","-5.0","m,0113","    1664.6","6","    1664.6","m","   1205.4"," ,m","     13.91","m","     22.18","m","      5.64","m"
"MXN00015301","1998","18.9167","-99.9333","2382.9","TEXCALTITLAN D 7, MX","      2.3","","       2.3","m","       133","m","        91","m","         8","m","         0","m","        47","m","         0","m","       145","m","         0","m","   -5.0","m,0203, ","  49.0"," ,m,0830, ","   30.0","m,0511,+","0.0","m,1202","","","","","0.0","m,0323","-2.2","m,0301","-5.0","m,0203","    1718.3","3","    1718.3","m","   1209.4"," ,m","     13.23","m","     20.99","m","      5.47","m"
