"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00240110","1957","45.0708","-112.0575","1783.1","ALDER 17 S, MT US","     39.8","","      39.8","0","        74","0","        36","0","         0","0","        24","0","        20","0","       198","0","        48","0","       111","0","         2","0","","","        21"," ","  -35.0","0,0125, ","   152"," ,0,0401, ","  22.9"," ,0,1015, ","   32.8","0,0710, ","-2.2","0,0909","-2.2","0,0909","-4.4","0,0919","-6.7","0,1005","-8.9","0,1023","-1.1","0,0704","-5.0","0,0427","-5.0","0,0427","-6.7","0,0411","-11.7","0,0407","","","","","    335.5"," ,0","     1487"," ,0","      5.22","0","     12.57","0","     -2.13","0"
"USC00240110","1958","45.0708","-112.0575","1783.1","ALDER 17 S, MT US","     35.6","","      35.6","0","        68","0","        38","0","         0","0","","","         9","0","       209","0","        28","0","       124","0","         4","0","","","        32"," ","  -23.3","0,1117, ","","","  18.0"," ,0,0624, ","   33.3","0,0812,+","-2.2","0,0903","-2.2","0,0903","-5.0","0,0920","-10.0","0,1021","-10.0","0,1021","-1.7","0,0715","-3.9","0,0502","-6.1","0,0430","-10.6","0,0429","-10.6","0,0429","    4560.2","2","    4560.2","0","    266.3"," ,0","","","      6.14","0","     14.08","0","     -1.81","0"
"USC00240110","1959","45.0708","-112.0575","1783.1","ALDER 17 S, MT US","     50.1","","      50.1","0","        67","0","        29","0","         2","0","        17","0","        19","0","       234","0","        33","0","        99","0","         4","0","","","        15"," ","  -33.9","0,1113, ","   178"," ,0,1112, ","  30.7"," ,0,0921,+","   34.4","0,0722, ","-2.8","0,0902","-2.8","0,0902","-5.6","0,0909","-8.3","0,0929","-8.9","0,1028","-0.6","0,0729","-2.2","0,0708","-6.1","0,0506","-7.8","0,0503","-8.9","0,0420","    4684.5","5","    4684.5","0","    356.5"," ,0","     1083"," ,0","      4.90","0","     12.89","0","     -3.08","0"
"USC00240110","1960","45.0708","-112.0575","1783.1","ALDER 17 S, MT US","","","","","        57","0","        29","0","         0","0","        23","0","        28","0","       227","0","","","","","","","","","        17"," ","  -30.6","0,0228, ","   102"," ,0,0422,+","  16.8"," ,0,0822, ","","","-3.3","0,0828","-3.3","0,0828","-5.0","0,0908","-8.3","0,0922","-8.9","0,1029","0.0","0,0623","-5.6","0,0621","-5.6","0,0621","-7.8","0,0518","-10.0","0,0416","","","","","    235.0"," ,0","     1079"," ,0","","","","","     -3.02","0"
"USC00240110","1961","45.0708","-112.0575","1783.1","ALDER 17 S, MT US","     77.5","","      77.5","0","        57","0","        34","0","         0","0","        11","0","        10","0","       213","0","        32","0","       107","0","         9","0","","","        18"," ","  -32.2","0,1211, ","    76"," ,0,1120, ","  23.4"," ,0,0705, ","   36.1","0,0804, ","-1.1","0,0903","-3.9","0,0913","-5.0","0,0922","-8.9","0,0924","-8.9","0,0924","0.0","0,0630","-2.2","0,0514","-5.0","0,0513","-7.2","0,0507","-12.8","0,0420","    4419.8","8","    4419.8","0","    293.4"," ,0","      443"," ,0","      5.73","0","     13.28","0","     -1.82","0"
"USC00240110","1962","45.0708","-112.0575","1783.1","ALDER 17 S, MT US","     18.0","","      18.0","0","        66","0","        36","0","         0","0","        14","0","        24","0","       210","0","        41","0","       103","0","         0","0","         1"," ","         5"," ","  -36.1","0,0121, ","   305"," ,0,0328, ","  21.3"," ,0,0713, ","   31.1","0,0814,+","-0.6","0,0823","-2.8","0,0830","-5.6","0,0908","-6.7","0,0930","-9.4","0,1107","-3.3","0,0607","-3.3","0,0607","-6.1","0,0430","-9.4","0,0429","-9.4","0,0429","    4999.9","9","    4999.9","0","    308.9"," ,0","     1232"," ,0","      5.42","0","     13.04","0","     -2.20","0"
"USC00240110","1963","45.0708","-112.0575","1783.1","ALDER 17 S, MT US","     53.6","","      53.6","0","        68","0","        42","0","         0","0","","","        18","0","       175","0","        35","0","       112","0","         4","0","","","         8"," ","  -37.2","0,0112, ","","","  23.6"," ,0,0715, ","   33.3","0,0814,+","-2.8","0,1011","-2.8","0,1011","-4.4","0,1024","-7.2","0,1026","-9.4","0,1027","0.0","0,0630","-4.4","0,0502","-4.4","0,0502","-6.7","0,0422","-10.6","0,0416","    4549.0","0","    4549.0","0","    336.3"," ,0","","","      6.13","0","     13.61","0","     -1.36","0"
"USC00240110","1964","45.0708","-112.0575","1783.1","ALDER 17 S, MT US","     42.0","","      42.0","0","        65","0","        41","0","         1","0","        14","0","        15","0","       210","0","        64","0","        93","0","         5","0","","","        11"," ","  -34.4","0,1217, ","   254"," ,0,0503, ","  28.7"," ,0,0607, ","   32.2","0,0727,+","0.0","0,0820","-2.8","0,0903","-6.7","0,0919","-6.7","0,0919","-9.4","0,1018","-0.6","0,0530","-2.8","0,0517","-8.3","0,0420","-8.3","0,0420","-10.6","0,0418","    4700.1","1","    4700.1","0","    363.7"," ,0","     1099"," ,0","      4.76","0","     12.11","0","     -2.60","0"
"USC00240110","1965","45.0708","-112.0575","1783.1","ALDER 17 S, MT US","     23.2","","      23.2","0","        67","0","        41","0","         0","0","        14","0","        14","0","       218","0","        43","0","        84","0","         1","0","","","        20"," ","  -26.7","0,0318, ","   254"," ,0,0506, ","  20.8"," ,0,0921, ","   32.8","0,0809, ","-3.3","0,0829","-3.3","0,0829","-5.0","0,0830","-8.3","0,0917","-10.6","0,0918","0.0","0,0616","-6.7","0,0518","-6.7","0,0518","-6.7","0,0518","-10.6","0,0328","    4735.5","5","    4735.5","0","    312.5"," ,0","     1065"," ,0","      5.22","0","     12.53","0","     -2.09","0"
"USC00240110","1966","45.0708","-112.0575","1783.1","ALDER 17 S, MT US","     61.0","","      61.0","0","        46","0","        29","0","         2","0","","","        13","0","       224","0","        45","0","       122","0","        10","0","","","         5"," ","  -25.0","0,0120, ","","","  37.1"," ,0,0915, ","   35.0","0,0730, ","-4.4","0,0821","-4.4","0,0821","-4.4","0,0821","-6.7","0,0930","-10.0","0,1014","-2.8","0,0625","-2.8","0,0625","-7.2","0,0523","-7.2","0,0523","-12.2","0,0420","    4676.2","2","    4676.2","0","    267.8"," ,0","","","      5.64","0","     13.71","0","     -2.43","0"
