"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"US1COLK0001","2004","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","","","","","","","        35","N","   171"," ,N,1128, ","","","","","     2860"," ,N"
"US1COLK0001","2005","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","       131","N","        57","N","         1","N","        48","N","   191"," ,N,1202, ","  26.9"," ,N,1019, ","    448.5"," ,N","     4002"," ,N"
"US1COLK0001","2008","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","       126","N","        62","N","         0","N","        54","N","   302"," ,N,0514, ","  19.8"," ,N,0225, ","    428.1"," ,N","     4497"," ,N"
"US1COLK0001","2009","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","       121","N","        52","N","         1","N","","","","","  37.6"," ,N,0601, ","    407.9"," ,N","",""
"US1COLK0001","2010","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","       130","N","        61","N","         0","N","        46","N","   198"," ,N,1026, ","  17.5"," ,N,1026, ","    453.9"," ,N","     3921"," ,N"
"US1COLK0001","2011","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","       125","N","        65","N","         0","N","","","","","  20.1"," ,N,0512, ","    417.2"," ,N","",""
"US1COLK0001","2012","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","       107","N","        46","N","         0","N","        29","N","   183"," ,N,0127, ","  14.5"," ,N,0707, ","    346.6"," ,N","     2423"," ,N"
"US1COLK0001","2013","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","       156","N","        62","N","         1","N","        49","N","   297"," ,N,0414, ","  35.8"," ,N,0715, ","    524.9"," ,N","     3842"," ,N"
"US1COLK0001","2015","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","       157","N","        66","N","         0","N","        52","N","   292"," ,N,0417, ","  18.5"," ,N,0511, ","    495.1"," ,N","     4286"," ,N"
"US1COLK0001","2016","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","       133","N","        58","N","         0","N","        44","N","   292"," ,N,1211, ","  20.1"," ,N,0805, ","    493.9"," ,N","     4405"," ,N"
"US1COLK0001","2017","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","       138","N","        72","N","         0","N","        53","N","   411"," ,N,0105, ","  24.6"," ,N,0713, ","    555.3"," ,N","     4836"," ,N"
"US1COLK0001","2018","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","       114","N","        48","N","         0","N","        36","N","   241"," ,N,1105, ","  22.6"," ,N,0408, ","    379.8"," ,N","     3012"," ,N"
"US1COLK0001","2019","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","       136","N","        60","N","         2","N","        52","N","   439"," ,N,0307, ","  28.2"," ,N,0307, ","    540.0"," ,N","     5622"," ,N"
"US1COLK0001","2020","39.2573","-106.3173","3037.9","LEADVILLE 1.4 WNW, CO US","       118","N","        52","N","         1","N","        41","N","   325"," ,N,0208, ","  25.7"," ,N,0909, ","    463.3"," ,N","     4166"," ,N"
