"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"KNW00043225","1951","38.43333","127.3","335.3","SOKCHORI, KN","        23"," ","",""
"KNW00043225","1952","38.43333","127.3","335.3","SOKCHORI, KN","        46"," ","         3"," "
