"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"CA0040318MN","1982","49.05","-105.4833","756.0","CORONACH SPC, SK CA","","","","","        95","C","        44","C","         2","C","        22","C","","","","","       114","C","       100","C","         6","C","","","   200"," ,C,1213, ","  28.5"," ,C,0627, ","   33.5","C,0818, ","","","","","","","","","","","","","","","","","","","","","","","","","    403.3"," ,C","     1680"," ,C","","","      8.30","C","","","","","",""
"CA0040318MN","1983","49.05","-105.4833","756.0","CORONACH SPC, SK CA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    4920.1","1","    4920.1"," ","","","","","","","","","","","","","",""
"CA0040318MN","1984","49.05","-105.4833","756.0","CORONACH SPC, SK CA","    204.3","","     204.3","C","","","","","","","","","        42","C","       198","C","        87","C","        99","C","        21","C","  -40.0","C,1230, ","","","","","   36.0","C,0729,+","-2.5","C,0923","-2.5","C,0923","-8.0","C,0925","-8.0","C,0925","-9.0","C,1027","-3.0","C,0526","-3.0","C,0526","-5.0","C,0525","-7.0","C,0508","-9.0","C,0501","","","","","","","","","      4.53","C","     10.69","C","     -1.62","C","","","",""
"CA0040318MN","1985","49.05","-105.4833","756.0","CORONACH SPC, SK CA","    113.3","","     113.3","C","","","","","","","","","        56","C","       192","C","        96","C","        89","C","         9","C","  -36.0","C,0203, ","","","","","   39.5","C,0722, ","-0.5","C,0923","-4.0","C,0924","-6.5","C,0930","-15.0","C,1009","-15.0","C,1009","-2.0","C,0604","-5.0","C,0422","-5.0","C,0422","-7.0","C,0406","-13.0","C,0330","    5377.4","4","    5377.4","C","","","","","      3.20","C","      9.35","C","     -2.95","C","","","",""
"CA0040318MN","1986","49.05","-105.4833","756.0","CORONACH SPC, SK CA","    103.0","","     103.0","C","        66","C","        32","C","         1","C","         1","C","        27","C","       181","C","        72","C","        98","C","         7","C","  -35.5","C,0220, ","    50"," ,C,0412, ","  32.8"," ,C,0704, ","   35.0","C,0818,+","-0.5","C,0826","-5.0","C,1003","-5.0","C,1003","-7.0","C,1031","-13.0","C,1101","0.0","C,0516","-5.0","C,0501","-5.0","C,0501","-16.0","C,0415","-16.0","C,0415","    5184.9","9","    5184.9","C","    361.0"," ,C","       80"," ,C","      5.32","C","     11.18","C","     -0.54","C","","","",""
"CA0040318MN","1987","49.05","-105.4833","756.0","CORONACH SPC, SK CA","    144.5","","     144.5","C","","","","","","","","","        11","C","       182","C","        51","C","       117","C","        12","C","  -26.0","C,1231, ","","","","","   36.0","C,0615, ","0.0","C,0908","-5.0","C,0918","-5.0","C,0918","-9.0","C,1010","-9.0","C,1010","0.0","C,0427","-5.0","C,0413","-5.0","C,0413","-12.0","C,0329","-12.0","C,0329","    4300.6","6","    4300.6","C","","","","","      7.05","C","     13.73","C","      0.37","C","","","",""
"CA0040318MN","1988","49.05","-105.4833","756.0","CORONACH SPC, SK CA","    283.3","","     283.3","C","","","","","","","","","        46","C","       200","C","        74","C","       127","C","        25","C","  -35.5","C,0210, ","","","","","   40.0","C,0605, ","-1.5","C,0828","-4.0","C,0919","-9.0","C,1003","-9.0","C,1003","-9.0","C,1003","-2.5","C,0504","-2.5","C,0504","-10.0","C,0427","-10.0","C,0427","-10.0","C,0427","    4639.6","6","    4639.6","C","","","","","      5.46","C","     12.77","C","     -1.85","C","","","",""
"CA0040318MN","1989","49.05","-105.4833","756.0","CORONACH SPC, SK CA","","","","","        57","C","        22","C","         1","C","         2","C","        49","C","       185","C","        93","C","        99","C","        19","C","  -37.0","C,1222, ","   150"," ,C,0105, ","  29.0"," ,C,0512, ","   38.0","C,0801,+","-3.0","C,0910","-3.0","C,0910","-4.5","C,1006","-7.0","C,1018","-11.0","C,1029","-1.0","C,0506","-6.0","C,0505","-6.0","C,0505","-7.0","C,0430","-11.5","C,0417","    5174.8","8","    5174.8","C","    254.6"," ,C","      245"," ,C","      3.93","C","     10.24","C","     -2.37","C","","","",""
"CA0040318MN","1990","49.05","-105.4833","756.0","CORONACH SPC, SK CA","","","","","","","","","","","","","","","","","        68","C","       105","C","        10","C","","","","","","","   38.0","C,0815, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     11.55","C","","","","","",""
"CA0040318MN","1991","49.05","-105.4833","756.0","CORONACH SPC, SK CA","","","","","","","","","","","","","        39","C","       184","C","","","","","","","  -36.0","C,0106, ","","","","","","","-0.5","C,0917","-3.0","C,0918","-10.5","C,1005","-10.5","C,1005","-10.5","C,1005","-6.0","C,0506","-6.0","C,0506","-6.0","C,0506","-14.0","C,0328","-14.0","C,0328","","","","","","","","","","","","","     -1.30","C","","","",""
"CA0040318MN","1992","49.05","-105.4833","756.0","CORONACH SPC, SK CA","     59.0","","      59.0","C","        82","C","        42","C","         0","C","         7","C","        24","C","       190","C","        64","C","        97","C","        11","C","  -32.0","C,1228,+","    80"," ,C,0123, ","  20.2"," ,C,0801, ","   37.0","C,0819, ","0.0","C,0831","-3.0","C,0910","-6.0","C,0928","-7.0","C,1007","-12.0","C,1016","-1.0","C,0607","-7.0","C,0525","-7.0","C,0525","-7.0","C,0525","-10.0","C,0412","    4407.3","3","    4407.3","C","    323.1"," ,C","      517"," ,C","      4.95","C","     11.64","C","     -1.74","C","","","",""
"CA0040318MN","1994","49.05","-105.4833","756.0","CORONACH SPC, SK CA","","","","","","","","","","","","","","","","","        85","C","       111","C","        12","C","","","","","","","   37.0","C,0815, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     10.65","C","","","","","",""
"CA0040318MN","1996","49.05","-105.4833","756.0","CORONACH SPC, SK CA","    100.1","","     100.1","C","       115","C","        40","C","         0","C","        17","C","        76","C","       217","C","       109","C","        94","C","        13","C","  -38.8","C,0201, ","   119"," ,C,1128, ","  22.2"," ,C,0518, ","   35.0","C,0816, ","-3.5","C,0911","-3.5","C,0911","-4.5","C,0927","-9.5","C,1002","-9.5","C,1002","-1.1","C,0512","-5.2","C,0509","-5.2","C,0509","-7.8","C,0405","-15.5","C,0404","","","","","    393.0"," ,C","     1406"," ,C","      1.52","C","      8.23","C","     -5.18","C","","","",""
