"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FRE00104124","1947","42.5406","9.4853","10.0","BASTIA, FR","    577.6","","     577.6","E","","","","","","","         0","E","         3","E","         0","E","       167","E","        13","E","   -1.0","E,0105, ","","","   36.5","E,0731, ","0.0","E,1216","","","0.0","E,0108","","","","","","","","","","","     15.90","E","     20.84","E","     10.95","E"
"FRE00104124","1948","42.5406","9.4853","10.0","BASTIA, FR","    317.0","","     317.0","E","        53","E","        34","E","         4","E","         0","E","        10","E","         0","E","       171","E","         0","E","   -1.4","E,0220, "," 104.0"," ,E,0903, ","   31.0","E,0801, ","-1.0","E,1226","","","0.0","E,0328","","","","","    1472.3","3","    1472.3","E","    576.5"," ,E","     15.15","E","     20.56","E","      9.75","E"
"FRE00104124","1949","42.5406","9.4853","10.0","BASTIA, FR","    505.4","","     505.4","E","        83","E","        54","E","         4","E","         0","E","        16","E","         0","E","       169","E","         6","E","   -4.0","E,0204, ","  56.7"," ,E,1231, ","   36.0","E,0803, ","","","","","-1.4","E,0307","-3.8","E,0305","","","    1560.1","1","    1560.1","E","    726.2"," ,E","     15.40","E","     21.01","E","      9.78","E"
"FRE00104124","1950","42.5406","9.4853","10.0","BASTIA, FR","    530.8","","     530.8","E","        74","E","        47","E","         8","E","         0","E","         2","E","         0","E","       174","E","        10","E","   -0.3","E,1221, ","  65.9"," ,E,1024, ","   34.4","E,0705, ","-0.3","E,1221","","","0.0","E,0131","","","","","    1492.3","3","    1492.3","E","    693.2"," ,E","     15.47","E","     20.90","E","     10.05","E"
"FRE00104124","1951","42.5406","9.4853","10.0","BASTIA, FR","    412.7","","     412.7","E","        87","E","        60","E","         4","E","         0","E","         3","E","         0","E","       136","E","         0","E","   -1.0","E,0327,+","  48.3"," ,E,1025, ","   31.4","E,0715, ","-0.2","E,1212","","","-1.0","E,0327","","","","","    1597.4","4","    1597.4","E","    758.8"," ,E","     15.06","E","     20.18","E","      9.93","E"
"FRE00104124","1952","42.5406","9.4853","10.0","BASTIA, FR","    548.0","","     548.0","E","        67","E","        34","E","         1","E","         0","E","        12","E","         0","E","       168","E","         9","E","   -2.2","E,0309, ","  27.0"," ,E,1020, ","   35.8","E,0706, ","0.0","E,1221","","","-1.4","E,0316","-2.2","E,0309","","","    1646.5","5","    1646.5","E","    330.3"," ,E","     15.18","E","     20.52","E","      9.84","E"
"FRE00104124","1953","42.5406","9.4853","10.0","BASTIA, FR","    434.1","","     434.1","E","        93","E","        62","E","        14","E","         0","E","        14","E","         0","E","       155","E","         2","E","   -1.7","E,0209, "," 120.3"," ,E,0215, ","   32.8","E,0822, ","","","","","-0.2","E,0314","","","","","    1775.1","1","    1775.1","E","   1145.3"," ,E","     15.08","E","     20.01","E","     10.15","E"
"FRE00104124","1954","42.5406","9.4853","10.0","BASTIA, FR","    319.0","","     319.0","E","        70","E","        37","E","         6","E","         0","E","        10","E","         0","E","       155","E","         0","E","   -4.6","E,0125, ","  57.7"," ,E,0205, ","   31.0","E,0810,+","","","","","0.0","E,0309","-3.8","E,0126","-4.6","E,0125","    1572.5","5","    1572.5","E","    530.1"," ,E","     14.65","E","     19.84","E","      9.46","E"
"FRE00104124","1955","42.5406","9.4853","10.0","BASTIA, FR","    421.9","","     421.9","E","        75","E","        49","E","         7","E","         0","E","         5","E","         0","E","       171","E","         2","E","   -2.2","E,0102, ","  75.0"," ,E,0123, ","   34.1","E,0719, ","0.0","E,1126","","","0.0","E,0305","-2.2","E,0102","","","    1444.0","0","    1444.0","E","    686.2"," ,E","     15.48","E","     20.59","E","     10.37","E"
"FRE00104124","1956","42.5406","9.4853","10.0","BASTIA, FR","    353.1","","     353.1","E","        87","E","        46","E","         6","E","         0","E","        21","E","         0","E","       156","E","         2","E","   -5.0","E,0216, "," 153.2"," ,E,0922, ","   35.0","E,0810, ","","","","","-1.0","E,0315","-3.2","E,0310","-5.0","E,0216","    1718.1","1","    1718.1","E","    831.9"," ,E","     14.08","E","     18.94","E","      9.21","E"
