"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00271662","1997","44.78972","-71.57167","298.7","COLUMBIA, NH US","","","","","","","","","","","","","","","","","","","         2"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00271662","1998","44.78972","-71.57167","298.7","COLUMBIA, NH US","       116","0","        96","0","        12","0","        15","0","        25","0","       171","0","        40","0","       124","0","         0","0","        39"," ","  -31.1","0,0127,+","   152"," ,0,0116, ","  44.5"," ,0,0109, ","   31.1","0,0716, ","-2.8","0,0924","-2.8","0,0924","-6.1","0,1006","-7.2","0,1110","-11.1","0,1118","-2.2","0,0528","-2.2","0,0528","-6.7","0,0428","-6.7","0,0428","-12.2","0,0327","   1143.3"," ,0","      931"," ,0","      6.41","0","     13.22","0","     -0.40","0"
