"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00041253","1962","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    331.1","","     331.1","0","        34","0","        24","0","         8","0","        0","","         0","0","         0","0","        20","0","         0","0","       242","0","        61","0","       105"," ","   -3.3","0,1228,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  80.8"," ,0,0210, ","   41.1","0,0829,+","    1698.6","0","0.0","0,1222","-3.3","0,1228","","","","","","","-1.7","0,0307","-3.3","0,0228","","","","","    1421.2","2","    1421.2","0","","","","","    454.8"," ,0","        0"," ,0","     15.66","0","     24.32","0","      6.99","0","     26803","0"
"USC00041253","1963","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    315.2","","     315.2","0","        40","0","        29","0","         5","0","        0","","         0","0","         0","0","        15","0","         0","0","       238","0","        47","0","        79"," ","   -3.3","0,0113, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 106.2"," ,0,0210, ","   41.7","0,0929, ","    1637.1","0","-1.7","0,1211","","","","","","","","","-0.6","0,0123","-2.8","0,0114","","","","","    1284.4","4","    1284.4","0","","","","","    493.1"," ,0","        0"," ,0","     15.68","0","     23.82","0","      7.55","0","     31266","0"
"USC00041253","1964","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    374.0","","     374.0","0","        37","0","        21","0","         4","0","        0","","         0","0","         0","0","        21","0","         0","0","       235","0","        59","0","","","   -1.7","0,0309, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  50.8"," ,0,0401, ","   40.0","0,0808, ","    1801.3","0","0.0","0,1115","","","","","","","","","0.0","0,0326","","","","","","","    1309.8","8","    1309.8","0","      9.09","0","     22.46","0","    341.5"," ,0","        0"," ,0","     15.58","0","     24.03","0","      7.13","0","     30554","0"
"USC00041253","1965","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    370.5","","     370.5","0","        46","0","        29","0","         8","0","        0","","         0","0","         0","0","        13","0","         0","0","       230","0","        56","0","","","   -2.2","0,0101, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  81.0"," ,0,1229, ","   38.9","0,0814,+","    1733.7","0","-0.6","0,1104","","","","","","","","","-0.6","0,0213","-2.2","0,0101","","","","","    1321.4","4","    1321.4","0","      9.17","0","     21.80","0","    592.7"," ,0","        0"," ,0","     15.72","0","     23.73","0","      7.71","0","     30057","0"
"USC00041253","1966","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    427.3","","     427.3","0","        30","0","        14","0","         3","0","        0","","         0","0","         0","0","        18","0","         0","0","       245","0","        68","0","","","   -2.2","0,1229,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  57.2"," ,0,1107, ","   38.9","0,0615, ","    1740.0","0","-1.1","0,1225","-2.2","0,1229","","","","","","","0.0","0,0303","-2.2","0,0124","","","","","    1226.8","8","    1226.8","0","      9.31","0","     22.27","0","    267.9"," ,0","        0"," ,0","     16.19","0","     24.53","0","      7.85","0","",""
"USC00041253","1967","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    584.9","","     584.9","0","        53","0","        36","0","         7","0","        0","","         0","0","         0","0","        12","0","         0","0","       233","0","        96","0","","","   -5.6","0,1214, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  60.5"," ,0,0122, ","   39.4","0,0831,+","    1677.0","0","-3.9","0,1211","-3.9","0,1211","-5.6","0,1214","","","","","-1.1","0,0221","","","","","","","    1328.4","4","    1328.4","0","      9.37","0","     22.15","0","    527.1"," ,0","        0"," ,0","     16.38","0","     24.73","0","      8.04","0","     25062","0"
"USC00041253","1968","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    414.8","","     414.8","0","        34","0","        17","0","         2","0","        0","","         0","0","         0","0","        14","0","         0","0","       262","0","        65","0","","","   -5.0","0,1221, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  36.1"," ,0,0308, ","   39.4","0,0926,+","    1872.4","0","-2.2","0,1212","-2.2","0,1212","-5.0","0,1221","","","","","0.0","0,0129","","","","","","","    1060.1","1","    1060.1","0","      8.93","0","     21.79","0","    235.9"," ,0","        0"," ,0","     16.35","0","     24.89","0","      7.82","0","     27096","0"
"USC00041253","1969","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    358.3","","     358.3","0","        52","0","        35","0","        10","0","        0","","         0","0","         0","0","         9","0","         0","0","       237","0","        66","0","","","   -2.2","0,1229, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 125.7"," ,0,0125, ","   41.7","0,0805, ","    1633.8","0","-1.1","0,1228","-2.2","0,1229","","","","","","","0.0","0,0314","","","","","","","    1305.3","3","    1305.3","0","      9.77","0","     22.40","0","    946.2"," ,0","        0"," ,0","     15.84","0","     23.96","0","      7.71","0","     25812","0"
"USC00041253","1970","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    398.3","","     398.3","0","        42","0","        24","0","         8","0","        0","","         0","0","         0","0","         6","0","         0","0","       253","0","        69","0","","","   -1.7","0,0130, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  81.3"," ,0,0301, ","   41.1","0,0703, ","    1759.9","0","-0.6","0,1228","","","","","","","","","-1.7","0,0130","","","","","","","    1141.1","1","    1141.1","0","      9.73","0","     23.10","0","    553.6"," ,0","        0"," ,0","     16.05","0","     24.97","0","      7.12","0","     28328","0"
"USC00041253","1971","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    483.2","","     483.2","0","        35","0","        19","0","         3","0","        0","","         0","0","         0","0","        32","0","         0","0","       223","0","        71","0","","","   -3.3","0,1216,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  78.7"," ,0,1227, ","   46.1","0,0914, ","    1739.2","0","0.0","0,1029","-2.2","0,1030","","","","","","","0.0","0,0306","-2.8","0,0227","","","","","    1381.5","5","    1381.5","0","      9.00","0","     22.77","0","    340.9"," ,0","        0"," ,0","     15.43","0","     24.23","0","      6.62","0","     27053","0"
"USC00041253","1972","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    403.5","","     403.5","0","        26","0","        10","0","         2","0","        0","","         0","0","         0","0","        20","0","         0","0","       264","0","        51","0","","","   -3.9","0,1209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  52.1"," ,0,1114, ","   41.1","0,0823, ","    1791.9","0","-1.7","0,1202","-3.9","0,1209","","","","","","","0.0","0,0420","","","","","","","    1301.7","7","    1301.7","0","      9.61","0","     23.19","0","    187.6"," ,0","        0"," ,0","     16.10","0","     24.69","0","      7.50","0","     27712","0"
"USC00041253","1973","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    356.3","","     356.3","0","        48","0","        33","0","         9","0","        0","","         0","0","         0","0","        12","0","         0","0","       212","0","        62","0","","","   -5.0","0,0106, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 101.6"," ,0,0211, ","   41.1","0,0726, ","    1682.9","0","-0.6","0,1104","","","","","","","","","-1.1","0,0127","-5.0","0,0106","-5.0","0,0106","","","    1470.4","4","    1470.4","0","      9.36","0","     22.65","0","    690.6"," ,0","        0"," ,0","     15.47","0","     23.53","0","      7.41","0","     26059","0"
"USC00041253","1974","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    383.7","","     383.7","0","        35","0","        23","0","         6","0","        0","","         0","0","         0","0","        16","0","         0","0","       241","0","        63","0","","","   -3.3","0,1225, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 174.0"," ,0,1204, ","   39.4","0,0725, ","    1647.8","0","0.0","0,1201","-2.8","0,1224","","","","","","","0.0","0,0305","-2.2","0,0207","","","","","    1348.1","1","    1348.1","0","      9.51","0","     23.34","0","    559.7"," ,0","        0"," ,0","     15.75","0","     24.20","0","      7.31","0","     22815","0"
"USC00041253","1975","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    273.2","","     273.2","0","        42","0","        23","0","         4","0","        0","","         0","0","         0","0","        15","0","         0","0","       239","0","        45","0","","","   -3.3","0,0129,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  87.1"," ,0,0308, ","   38.9","0,0809, ","    1590.0","0","-0.6","0,1120","","","","","","","","","-0.6","0,0222","-2.2","0,0130","","","","","    1386.1","1","    1386.1","0","      8.97","0","     22.71","0","    395.5"," ,0","        0"," ,0","     15.23","0","     23.82","0","      6.64","0","     22579","0"
"USC00041253","1976","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    417.5","","     417.5","0","        40","0","        21","0","         7","0","        0","","         0","0","         0","0","        12","0","         0","0","       283","0","        53","0","","","   -4.4","0,0101, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  47.0"," ,0,0209, ","   41.7","0,0628, ","    1734.4","0","0.0","0,1224","","","","","","","","","-0.6","0,0307","-2.2","0,0103","-4.4","0,0101","","","    1247.2","2","    1247.2","0","      9.52","0","     23.06","0","    406.0"," ,0","        0"," ,0","     16.49","0","     25.26","0","      7.72","0","     22505","0"
"USC00041253","1977","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    366.5","","     366.5","0","        34","0","        19","0","         6","0","        0","","         0","0","         0","0","         9","0","         0","0","       264","0","        52","0","","","   -2.8","0,0109, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  77.5"," ,0,1228, ","   40.6","0,0723, ","    1867.1","0","0.0","0,1120","","","","","","","","","0.0","0,0331","-2.8","0,0109","","","","","    1119.1","1","    1119.1","0","      9.16","0","     22.70","0","    378.7"," ,0","        0"," ,0","     16.26","0","     25.14","0","      7.37","0","     27089","0"
"USC00041253","1978","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    407.9","","     407.9","0","        59","0","        43","0","        13","0","        0","","         0","0","         0","0","        12","0","         0","0","       227","0","        69","0","","","   -5.0","0,1207, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 144.3"," ,0,0304, ","   40.6","0,0925, ","    1771.0","0","0.0","0,1112","-5.0","0,1207","-5.0","0,1207","","","","","","","","","","","","","    1026.0","0","    1026.0","0","      9.32","0","     22.48","0","   1044.9"," ,0","        0"," ,0","     16.01","0","     24.19","0","      7.82","0","     26929","0"
"USC00041253","1979","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    424.8","","     424.8","0","        47","0","        29","0","         7","0","        0","","         0","0","         0","0","        11","0","         0","0","       244","0","        58","0","","","   -3.3","0,0129, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  65.8"," ,0,0327, ","   41.1","0,0916,+","    1826.7","0","-0.6","0,1120","","","","","","","","","0.0","0,0208","-3.3","0,0129","","","","","    1383.9","9","    1383.9","0","      8.56","0","     22.45","0","    554.4"," ,0","        0"," ,0","     16.11","0","     24.59","0","      7.63","0","     29715","0"
"USC00041253","1980","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    395.7","","     395.7","0","        38","0","        24","0","         7","0","        0","","         0","0","         0","0","         6","0","         0","0","       259","0","        46","0","","","   -1.7","0,1207, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 100.3"," ,0,0217, ","   43.3","0,1002, ","    1794.3","0","-0.6","0,1130","","","","","","","","","-0.6","0,0211","","","","","","","    1072.1","1","    1072.1","0","      8.29","0","     22.01","0","    535.0"," ,0","        0"," ,0","     16.61","0","     24.99","0","      8.23","0","     30512","0"
"USC00041253","1981","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    503.3","","     503.3","0","        41","0","        21","0","         6","0","        0","","         0","0","         0","0","         4","0","         0","0","       269","0","        78","0","","","   -1.1","0,0201, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  72.9"," ,0,0305, ","   40.6","0,0617, ","    2502.8","0","0.0","0,1224","","","","","","","","","0.0","0,0226","","","","","","","     958.0","0","     958.0","0","      8.35","0","     22.51","0","    465.5"," ,0","        0"," ,0","     16.91","0","     25.73","0","      8.10","0","     25643","0"
"USC00041253","1982","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    363.3","","     363.3","0","        59","0","        39","0","         7","0","        0","","         0","0","         0","0","        13","0","         0","0","       231","0","        56","0","","","   -2.2","0,1225,+","     0"," ,0,1231,+","     0"," ,0,1231,+","  62.7"," ,0,0401, ","   40.6","0,0822, ","    1647.8","0","-1.1","0,1214","-2.2","0,1225","","","","","","","0.0","0,0320","-2.2","0,0108","","","","","    1174.6","6","    1174.6","0","      7.89","0","     21.14","0","    612.5"," ,0","        0"," ,0","     15.87","0","     24.01","0","      7.74","0","     25395","0"
"USC00041253","1983","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1225.3","3","    1225.3","0","","","","","","","","","","","","","","","",""
"USC00041253","1984","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    698.9","","     698.9","0","        39","0","        17","0","         1","0","","","         0","0","         0","0","         8","0","         0","0","       265","0","        99","0","","","   -2.2","0,1222,+","","","     0"," ,0,1231,+","  38.4"," ,0,1113, ","   42.2","0,0905, ","    2076.7","0","-2.2","0,1221","-2.2","0,1221","","","","","","","0.0","0,0120","","","","","","","","","","","      8.04","0","     22.73","0","    240.0"," ,0","        0"," ,0","     17.08","0","     26.07","0","      8.09","0","",""
"USC00041253","1985","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    529.0","","     529.0","0","        36","0","        22","0","         4","0","","","         0","0","         0","0","        18","0","         0","0","       245","0","        79","0","","","   -2.8","0,1213,+","","","     0"," ,0,1231,+","  51.6"," ,0,1125, ","   41.7","0,0702, ","    1824.2","0","0.0","0,1119","-2.2","0,1210","","","","","","","0.0","0,0326","-2.2","0,0203","","","","","    1302.3","3","    1302.3","0","      8.44","0","     22.94","0","    282.9"," ,0","        0"," ,0","     16.41","0","     25.27","0","      7.54","0","",""
"USC00041253","1986","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    397.7","","     397.7","0","        35","0","        26","0","         6","0","","","         0","0","         0","0","         1","0","         0","0","       276","0","        62","0","","","   -0.6","0,0209, ","","","     0"," ,0,1231,+","  81.0"," ,0,0215, ","   38.9","0,0821,+","    1799.1","0","","","","","","","","","","","-0.6","0,0209","","","","","","","     993.4","4","     993.4","0","      9.94","0","     24.23","0","    454.9"," ,0","        0"," ,0","     16.95","0","     25.57","0","      8.34","0","     24796","0"
"USC00041253","1987","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    472.8","","     472.8","0","        49","0","        30","0","         5","0","        0","","         0","0","         0","0","        22","0","         0","0","       251","0","        73","0","","","   -6.1","0,0117, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.0"," ,0,1205, ","   42.8","0,1005, ","","","0.0","0,1129","-2.2","0,1224","-4.4","0,1225","","","","","0.0","0,0320","-2.2","0,0121","-6.1","0,0117","","","    1030.8","8","    1030.8","0","","","","","    421.6"," ,0","        0"," ,0","     16.48","0","     25.16","0","      7.79","0","",""
"USC00041253","1988","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    459.0","","     459.0","0","        36","0","        20","0","         4","0","        0","","         0","0","         0","0","        11","0","         0","0","       278","0","        61","0","","","   -5.0","0,1227, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  94.2"," ,0,0229, ","   42.8","0,0718, ","    1879.2","0","0.0","0,1214","-5.0","0,1227","-5.0","0,1227","","","","","0.0","0,0218","","","","","","","    1100.7","7","    1100.7","0","      9.08","0","     23.65","0","    460.7"," ,0","        0"," ,0","     16.62","0","     25.50","0","      7.74","0","     20287","0"
"USC00041253","1989","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    1099.2","2","    1099.2","0","","","","","","","","","","","","","","","",""
"USC00041253","1990","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    559.7","","     559.7","0","        32","0","        18","0","         2","0","        0","","         0","0","         0","0","        34","0","         0","0","       284","0","       102","0","","","   -8.9","0,1222, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  37.1"," ,0,0113, ","   42.2","0,0712, ","    1899.3","0","0.0","0,1121","-2.8","0,1216","-8.9","0,1222","-8.9","0,1222","-8.9","0,1222","-0.6","0,0314","-5.6","0,0215","-5.6","0,0215","","","","","","","      8.94","0","     23.61","0","    209.8"," ,0","        0"," ,0","     16.87","0","     26.41","0","      7.33","0","     21689","0"
"USC00041253","1991","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    237.0","","     237.0","0","        34","0","        26","0","        10","0","        0","","         0","0","         0","0","        13","0","         0","0","       265","0","        25","0","","","   -3.3","0,1220, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 154.9"," ,0,0319, ","   40.6","0,1003, ","    1805.8","0","-0.6","0,1129","-3.3","0,1220","","","","","","","-0.6","0,0316","-2.8","0,0101","","","","","    1168.7","7","    1168.7","0","     10.02","0","     24.63","0","    769.2"," ,0","        0"," ,0","     15.75","0","     24.02","0","      7.48","0","     20974","0"
"USC00041253","1992","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    571.4","","     571.4","0","        42","0","        35","0","        10","0","        0","","         0","0","         0","0","         9","0","         0","0","       278","0","        84","0","","","   -1.7","0,1219, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 119.4"," ,0,0212, ","   40.6","0,0819,+","    1694.4","0","-1.7","0,1219","","","","","","","","","0.0","0,0114","","","","","","","     958.6","6","     958.6","0","     10.56","0","     25.58","0","    732.2"," ,0","        0"," ,0","     17.34","0","     26.02","0","      8.66","0","",""
"USC00041253","1993","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    484.5","","     484.5","0","        44","0","        32","0","        14","0","        0","","         0","0","         0","0","         6","0","         0","0","       275","0","        62","0","","","   -3.3","0,0103, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  85.3"," ,0,0326, ","   41.7","0,0802,+","    1751.2","0","-0.6","0,1216","","","","","","","","","0.0","0,0111","-2.8","0,0104","","","","","    1007.2","2","    1007.2","0","     10.21","0","     25.08","0","    863.3"," ,0","        0"," ,0","     16.96","0","     25.59","0","      8.32","0","",""
"USC00041253","1994","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    437.3","","     437.3","0","        43","0","        29","0","         6","0","        0","","         0","0","         0","0","        14","0","         0","0","       262","0","        68","0","","","   -2.8","0,1209, ","     0"," ,0,1231,+","     0"," ,0,1231,+","  48.5"," ,0,0220, ","   42.8","0,0816, ","    1658.5","0","-1.1","0,1119","-2.2","0,1208","","","","","","","0.0","0,0212","","","","","","","     993.4","4","     993.4","0","      9.75","0","     24.21","0","    439.3"," ,0","        0"," ,0","     16.40","0","     25.55","0","      7.26","0","     11862","0"
"USC00041253","1995","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    503.1","","     503.1","0","        55","0","        36","0","        14","0","        0","","         0","0","         0","0","         1","0","         0","0","       269","0","        85","0","","","   -1.7","0,1221, ","     0"," ,0,1231,+","     0"," ,0,1231,+"," 158.8"," ,0,0110, ","   41.1","0,0728, ","    1583.8","0","-1.7","0,1221","","","","","","","","","","","","","","","","","    1117.0","0","    1117.0","0","","","","","   1112.8"," ,0","        0"," ,0","     17.29","0","     26.05","0","      8.54","0","     15872","0"
"USC00041253","1996","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    620.7","","     620.7","0","","","","","","","","","","","         0","0","         7","0","         0","0","       285","0","       100","0","","","   -1.7","0,1203,+","","","","","","","   42.8","0,0814, ","    1861.2","0","-1.7","0,1203","","","","","","","","","0.0","0,0227","","","","","","","     755.8","8","     755.8","0","     10.19","0","     24.76","0","","","","","     17.58","0","     27.01","0","      8.15","0","     21598","0"
"USC00041253","1997","34.58223","-119.98159","240.5","CACHUMA LAKE, CA US","    674.9","","     674.9","0","        38","0","        26","0","         3","0","        0","","         0","0","         0","0","        10","0","         0","0","       276","0","       107","0","","","   -2.2","0,1223,+","     0"," ,0,1231,+","     0"," ,0,1231,+"," 179.8"," ,0,1206, ","   44.4","0,0806, ","    1854.3","0","-2.2","0,1210","-2.2","0,1210","","","","","","","-1.1","0,0225","","","","","","","     915.8","8","     915.8","0","","","","","    480.6"," ,0","        0"," ,0","     17.62","0","     27.03","0","      8.20","0","     22856","0"
