"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00276302","1944","42.93333","-71.91667","214.0","NORTH VILLAGE, NH US","        97","6","        73","6","        11","6","","","","","",""," 142.0"," ,6,0625, ","","","","","","","","","","","","","","","","","","","","","   1189.0"," ,6","",""
"USC00276302","1946","42.93333","-71.91667","214.0","NORTH VILLAGE, NH US","        99","6","        69","6","        10","6","        17","6","       161","6","  -25.6","6,0205, ","  70.9"," ,6,1001, ","0.0","6,0905","-2.2","6,0913","-6.1","6,1010","-8.9","6,1116","-8.9","6,1116","-1.1","6,0511","-2.8","6,0509","-5.6","6,0504","-12.2","6,0401","-12.2","6,0401","   1030.7"," ,6","      0.60","6"
"USC00276302","1947","42.93333","-71.91667","214.0","NORTH VILLAGE, NH US","        92","6","        65","6","         7","6","        12","6","       180","6","  -26.7","6,0110, ","  67.1"," ,6,1113, ","-0.6","6,0920","-2.2","6,0923","-6.7","6,0926","-6.7","6,0926","-10.6","6,1025","0.0","6,0531","-5.0","6,0515","-5.0","6,0515","-12.2","6,0422","-12.2","6,0422","    862.1"," ,6","      0.49","6"
"USC00276302","1949","42.93333","-71.91667","214.0","NORTH VILLAGE, NH US","        98","0","        72","0","         2","0","","","","","","","  46.5"," ,0,0106, ","","","","","","","","","","","","","","","","","","","","","    791.8"," ,0","",""
"USC00276302","1950","42.93333","-71.91667","214.0","NORTH VILLAGE, NH US","       102","0","        64","0","        10","0","","","","","",""," 115.6"," ,0,1126, ","","","","","","","","","","","","","","","","","","","","","   1026.6"," ,0","",""
"USC00276302","1952","42.93333","-71.91667","214.0","NORTH VILLAGE, NH US","        89","0","        68","0","        12","0","","","","","","","  48.3"," ,0,1212,+","","","","","","","","","","","","","","","","","","","","","    999.8"," ,0","",""
