"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"PKM00041718","2007","28.65","70.683","88.0","KHANPUR, PK","        19","S","        11","S","         2","S","         0","S","       318","S","       211","S","  71.9"," ,S,0723, ","   46.7","S,0610, ","    174.8"," ,S","     33.54","S"
"PKM00041718","2009","28.65","70.683","88.0","KHANPUR, PK","        13","S","         9","S","         2","S","         0","S","       333","S","       207","S","  37.6"," ,S,0116, ","   47.2","S,0708, ","    119.1"," ,S","     33.43","S"
"PKM00041718","2010","28.65","70.683","88.0","KHANPUR, PK","        21","S","        15","S","         4","S","         0","S","       327","S","       217","S"," 120.9"," ,S,0805, ","   49.2","S,0527, ","    330.4"," ,S","     33.51","S"
"PKM00041718","2011","28.65","70.683","88.0","KHANPUR, PK","        22","S","         9","S","         4","S","         0","S","       324","S","       220","S","  86.9"," ,S,0901, ","   46.6","S,0607, ","    293.9"," ,S","     32.80","S"
"PKM00041718","2012","28.65","70.683","88.0","KHANPUR, PK","        17","S","        14","S","         4","S","         0","S","       333","S","       213","S"," 173.0"," ,S,0909, ","   45.5","S,0529, ","    446.2"," ,S","     32.95","S"
"PKM00041718","2013","28.65","70.683","88.0","KHANPUR, PK","        15","S","         9","S","         2","S","","","","","","","  61.0"," ,S,0726, ","","","    165.7"," ,S","",""
"PKM00041718","2014","28.65","70.683","88.0","KHANPUR, PK","        16","S","         8","S","         2","S","","","","","","","  31.0"," ,S,0422, ","","","    107.2"," ,S","",""
"PKM00041718","2016","28.65","70.683","88.0","KHANPUR, PK","        17","S","        10","S","         4","S","","","","","","","  43.9"," ,S,0410, ","","","    218.7"," ,S","",""
"PKM00041718","2017","28.65","70.683","88.0","KHANPUR, PK","        18","S","        13","S","         4","S","","","","","","","  46.0"," ,S,0719, ","","","    224.6"," ,S","",""
"PKM00041718","2018","28.65","70.683","88.0","KHANPUR, PK","         9","S","         5","S","         0","S","","","","","","","  22.6"," ,S,0705, ","","","     67.8"," ,S","",""
"PKM00041718","2019","28.65","70.683","88.0","KHANPUR, PK","        32","S","        22","S","         1","S","","","","","","","  32.0"," ,S,0221, ","","","    214.7"," ,S","",""
"PKM00041718","2023","28.65","70.683","88.0","KHANPUR, PK","        31","S","        18","S","         3","S","         0","S","       335","S","       218","S","  41.9"," ,S,0724, ","   44.5","S,0512, ","    216.9"," ,S","     33.70","S"
"PKM00041718","2024","28.65","70.683","88.0","KHANPUR, PK","        22","S","        15","S","         3","S","","","","","","","  48.0"," ,S,0828, ","","","    228.5"," ,S","",""
