"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00303941","1916","43.1","-74.016667","429.8","HOMESTEAD SANATARIUM, NY US","","","","","","","","","","","","","","","         1"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00303941","1918","43.1","-74.016667","429.8","HOMESTEAD SANATARIUM, NY US","    178.7","","     178.7","6","        11","6","       157","6","        67","6","       104","6","         5","6","","","  -26.7","6,0205, ","   36.7","6,0814,+","0.0","6,0911","-2.2","6,1001","-8.9","6,1107","-8.9","6,1107","-8.9","6,1107","0.0","6,0509","-2.2","6,0425","-4.4","6,0410","-8.9","6,0328","-8.9","6,0328","","","","","      7.00","6","     12.32","6","      1.68","6"
"USC00303941","1920","43.1","-74.016667","429.8","HOMESTEAD SANATARIUM, NY US","    121.6","","     121.6","6","        21","6","       151","6","        85","6","       101","6","         0","6","","","  -26.7","6,0105, ","   30.0","6,0629, ","-0.6","6,0920","-2.2","6,1029","-6.1","6,1110","-13.3","6,1112","-13.3","6,1112","-1.1","6,0504","-4.4","6,0410","-4.4","6,0410","-8.3","6,0409","-11.7","6,0408","","","","","      6.18","6","     11.07","6","      1.30","6"
"USC00303941","1921","43.1","-74.016667","429.8","HOMESTEAD SANATARIUM, NY US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3813.3","3","    3813.3","6","","","","","",""
