"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"LAW00041074","1969","16.556594","104.759531","155.1","SAVANNAKHET L 39, LA","       107"," ","        31"," ","","","",""
"LAW00041074","1970","16.556594","104.759531","155.1","SAVANNAKHET L 39, LA","        72"," ","        21"," ","       0.8","8","       0.8","X"
