"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000CCLA","2010","34.1369","-117.7069","501.4","CLAREMONT CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","    1097.6","6","    1097.6","U","","","","","",""
"USR0000CCLA","2012","34.1369","-117.7069","501.4","CLAREMONT CALIFORNIA, CA US","","","","","","","","","","","","","","","","","","","","","","","","","     989.2","2","     989.2","U","","","","","",""
"USR0000CCLA","2013","34.1369","-117.7069","501.4","CLAREMONT CALIFORNIA, CA US","    750.8","","     750.8","U","         0","U","         9","U","         0","U","       273","U","        69","U","   -1.7","U,0114,+","   38.9","U,0630, ","0.0","U,1209","0.0","U,0220","","","","","","","     17.75","U","     25.30","U","     10.19","U"
"USR0000CCLA","2016","34.1369","-117.7069","501.4","CLAREMONT CALIFORNIA, CA US","    854.6","","     854.6","U","         0","U","         0","U","         0","U","       252","U","        66","U","    0.6","U,1225,+","   41.7","U,0620, ","","","","","","","","","","","     18.43","U","     25.26","U","     11.61","U"
"USR0000CCLA","2017","34.1369","-117.7069","501.4","CLAREMONT CALIFORNIA, CA US","    918.8","","     918.8","U","         0","U","         0","U","         0","U","       265","U","        71","U","    1.7","U,0224,+","   41.7","U,0901,+","","","","","","","     900.8","8","     900.8","U","     18.70","U","     25.28","U","     12.12","U"
"USR0000CCLA","2018","34.1369","-117.7069","501.4","CLAREMONT CALIFORNIA, CA US","    811.1","","     811.1","U","         0","U","         1","U","         0","U","       266","U","        53","U","    0.0","U,0220, ","   44.4","U,0706, ","","","0.0","U,0220","","","     733.4","4","     733.4","U","     18.22","U","     24.81","U","     11.64","U"
"USR0000CCLA","2019","34.1369","-117.7069","501.4","CLAREMONT CALIFORNIA, CA US","    705.0","","     705.0","U","         0","U","         3","U","         0","U","       224","U","        57","U","    0.0","U,0219,+","   38.3","U,0611, ","","","0.0","U,0219","","","    1088.0","0","    1088.0","U","     17.07","U","     23.36","U","     10.78","U"
"USR0000CCLA","2020","34.1369","-117.7069","501.4","CLAREMONT CALIFORNIA, CA US","    969.1","","     969.1","U","         0","U","         1","U","         0","U","       250","U","        78","U","    0.0","U,0204, ","   45.0","U,0905, ","","","0.0","U,0204","","","     990.1","1","     990.1","U","     18.40","U","     25.14","U","     11.65","U"
"USR0000CCLA","2021","34.1369","-117.7069","501.4","CLAREMONT CALIFORNIA, CA US","    837.7","","     837.7","U","         0","U","         1","U","         0","U","       244","U","        71","U","   -0.6","U,0126, ","   38.9","U,0905, ","","","-0.6","U,0126","","","     936.2","2","     936.2","U","     17.88","U","     24.57","U","     11.18","U"
"USR0000CCLA","2022","34.1369","-117.7069","501.4","CLAREMONT CALIFORNIA, CA US","    963.3","","     963.3","U","         0","U","         1","U","         0","U","       251","U","        76","U","    0.0","U,0224, ","   41.1","U,0904, ","","","0.0","U,0224","","","     881.1","1","     881.1","U","     18.40","U","     25.07","U","     11.72","U"
"USR0000CCLA","2023","34.1369","-117.7069","501.4","CLAREMONT CALIFORNIA, CA US","    672.3","","     672.3","U","         0","U","         1","U","         0","U","       211","U","        55","U","    0.0","U,0215, ","   38.3","U,0829,+","","","0.0","U,0215","","","    1358.9","9","    1358.9","U","     16.82","U","     23.06","U","     10.58","U"
"USR0000CCLA","2024","34.1369","-117.7069","501.4","CLAREMONT CALIFORNIA, CA US","    863.6","","     863.6","U","         0","U","         0","U","         0","U","       233","U","        75","U","    1.1","U,0108, ","   44.4","U,0906, ","","","","","","","    1029.0","0","    1029.0","U","     17.70","U","     24.28","U","     11.12","U"
