"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00116751","1918","41.33333","-89.13333",,"PERU, IL US","       104","6","        71","6","         4","6","","","","","         2"," ","","","","","  29.0"," ,6,0522, ","    764.6"," ,6","",""
"USC00116751","1919","41.33333","-89.13333",,"PERU, IL US","       115","6","        79","6","         7","6","","","","","","","","","","","  44.5"," ,6,1005, ","    932.5"," ,6","",""
"USC00116751","1920","41.33333","-89.13333",,"PERU, IL US","       106","6","        65","6","         8","6","","","","","","","","","","","  50.3"," ,6,0513, ","    790.1"," ,6","",""
"USC00116751","1921","41.33333","-89.13333",,"PERU, IL US","       107","6","        71","6","        10","6","","","","","","","","","","","  94.0"," ,6,0802, ","   1047.8"," ,6","",""
"USC00116751","1922","41.33333","-89.13333",,"PERU, IL US","        86","6","        51","6","         6","6","","","","","","","","","","","  61.2"," ,6,0910, ","    707.3"," ,6","",""
"USC00116751","1923","41.33333","-89.13333",,"PERU, IL US","       102","6","        64","6","         8","6","","","","","","","","","","","  39.4"," ,6,0312, ","    721.3"," ,6","",""
"USC00116751","1924","41.33333","-89.13333",,"PERU, IL US","       118","6","        62","6","         9","6","","","","","","","","","",""," 106.7"," ,6,0809, ","   1009.5"," ,6","",""
"USC00116751","1925","41.33333","-89.13333",,"PERU, IL US","        97","6","        57","6","         2","6","","","","","","","","","","","  39.4"," ,6,0617, ","    613.8"," ,6","",""
"USC00116751","1926","41.33333","-89.13333",,"PERU, IL US","       128","6","        74","6","        11","6","","","","","","","","","","","  68.6"," ,6,0924, ","   1012.3"," ,6","",""
"USC00116751","1927","41.33333","-89.13333",,"PERU, IL US","       115","6","        69","6","         9","6","","","","","","","","","","","  62.2"," ,6,0604, ","    989.1"," ,6","",""
"USC00116751","1928","41.33333","-89.13333",,"PERU, IL US","       102","6","        60","6","         9","6","","","","","","","","","","","  49.5"," ,6,1117,+","    872.1"," ,6","",""
"USC00116751","1929","41.33333","-89.13333",,"PERU, IL US","        99","6","        56","6","         7","6","","","","","","","","","","","  68.6"," ,6,0612, ","    783.6"," ,6","",""
"USC00116751","1930","41.33333","-89.13333",,"PERU, IL US","        97","6","        50","6","         5","6","","","","","","","","","","","  52.8"," ,6,0902, ","    624.0"," ,6","",""
"USC00116751","1931","41.33333","-89.13333",,"PERU, IL US","        92","6","        55","6","        11","6","","","","","","","","","",""," 134.6"," ,6,1011, ","    916.6"," ,6","",""
"USC00116751","1932","41.33333","-89.13333",,"PERU, IL US","       100","6","        57","6","         7","6","","","","","","","","","",""," 104.1"," ,6,0802, ","    773.1"," ,6","",""
"USC00116751","1933","41.33333","-89.13333",,"PERU, IL US","        86","6","        44","6","         9","6","","","","","","","","","","","  59.7"," ,6,0803, ","    752.4"," ,6","",""
"USC00116751","1934","41.33333","-89.13333",,"PERU, IL US","        87","6","        51","6","         4","6","","","","","","","","","","","  50.8"," ,6,0902, ","    615.0"," ,6","",""
"USC00116751","1935","41.33333","-89.13333",,"PERU, IL US","       104","6","        72","6","        12","6","","","","","","","","","","","  48.3"," ,6,0806, ","    972.5"," ,6","",""
"USC00116751","1936","41.33333","-89.13333",,"PERU, IL US","       103","6","        57","6","         5","6","","","","","","","","","","","  54.4"," ,6,0927, ","    669.3"," ,6","",""
"USC00116751","1937","41.33333","-89.13333",,"PERU, IL US","       109","6","        63","6","         5","6","","","","","","","","","","","  45.2"," ,6,0820, ","    727.9"," ,6","",""
"USC00116751","1938","41.33333","-89.13333",,"PERU, IL US","       100","6","        75","6","         8","6","","","","","","","","","","","  57.2"," ,6,0124, ","    923.9"," ,6","",""
"USC00116751","1939","41.33333","-89.13333",,"PERU, IL US","        97","6","        65","6","         8","6","","","","","","","","","","","  53.3"," ,6,1027, ","    803.7"," ,6","",""
"USC00116751","1940","41.33333","-89.13333",,"PERU, IL US","        96","6","        52","6","         4","6","","","","","","","","","","","  44.5"," ,6,1007, ","    562.5"," ,6","",""
"USC00116751","1941","41.33333","-89.13333",,"PERU, IL US","       106","6","        61","6","         8","6","","","","","","","","","","","  85.9"," ,6,1003, ","    990.1"," ,6","",""
"USC00116751","1942","41.33333","-89.13333",,"PERU, IL US","       109","6","        73","6","         9","6","","","","","","","","","","","  39.9"," ,6,0714, ","    898.9"," ,6","",""
"USC00116751","1943","41.33333","-89.13333",,"PERU, IL US","       101","6","        55","6","         8","6","","","","","         2"," ","","","","","  71.9"," ,6,0803, ","    802.9"," ,6","",""
