"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES"
"USC00410183","1944","29.383333","-95.066667","4.3","ALTA LOMA, TX US","","","         9"," ","","","",""
"USC00410183","1945","29.383333","-95.066667","4.3","ALTA LOMA, TX US","        15"," ","        24"," ","     596.0","0","     596.0","6"
