"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"NOE00110680","1957","60.0419","5.9056","45.0","HATLESTRAND, NO","       203","E","       163","E","        21","E","       33","","   280"," ,E,0227, ","  79.0"," ,E,0120, ","   2229.9"," ,E"
"NOE00110680","1958","60.0419","5.9056","45.0","HATLESTRAND, NO","       168","E","       122","E","         7","E","       79","","   300"," ,E,0301, ","  48.0"," ,E,1024, ","   1464.8"," ,E"
"NOE00110680","1959","60.0419","5.9056","45.0","HATLESTRAND, NO","       164","E","       120","E","        11","E","       48","","   400"," ,E,0124, ","  55.5"," ,E,0616, ","   1398.3"," ,E"
"NOE00110680","1960","60.0419","5.9056","45.0","HATLESTRAND, NO","       158","E","       105","E","        13","E","       23","","   200"," ,E,0219, ","  56.3"," ,E,1130, ","   1319.1"," ,E"
"NOE00110680","1961","60.0419","5.9056","45.0","HATLESTRAND, NO","       220","E","       160","E","        16","E","       55","","   300"," ,E,1228,+","  49.5"," ,E,0206, ","   2099.3"," ,E"
"NOE00110680","1962","60.0419","5.9056","45.0","HATLESTRAND, NO","       189","E","       139","E","        11","E","       82","","   360"," ,E,1216, ","  48.7"," ,E,0824, ","   1772.6"," ,E"
"NOE00110680","1963","60.0419","5.9056","45.0","HATLESTRAND, NO","       175","E","       126","E","        14","E","       87","","   300"," ,E,0224,+","  60.8"," ,E,0926, ","   1568.2"," ,E"
"NOE00110680","1964","60.0419","5.9056","45.0","HATLESTRAND, NO","       226","E","       172","E","        17","E","       31","","   100"," ,E,0219,+","  44.6"," ,E,0728, ","   2125.2"," ,E"
"NOE00110680","1965","60.0419","5.9056","45.0","HATLESTRAND, NO","       148","E","       115","E","        10","E","       86","","   350"," ,E,1214, ","  45.8"," ,E,1027, ","   1341.4"," ,E"
"NOE00110680","1966","60.0419","5.9056","45.0","HATLESTRAND, NO","       202","E","       141","E","        14","E","       93","","   350"," ,E,0211, ","  65.7"," ,E,1217, ","   1801.3"," ,E"
"NOE00110680","1967","60.0419","5.9056","45.0","HATLESTRAND, NO","       236","E","       192","E","        35","E","       57","","   350"," ,E,0201, ","  70.2"," ,E,1117, ","   2985.7"," ,E"
"NOE00110680","1968","60.0419","5.9056","45.0","HATLESTRAND, NO","       158","E","       122","E","         9","E","       93","","   500"," ,E,0224, ","  49.4"," ,E,1025, ","   1578.0"," ,E"
"NOE00110680","1969","60.0419","5.9056","45.0","HATLESTRAND, NO","       180","E","       140","E","        21","E","       87","","   470"," ,E,0215, ","  79.9"," ,E,0729, ","   2041.4"," ,E"
"NOE00110680","1970","60.0419","5.9056","45.0","HATLESTRAND, NO","       187","E","       140","E","        16","E","      104","","   240"," ,E,0107, ","  54.6"," ,E,0316, ","   1875.9"," ,E"
"NOE00110680","1971","60.0419","5.9056","45.0","HATLESTRAND, NO","       214","E","       171","E","        21","E","       23","","   300"," ,E,1121, ","  66.6"," ,E,1204, ","   2397.7"," ,E"
"NOE00110680","1972","60.0419","5.9056","45.0","HATLESTRAND, NO","       168","E","       121","E","        18","E","       13","","   150"," ,E,0121,+","  66.8"," ,E,1106, ","   1810.3"," ,E"
"NOE00110680","1973","60.0419","5.9056","45.0","HATLESTRAND, NO","       211","E","       168","E","        27","E","       57","","   220"," ,E,1220, ","  73.7"," ,E,0220, ","   2464.0"," ,E"
"NOE00110680","1974","60.0419","5.9056","45.0","HATLESTRAND, NO","       185","E","       142","E","        17","E","        6","","    50"," ,E,1219,+","  48.6"," ,E,0722, ","   2051.8"," ,E"
"NOE00110680","1975","60.0419","5.9056","45.0","HATLESTRAND, NO","       200","E","       161","E","        24","E","       26","","   150"," ,E,0108, ","  53.0"," ,E,1220, ","   2398.2"," ,E"
"NOE00110680","1976","60.0419","5.9056","45.0","HATLESTRAND, NO","       166","E","       123","E","        11","E","       65","","   150"," ,E,1230,+","  68.5"," ,E,0716, ","   1533.2"," ,E"
"NOE00110680","1977","60.0419","5.9056","45.0","HATLESTRAND, NO","       179","E","       135","E","        12","E","       81","","   250"," ,E,1121,+","  59.4"," ,E,0826, ","   1633.7"," ,E"
"NOE00110680","1978","60.0419","5.9056","45.0","HATLESTRAND, NO","       166","E","       127","E","        18","E","       73","","   270"," ,E,0224, ","  64.6"," ,E,1027, ","   1878.1"," ,E"
"NOE00110680","1979","60.0419","5.9056","45.0","HATLESTRAND, NO","       195","E","       153","E","        14","E","       95","","   600"," ,E,0212,+","  49.5"," ,E,0629, ","   2047.2"," ,E"
"NOE00110680","1980","60.0419","5.9056","45.0","HATLESTRAND, NO","       172","E","       132","E","        16","E","       77","","   520"," ,E,0211, ","  60.8"," ,E,1120, ","   1881.8"," ,E"
"NOE00110680","1981","60.0419","5.9056","45.0","HATLESTRAND, NO","       194","E","       146","E","        21","E","       82","","   280"," ,E,0214, ","  83.3"," ,E,0131, ","   2153.6"," ,E"
"NOE00110680","1982","60.0419","5.9056","45.0","HATLESTRAND, NO","       210","E","       172","E","        15","E","       31","","   350"," ,E,0111, ","  52.3"," ,E,0812, ","   2129.0"," ,E"
