"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"NG000061017","1939","18.683","12.917","357.0","BILMA, NG","   3353.5","","    3353.5","I","","","","","","","         0","I","         0","I","         0","I","       360","I","       246","I","    1.2","I,0112,+","","","   48.0","I,0615, ","","","","","","","","","","","     27.30","I","     36.91","I","     17.70","I"
"NG000061017","1940","18.683","12.917","357.0","BILMA, NG","   3346.6","","    3346.6","I","","","","","","","         0","I","         0","I","         0","I","       360","I","       254","I","    1.0","I,1213, ","","","   47.2","I,0624, ","","","","","      20.5","5","      20.5","I","","","     27.24","I","     36.78","I","     17.71","I"
"NG000061017","1941","18.683","12.917","357.0","BILMA, NG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","     110.1","1","     110.1","I","","","","","","","",""
"NG000061017","1942","18.683","12.917","357.0","BILMA, NG","","","","","","","","","","","","","","","         0","I","       361","I","       282","I","","","","","   47.3","I,0503, ","","","","","","","","","","","","","     37.46","I","",""
"NG000061017","1944","18.683","12.917","357.0","BILMA, NG","","","","","","","","","","","","","","","         0","I","       357","I","       264","I","","","","","   46.9","I,0609, ","","","","","     259.6","6","     259.6","I","","","","","     36.10","I","",""
"NG000061017","1947","18.683","12.917","357.0","BILMA, NG","   3349.4","","    3349.4","I","         4","I","         3","I","         0","I","         0","I","         0","I","         0","I","       363","I","       281","I","    1.8","I,0122, ","  18.2"," ,I,0803, ","   45.5","I,0626, ","","","","","","","","","     33.5"," ,I","     27.29","I","     36.62","I","     17.97","I"
"NG000061017","1948","18.683","12.917","357.0","BILMA, NG","   3115.8","","    3115.8","I","         3","I","         1","I","         0","I","         0","I","         0","I","         0","I","       364","I","       246","I","    0.5","I,1223,+","   3.9"," ,I,0816, ","   46.2","I,0615,+","","","","","      74.6","6","      74.6","I","      6.1"," ,I","     26.40","I","     36.01","I","     16.79","I"
"NG000061017","1950","18.683","12.917","357.0","BILMA, NG","   2977.9","","    2977.9","I","         8","I","         3","I","         0","I","         0","I","         0","I","         0","I","       363","I","       244","I","    4.8","I,0112, ","  13.2"," ,I,0803, ","   44.4","I,0517, ","","","","","","","","","     33.2"," ,I","     26.18","I","     34.98","I","     17.37","I"
"NG000061017","1951","18.683","12.917","357.0","BILMA, NG","   3442.6","","    3442.6","I","         1","I","         1","I","         0","I","         0","I","         0","I","         0","I","       363","I","       256","I","    2.2","I,0125, ","  11.2"," ,I,0927, ","   45.6","I,0604,+","","","","","      90.7","7","      90.7","I","     11.4"," ,I","     27.36","I","     36.29","I","     18.43","I"
"NG000061017","1952","18.683","12.917","357.0","BILMA, NG","   3252.5","","    3252.5","I","         6","I","         3","I","         1","I","         0","I","         0","I","         0","I","       361","I","       264","I","    2.2","I,1219, ","  26.3"," ,I,0818, ","   45.6","I,0530,+","","","","","     160.8","8","     160.8","I","     35.2"," ,I","     26.85","I","     35.66","I","     18.04","I"
"NG000061017","1953","18.683","12.917","357.0","BILMA, NG","   3326.9","","    3326.9","I","         4","I","         1","I","         0","I","         0","I","         0","I","         0","I","       358","I","       263","I","    1.2","I,0116, ","   8.3"," ,I,0814, ","   45.5","I,0618, ","","","","","     119.2","2","     119.2","I","     14.5"," ,I","     27.04","I","     35.61","I","     18.46","I"
"NG000061017","1954","18.683","12.917","357.0","BILMA, NG","","","","","         6","I","         3","I","         0","I","","","","","","","","","","","","","  11.7"," ,I,0829, ","","","","","","","","","","","     22.0"," ,I","","","","","",""
"NG000061017","1955","18.683","12.917","357.0","BILMA, NG","   3164.3","","    3164.3","I","         3","I","         1","I","         0","I","         0","I","         0","I","         0","I","       362","I","       255","I","    3.0","I,0101, ","  12.4"," ,I,0505, ","   44.3","I,0611, ","","","","","      58.6","6","      58.6","I","     13.4"," ,I","     26.74","I","     35.54","I","     17.93","I"
"NG000061017","1956","18.683","12.917","357.0","BILMA, NG","   3071.6","","    3071.6","I","         2","I","         2","I","         0","I","         0","I","         0","I","         0","I","       364","I","       269","I","    2.1","I,0121, ","   5.9"," ,I,0807, ","   43.5","I,0726, ","","","","","     124.1","1","     124.1","I","      9.0"," ,I","     26.57","I","     35.48","I","     17.65","I"
