"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN099990101","1923","11.117","72.733","3.0","M.O. AMINI, IN","       117","I","        65","I","        15","I","","","","","","","","","","","",""," 134.9"," ,I,0707, ","","","   1251.2"," ,I","","","","","",""
"IN099990101","1924","11.117","72.733","3.0","M.O. AMINI, IN","       124","I","        82","I","        20","I","","","","","","","","","","","",""," 184.9"," ,I,0925, ","","","   2028.6"," ,I","","","","","",""
"IN099990101","1925","11.117","72.733","3.0","M.O. AMINI, IN","       127","I","        76","I","        20","I","","","","","","","","","","","",""," 138.4"," ,I,0801, ","","","   1824.5"," ,I","","","","","",""
"IN099990101","1930","11.117","72.733","3.0","M.O. AMINI, IN","       134","I","        68","I","        14","I","","","","","","","","","","","","","  48.3"," ,I,1210, ","","","   1126.9"," ,I","","","","","",""
"IN099990101","1932","11.117","72.733","3.0","M.O. AMINI, IN","       138","I","        85","I","        25","I","","","","","","","","","","","",""," 161.3"," ,I,0705, ","","","   2139.2"," ,I","","","","","",""
"IN099990101","1933","11.117","72.733","3.0","M.O. AMINI, IN","       142","I","       105","I","        23","I","","","","","","","","","","","",""," 161.0"," ,I,0527, ","","","   2550.6"," ,I","","","","","",""
"IN099990101","1934","11.117","72.733","3.0","M.O. AMINI, IN","       108","I","        62","I","        10","I","","","","","","","","","","","","","  65.5"," ,I,0728, ","","","    910.5"," ,I","","","","","",""
"IN099990101","1935","11.117","72.733","3.0","M.O. AMINI, IN","       125","I","        80","I","        16","I","","","","","","","","","","","",""," 103.4"," ,I,0701, ","","","   1430.7"," ,I","","","","","",""
"IN099990101","1936","11.117","72.733","3.0","M.O. AMINI, IN","       138","I","        99","I","        21","I","","","","","","","","","","","",""," 109.2"," ,I,0528, ","","","   1840.3"," ,I","","","","","",""
"IN099990101","1937","11.117","72.733","3.0","M.O. AMINI, IN","       113","I","        72","I","        19","I","","","","","","","","","","","","","  81.3"," ,I,1119, ","","","   1407.7"," ,I","","","","","",""
"IN099990101","1938","11.117","72.733","3.0","M.O. AMINI, IN","       125","I","        75","I","        13","I","","","","","","","","","","","",""," 116.8"," ,I,0803, ","","","   1353.8"," ,I","","","","","",""
"IN099990101","1939","11.117","72.733","3.0","M.O. AMINI, IN","       109","I","        66","I","        13","I","","","","","","","","","","","",""," 159.0"," ,I,0811, ","","","   1364.3"," ,I","","","","","",""
"IN099990101","1940","11.117","72.733","3.0","M.O. AMINI, IN","       131","I","        89","I","        16","I","","","","","","","","","","","","","  87.1"," ,I,0814, ","","","   1404.0"," ,I","","","","","",""
"IN099990101","1941","11.117","72.733","3.0","M.O. AMINI, IN","       116","I","        73","I","        10","I","","","","","","","","","","","",""," 125.7"," ,I,0526, ","","","   1099.6"," ,I","","","","","",""
"IN099990101","1942","11.117","72.733","3.0","M.O. AMINI, IN","       129","I","        79","I","        21","I","","","","","","","","","","","",""," 103.1"," ,I,0819, ","","","   1664.4"," ,I","","","","","",""
"IN099990101","1943","11.117","72.733","3.0","M.O. AMINI, IN","       157","I","       108","I","        20","I","","","","","","","","","","","","","  90.2"," ,I,0611, ","","","   1907.4"," ,I","","","","","",""
"IN099990101","1944","11.117","72.733","3.0","M.O. AMINI, IN","       127","I","        80","I","        16","I","","","","","","","","","","","",""," 128.0"," ,I,0915, ","","","   1346.4"," ,I","","","","","",""
"IN099990101","1945","11.117","72.733","3.0","M.O. AMINI, IN","       100","I","        61","I","        11","I","","","","","","","","","","","","","  72.4"," ,I,0630, ","","","   1003.5"," ,I","","","","","",""
"IN099990101","1947","11.117","72.733","3.0","M.O. AMINI, IN","       129","I","        88","I","        23","I","","","","","","","","","","","",""," 124.7"," ,I,0606, ","","","   1902.6"," ,I","","","","","",""
