"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00251849","1958","42.38333","-96.96667","451.1","NE NEBRASKA EXPERIMENTAL STATION, NE US","    384.9","","     384.9","0","        56","0","        44","0","         4","0","         8","0","        28","0","       165","0","        66","0","       163","0","        27","0","","","  -30.0","0,0216, ","   102"," ,0,0308,+"," 114.8"," ,0,0702, ","   37.8","0,0630, ","-2.2","0,1001","-2.2","0,1001","-5.6","0,1026","-6.7","0,1031","-13.9","0,1126","-1.1","0,0430","-6.1","0,0429","-6.1","0,0429","-6.7","0,0321","-10.0","0,0318","    3936.1","1","    3936.1","0","    588.5"," ,0","      406"," ,0","      8.32","0","     15.22","0","      1.41","0"
"USC00251849","1959","42.38333","-96.96667","451.1","NE NEBRASKA EXPERIMENTAL STATION, NE US","","","","","        85","0","        55","0","         5","0","         9","0","","","","","        55","0","       139","0","        36","0","","","","","   165"," ,0,0305, ","  53.1"," ,0,0717, ","   37.8","0,0618, ","","","","","","","","","","","","","","","","","","","","","    4072.8","8","    4072.8","0","    761.0"," ,0","      800"," ,0","","","     14.70","0","",""
"USC00251849","1960","42.38333","-96.96667","451.1","NE NEBRASKA EXPERIMENTAL STATION, NE US","    409.6","","     409.6","0","        72","0","        47","0","         7","0","        13","0","        40","0","       172","0","        84","0","       153","0","        33","0","","","  -31.1","0,0304, ","   203"," ,0,0102, ","  50.8"," ,0,0506, ","   40.0","0,0803, ","0.0","0,0930","-2.8","0,1016","-6.7","0,1019","-6.7","0,1019","-10.6","0,1020","-0.6","0,0508","-3.3","0,0430","-5.0","0,0410","-8.3","0,0326","-11.7","0,0325","","","","","    638.6"," ,0","     1440"," ,0","      7.26","0","     13.92","0","      0.60","0"
"USC00251849","1961","42.38333","-96.96667","451.1","NE NEBRASKA EXPERIMENTAL STATION, NE US","    441.2","","     441.2","0","","","","","","","","","        28","0","       175","0","        49","0","       135","0","        29","0","","","  -28.9","0,1213, ","","","","","   40.0","0,0701, ","-1.7","0,0925","-3.9","0,0928","-5.0","0,1001","-6.7","0,1026","-11.1","0,1103","-1.7","0,0509","-5.6","0,0502","-5.6","0,0502","-6.7","0,0417","-8.9","0,0402","    3940.7","7","    3940.7","0","","","","","      8.01","0","     14.79","0","      1.23","0"
"USC00251849","1962","42.38333","-96.96667","451.1","NE NEBRASKA EXPERIMENTAL STATION, NE US","    368.5","","     368.5","0","","","","","","","","","        38","0","       159","0","        66","0","       152","0","        14","0","","","  -35.6","0,0228, ","","","","","   35.6","0,0708, ","-1.7","0,0920","-2.8","0,1024","-8.3","0,1025","-8.3","0,1025","-9.4","0,1105","-0.6","0,0416","-7.8","0,0415","-7.8","0,0415","-7.8","0,0415","-8.9","0,0402","    4314.0","0","    4314.0","0","","","","","      7.86","0","     14.53","0","      1.20","0"
"USC00251849","1963","42.38333","-96.96667","451.1","NE NEBRASKA EXPERIMENTAL STATION, NE US","","","","","","","","","","","","","","","","","","","","","","","        17"," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","    3945.1","1","    3945.1","0","","","","","","","","","",""
