"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXN00010102","1941","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        73","m","        51","m","         2","m","","","","","","","  31.8"," ,m,0806, ","","","","","","","","","","","","","","","","","","","","","    512.1"," ,m","",""
"MXN00010102","1942","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        68","m","        52","m","         3","m","         0"," ","        50","m","   -9.4","m,1228, ","  33.8"," ,m,0817, ","-1.1","m,1130","-2.8","m,1208","-4.4","m,1214","-9.4","m,1228","-9.4","m,1228","-3.3","m,0408","-3.3","m,0408","-6.1","m,0306","","","","","    539.6"," ,m","      6.16","m"
"MXN00010102","1943","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        71","m","        55","m","         4","m","","","","","","","  56.9"," ,m,1008, ","","","","","","","","","","","","","","","","","","","","","    609.4"," ,m","",""
"MXN00010102","1944","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        69","m","        48","m","         5","m","         0","m","        47","m","  -10.0","m,0114, ","  37.8"," ,m,0725, ","-2.2","m,1125","-2.2","m,1125","-5.0","m,1206","","","","","-2.2","m,0325","-2.2","m,0325","-4.4","m,0120","-8.3","m,0115","-10.0","m,0114","    554.8"," ,m","      6.22","m"
"MXN00010102","1945","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        67","m","        49","m","         4","m","","","","","","","  43.9"," ,m,0930, ","","","","","","","","","","","","","","","","","","","","","    418.2"," ,m","",""
"MXN00010102","1946","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        63","m","        49","m","         5","m","","","","","","","  33.8"," ,m,0705, ","","","","","","","","","","","","","","","","","","","","","    557.4"," ,m","",""
"MXN00010102","1947","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        62","m","        43","m","         0","m","","","","","","","  19.8"," ,m,0615, ","","","","","","","","","","","","","","","","","","","","","    415.4"," ,m","",""
"MXN00010102","1949","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        70","m","        59","m","         3","m","","","","","","","  33.8"," ,m,0805, ","","","","","","","","","","","","","","","","","","","","","    627.3"," ,m","",""
"MXN00010102","1955","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        58","m","        22","m","         1","m","","","","","","","  30.5"," ,m,0920, ","","","","","","","","","","","","","","","","","","","","","    237.3"," ,m","",""
"MXN00010102","1956","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        43","m","        28","m","         0","m","","","","","","","  16.3"," ,m,0620, ","","","","","","","","","","","","","","","","","","","","","    223.3"," ,m","",""
"MXN00010102","1957","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        41","m","        23","m","         3","m","","","","","","","  35.8"," ,m,1021, ","","","","","","","","","","","","","","","","","","","","","    265.9"," ,m","",""
"MXN00010102","1958","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        84","m","        51","m","         5","m","","","","","","","  57.9"," ,m,0927, ","","","","","","","","","","","","","","","","","","","","","    760.6"," ,m","",""
"MXN00010102","1959","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        62","m","        33","m","         0","m","","","","","","","  21.8"," ,m,0809, ","","","","","","","","","","","","","","","","","","","","","    268.7"," ,m","",""
"MXN00010102","1960","24.8","-104.9167","1999.8","GUATIMAPE SMN, MX","        44","m","        24","m","         1","m","","","","","","","  27.4"," ,m,0718, ","","","","","","","","","","","","","","","","","","","","","    249.1"," ,m","",""
