"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SYM00040045","1958","35.285","40.176","213.4","DEIR ZZOR, SY","   1904.2","","    1904.2","S","         0","S","        18","S","         0","S","       257","S","       153","S","   -3.9","S,1127,+","   43.9","S,0827,+","-2.2","S,1123","-2.2","S,1123","0.0","S,0209","-2.8","S,0207","    1058.3","3","    1058.3","S","     20.55","S","     27.36","S","     13.73","S"
"SYM00040045","2000","35.285","40.176","213.4","DEIR ZZOR, SY","","","","","","","","","         0","S","       223","S","       136","S","","","   47.2","S,0730, ","","","","","","","","","","","","","","","     27.43","S","",""
