"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00406454","1936","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","        78","0","        61","0","        14","0","        9","","         5","0","","","","","","","","","","","","","   127"," ,0,0120,+","   127"," ,0,0119, ","  52.1"," ,0,0316, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    973.6"," ,0","      347"," ,0","","","","","","","",""
"USC00406454","1937","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       115","0","        83","0","        19","0","        2","","         2","0","","","","","","","","","","","","","    76"," ,0,0228, ","    64"," ,0,0228, ","  90.4"," ,0,0118, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1553.9"," ,0","      115"," ,0","","","","","","","",""
"USC00406454","1938","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       101","0","        89","0","        11","0","        2","","         1","0","","","","","","","","","","","","","    51"," ,0,1124, ","    51"," ,0,1124, ","  97.0"," ,0,0731, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1304.0"," ,0","       64"," ,0","","","","","","","",""
"USC00406454","1939","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       111","0","        89","0","        18","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  52.8"," ,0,0203, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1355.4"," ,0","        0"," ,0","","","","","","","",""
"USC00406454","1940","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","        97","0","        78","0","        11","0","       13","","         4","0","","","","","","","","","","","","","   102"," ,0,0325,+","   107"," ,0,0325, ","  53.1"," ,0,0419, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1055.5"," ,0","      326"," ,0","","","","","","","",""
"USC00406454","1941","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","        86","0","        65","0","         7","0","        3","","         1","0","","","","","","","","","","","","","   127"," ,0,0228, ","   114"," ,0,0228, "," 115.6"," ,0,0704, ","","","","","","","","","","","","","","","","","","","","","","","","","","","    843.0"," ,0","      127"," ,0","","","","","","","",""
"USC00406454","1942","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       114","0","        83","0","        10","0","       12","","         3","0","","","","","","","","","","","","","   152"," ,0,0108, ","   114"," ,0,1203, ","  97.0"," ,0,0908, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1241.4"," ,0","      292"," ,0","","","","","","","",""
"USC00406454","1943","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","        88","0","        71","0","        12","0","        4","","         1","0","","","","","","","","","","","","","    51"," ,0,0128,+","    51"," ,0,0126, ","  55.4"," ,0,0801, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1089.7"," ,0","       51"," ,0","","","","","","","",""
"USC00406454","1944","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       118","0","        92","0","        12","0","        6","","         3","0","","","","","","","","","","","","","    25"," ,0,1215,+","    51"," ,0,0109, ","  79.5"," ,0,0929, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1281.1"," ,0","      126"," ,0","","","","","","","",""
"USC00406454","1945","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       125","0","        87","0","        14","0","        1","","         1","0","","","","","","","","","","","","","    25"," ,0,1219, ","    33"," ,0,1218, ","  70.1"," ,0,1103,+","","","","","","","","","","","","","","","","","","","","","","","","","","","   1422.1"," ,0","       53"," ,0","","","","","","","",""
"USC00406454","1946","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       119","0","        83","0","        15","0","        0","","         0","0","","","","","","","","","","","","","     0"," ,0,1231,+","     0"," ,0,1231,+","  61.5"," ,0,0326, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1209.9"," ,0","        0"," ,0","","","","","","","",""
"USC00406454","1947","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       125","0","        82","0","        12","0","        4","","         4","0","","","","","","","","","","","","","    51"," ,0,0308,+","    64"," ,0,0220, ","  69.3"," ,0,0416, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1157.8"," ,0","      219"," ,0","","","","","","","",""
"USC00406454","1948","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","","","","","","","        4","","         4","0","","","","","","","","","","","","","   254"," ,0,0117, ","   254"," ,0,0117, ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","      465"," ,0","","","","","","","",""
"USC00406454","1949","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       123","0","        89","0","        15","0","        1","","         1","0","","","","","","","","","","","","","    51"," ,0,0131, ","    71"," ,0,0131, ","  96.0"," ,0,1212, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1485.7"," ,0","       71"," ,0","","","","","","","     14893","0"
"USC00406454","1950","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       144","0","       103","0","        23","0","        1","","         1","0","","","","","","","","","","","","","   152"," ,0,1124, ","   140"," ,0,1124, ","  64.5"," ,0,0507, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1680.1"," ,0","      187"," ,0","","","","","","","",""
"USC00406454","1951","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","       120","0","        96","0","        15","0","","","         1","0","","","","","","","","","","","","","","","    25"," ,0,1103, ","  77.5"," ,0,0201, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1543.2"," ,0","       25"," ,0","","","","","","","     17591","0"
"USC00406454","1952","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","        87","0","        66","0","        10","0","        1","","         0","0","","","","","","","","","","","","","    25"," ,0,1130, ","     0"," ,0,1231,+","  78.7"," ,0,0322, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1029.3"," ,0","        0"," ,0","","","","","","","     15665","0"
"USC00406454","1953","36.31667","-87.21667","119.5","CHEATHAM LOCK AND DAM, TN US","","","","","        92","0","        70","0","        14","0","        1","","         0","0","","","","","","","","","","","","","    25"," ,0,1214, ","    13"," ,0,1214, ","  52.8"," ,0,0430, ","","","","","","","","","","","","","","","","","","","","","","","","","","","   1050.2"," ,0","       13"," ,0","","","","","","","     16085","0"
