"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"GMM00010359","1952","52.517","11.4","48.0","GARDELEGEN AUT, GM","","","","","        22","S","        74","S","         2","S","","","   35.0","S,0702, ","","","","","","","","","","","","","","","","","","","     12.06","S","",""
"GMM00010359","1953","52.517","11.4","48.0","GARDELEGEN AUT, GM","","","","","        17","S","       105","S","         2","S","","","   32.2","S,0902,+","","","","","","","","","","","","","","","","","","","     14.25","S","",""
"GMM00010359","1954","52.517","11.4","48.0","GARDELEGEN AUT, GM","         1","S","       104","S","        34","S","        67","S","         2","S","  -21.1","S,0201, ","   32.8","S,0621,+","0.0","S,1027","-2.2","S,1120","-6.1","S,1124","-1.1","S,0515","-2.2","S,0514","-5.0","S,0411","-7.2","S,0224","-12.2","S,0223","      7.99","S","     12.24","S","      3.73","S"
"GMM00010359","1955","52.517","11.4","48.0","GARDELEGEN AUT, GM","","","","","        35","S","        85","S","         0","S","","","   30.0","S,0822,+","","","","","","","","","","","","","","","","","","","     12.36","S","",""
"GMM00010359","1958","52.517","11.4","48.0","GARDELEGEN AUT, GM","","","","","        19","S","        80","S","         0","S","","","   31.1","S,0716, ","","","","","","","","","","","","","","","","","","","     12.71","S","",""
"GMM00010359","1959","52.517","11.4","48.0","GARDELEGEN AUT, GM","","","","","        18","S","       115","S","         3","S","","","   37.2","S,0711,+","","","","","","","","","","","","","","","","","","","     14.78","S","",""
"GMM00010359","1960","52.517","11.4","48.0","GARDELEGEN AUT, GM","","","","","        18","S","        86","S","         0","S","","","   31.1","S,0801,+","","","","","","","","","","","","","","","","","","","     13.14","S","",""
