"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"ASN00095025","1955","-42.3833","146.4833",,"WAYATINAH VILLAGE, AS","   1122.2"," ,a"
"ASN00095025","1956","-42.3833","146.4833",,"WAYATINAH VILLAGE, AS","   1501.7"," ,a"
"ASN00095025","1957","-42.3833","146.4833",,"WAYATINAH VILLAGE, AS","   1088.9"," ,a"
"ASN00095025","1958","-42.3833","146.4833",,"WAYATINAH VILLAGE, AS","   1621.1"," ,a"
"ASN00095025","1959","-42.3833","146.4833",,"WAYATINAH VILLAGE, AS","    938.9"," ,a"
"ASN00095025","1960","-42.3833","146.4833",,"WAYATINAH VILLAGE, AS","   1051.5"," ,a"
"ASN00095025","1961","-42.3833","146.4833",,"WAYATINAH VILLAGE, AS","    848.0"," ,a"
"ASN00095025","1962","-42.3833","146.4833",,"WAYATINAH VILLAGE, AS","   1274.0"," ,a"
"ASN00095025","1963","-42.3833","146.4833",,"WAYATINAH VILLAGE, AS","    751.7"," ,a"
"ASN00095025","1964","-42.3833","146.4833",,"WAYATINAH VILLAGE, AS","   1436.7"," ,a"
"ASN00095025","1965","-42.3833","146.4833",,"WAYATINAH VILLAGE, AS","   1075.5"," ,a"
"ASN00095025","1966","-42.3833","146.4833",,"WAYATINAH VILLAGE, AS","    981.6"," ,a"
"ASN00095025","1967","-42.3833","146.4833",,"WAYATINAH VILLAGE, AS","    968.2"," ,a"
